,F140,F153,F157,F159,F198,F200,F201,F21,F26,F272,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F411,F426,F439,F470,F471,F474,F476,F495,F524,F550,F551,F553,F554,F556,F557,F578,F72
859,0.5433,0.0096,,663.0,0.575,21.27,4.24,-5416.5,1.9867,20.8603,30.2958,,9.583,84.095,8.272,0.1704,50.3339,6.7733,64.5378,117.8192,3.9724,0.985,71.8973,5.4476,32.7672,126.7858,20.1463,7.5965,7.0057,,,,,,,,146.904
860,0.5724,0.006,,484.0,0.28,14.74,5.09,-5502.0,2.0178,47.2467,16.8499,,6.1992,84.9173,9.131,0.0746,50.0942,,64.3185,118.0202,2.5835,0.6087,105.6122,2.7042,4.6469,29.1814,14.4882,7.674,3.0472,,,,,,,,
861,0.6141,0.0061,,736.0,0.934,9.8,17.25,-5543.0,1.981,54.7323,20.9062,,6.5782,83.7747,8.3436,0.2608,50.394,,64.3908,118.7374,2.5705,0.6245,103.4407,8.9364,29.6284,96.1581,46.1156,6.4508,3.1185,,,,,,,,
862,0.8033,0.0129,0.1027,391.0,0.599,16.51,19.07,-5529.25,1.95,70.0604,25.5286,0.0363,9.871,84.095,8.272,0.167,50.3339,8.1603,64.5378,117.8192,3.1494,1.3276,39.3981,5.7573,27.3668,122.2429,20.1701,4.6818,3.0808,,,,,,,0.0241,150.7632
863,0.1,0.0045,,533.0,0.8,14.88,5.5,-5572.25,2.0165,60.2986,17.6901,,6.7958,85.0066,9.6938,0.2376,50.366,,64.2263,118.0446,2.195,0.4588,62.4339,7.8133,5.3,23.8271,23.8419,4.2182,6.8482,15.16,1.72,6.1096,0.7784,3.7082,2.2996,0.014,
864,0.3885,0.0111,,571.0,0.292,17.96,7.87,-5257.75,1.9695,43.5948,18.4134,,6.6307,83.6583,8.5596,0.094,50.3882,4.2988,64.4017,119.4242,2.1292,1.1396,57.8039,2.8112,6.3317,39.3896,16.4212,7.7736,3.3183,18.49,1.81,8.2035,0.6937,4.6756,2.4548,,154.867
865,0.1407,0.0087,,276.0,0.264,25.4,5.05,-5348.75,1.965,11.8589,23.1842,,8.0175,86.3826,8.3273,0.0936,50.3556,,64.2252,119.1824,2.8532,0.8903,103.6022,2.549,4.7703,25.9707,11.7588,8.3723,6.896,,,,,,,0.0473,
866,0.6081,0.0089,,602.0,0.181,15.73,8.76,-5418.75,2.0278,41.4784,21.9217,,8.3849,86.6554,9.0061,0.0589,50.0114,,64.1901,118.162,2.9656,0.9166,44.6121,1.7293,6.8296,85.0746,8.8626,4.0565,2.6228,,,,,,,,
867,0.7449,0.0109,,850.0,0.396,10.16,3.61,-5704.5,1.9808,9.7264,27.6399,,8.394,86.238,8.287,0.1111,50.7216,,64.1468,116.1914,3.38,1.126,119.5021,3.8376,5.5231,25.5226,12.4941,3.9114,7.5535,18.19,2.0,8.0777,0.8348,4.4791,2.6464,,
868,0.2041,0.0169,,470.0,0.458,27.73,8.45,-5710.5,1.983,32.474,16.7877,,8.3544,84.525,8.7932,0.1341,50.1146,,63.7758,118.023,2.1989,1.7661,91.0112,4.2964,6.9115,57.5217,9.4983,5.6382,2.9828,13.48,1.16,6.3727,0.4405,3.3064,1.5665,,
869,0.07,0.0085,,1929.0,0.229,26.83,3.44,-5344.25,1.9783,70.3719,18.5809,,8.6795,85.5246,8.2832,0.0694,50.4619,7.9975,64.482,118.0946,2.5307,0.8661,55.9091,2.1847,5.4538,38.461,10.7398,7.9577,5.6942,14.9,0.81,7.6834,0.3028,3.6008,1.0909,0.0117,146.4557
870,0.11,0.0266,,596.0,1.227,25.91,17.15,-5451.75,2.008,60.3904,19.5549,,9.8336,87.1883,9.0145,0.3431,50.0471,10.0618,64.1861,118.2592,2.4822,2.7748,91.4255,11.6618,28.8225,93.6209,27.3764,7.0696,3.5403,21.81,0.71,8.9789,0.3001,5.379,0.9751,,145.1962
871,0.2048,0.0047,,500.0,0.515,3.21,4.15,-5249.0,1.9987,58.1025,17.3969,,9.1356,85.188,8.9562,0.1532,50.1992,6.0599,63.901,118.0178,2.3679,0.4843,84.2232,5.0386,5.3805,69.7428,13.1362,7.5965,3.2012,17.35,1.46,7.9038,0.6233,4.2417,1.98,,162.8549
872,0.11,0.0083,,270.0,0.401,27.39,7.01,-5603.75,1.9743,38.9424,19.5549,,8.2688,85.7243,8.3542,0.1039,50.2105,,63.9862,119.8178,2.4822,0.8567,106.5789,3.7664,3.6558,33.7386,8.688,5.5979,2.6522,,,,,,,,
873,0.095,0.0058,,3362.0,0.445,22.2,7.62,-5662.0,2.015,37.9153,19.4715,,7.772,83.5811,8.6068,0.1294,50.6355,6.4281,64.6913,118.2942,2.7521,0.5947,75.9924,4.3164,6.8146,34.29,6.6791,4.404,3.0254,,,,,,,,145.2105
874,0.2779,0.0056,0.0259,674.0,0.368,15.66,4.71,-5477.5,1.9535,36.4573,22.7113,0.0079,9.3228,85.5246,8.2832,0.1086,50.4619,7.6577,64.482,118.0946,2.7713,0.5734,96.9231,3.492,5.4519,24.9566,30.7108,5.3911,6.8634,23.62,1.22,10.5956,0.492,5.7115,1.6205,,152.2141
875,0.118,0.0061,,195.0,0.25,13.41,6.29,-6521.5,1.8592,14.6964,20.6914,,7.4726,85.7204,9.0811,0.0839,50.6151,4.7505,64.1481,117.6492,3.1534,0.6264,50.9639,2.3861,5.5131,29.6407,11.1612,7.6534,2.0388,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,150.0117
876,0.7449,0.0055,,657.0,0.317,22.44,4.51,-5632.75,1.9897,16.9018,27.6399,,8.9515,84.7176,8.7373,0.0929,50.5598,,64.3447,118.3632,3.38,0.5589,54.7327,2.9758,7.3624,37.6633,11.3946,6.0837,3.3946,23.28,1.24,10.1821,0.5038,5.702,1.5465,,
877,0.0669,0.0057,,878.0,0.296,16.08,6.44,-5619.25,1.9705,15.0205,18.3123,,7.7442,84.525,8.7932,0.1039,50.1146,,63.7758,118.023,2.2359,0.5779,80.5195,2.8684,6.215,40.8135,12.1301,5.4976,5.8881,,,,,,,0.0147,
878,0.0669,0.0054,,677.0,0.19,15.0,7.98,-5619.0,1.9398,30.6412,18.3123,,7.3274,84.3084,8.3591,0.0618,50.3996,,64.5242,117.9356,2.2359,0.5468,72.0524,1.8187,6.558,42.4044,21.6167,8.9219,5.4364,16.15,1.05,7.8291,0.4496,4.1693,1.4617,,
879,0.7449,0.0107,,1552.0,0.312,20.96,9.08,-5525.25,1.9738,25.0915,27.6399,,7.3137,84.525,8.7932,0.106,50.1146,,63.7758,118.023,3.38,1.1005,110.0,2.9889,6.3116,37.4398,12.6286,8.7888,2.7789,,,,,,,,
880,0.2779,0.0052,,772.0,0.473,22.55,6.69,-5207.25,1.9697,66.0521,22.7113,,6.4963,83.5182,8.6149,0.1353,50.3917,,64.2488,118.0712,2.7713,0.5285,75.5859,4.599,3.2206,26.9114,7.9683,12.631,4.7912,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
881,0.3543,0.0053,0.0308,425.0,0.443,16.79,4.12,-5391.75,1.9672,27.0238,18.1126,0.011,9.6898,84.3084,8.3591,0.1306,50.3996,,64.5242,117.9356,2.2081,0.5442,76.1595,4.3178,11.3372,13.3468,16.8375,5.091,7.1076,17.63,1.84,7.3242,0.8087,4.4495,2.2584,0.0262,
882,0.3543,0.0055,,1112.0,0.204,16.68,7.24,-5621.0,1.994,17.5654,18.1126,,7.9677,83.4448,8.5571,0.0587,50.3923,,64.7149,118.052,2.2081,0.557,64.6924,1.9556,6.636,40.5379,14.0277,5.0128,6.8437,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
883,0.0669,0.0085,0.0469,908.0,1.078,12.65,7.34,-5561.0,1.9905,20.1568,18.3123,0.0143,9.9116,86.2967,8.7646,0.3106,50.5526,7.1041,64.2989,118.6604,2.2359,0.8714,62.2545,10.514,13.5994,25.6784,23.0859,5.0982,6.1768,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0133,158.4495
884,0.1514,0.0084,,545.0,0.301,12.16,6.25,-5652.5,1.9818,39.5988,18.656,,8.5409,83.5589,8.8889,0.0751,50.2246,4.4685,63.9957,117.7428,2.0798,0.8581,69.4915,2.8348,6.08,37.2651,9.0369,6.4406,7.1807,,,,,,,,155.2499
885,0.5405,0.0042,,398.0,0.228,15.77,5.34,-5627.5,2.01,34.9441,20.4826,,7.5842,86.238,8.287,0.0717,50.7216,,64.1468,116.1914,2.9528,0.427,67.6843,2.1622,6.2816,22.5813,9.9013,6.0121,5.4861,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
886,0.1514,0.01,,265.0,0.318,19.04,4.59,-5334.0,1.9968,14.3149,18.656,,8.715,84.7176,8.7373,0.0957,50.5598,,64.3447,118.3632,2.0798,1.0252,71.8994,3.0263,6.524,25.2539,7.3301,8.2087,5.0503,17.19,1.89,7.3054,0.8189,4.3275,2.3074,,
887,0.1151,0.0091,,579.0,0.287,23.24,9.01,-5639.75,2.0035,20.0456,20.0096,,8.6604,86.238,8.287,0.0866,50.7216,,64.1468,116.1914,2.7521,0.9287,66.3228,2.7306,7.7616,44.2789,22.0201,11.2907,9.4122,18.91,1.43,8.466,0.5221,4.5839,1.9276,,
888,0.1151,0.0051,,379.0,0.235,19.48,5.35,-5567.75,1.9708,61.7071,20.0096,,7.8931,83.5182,8.6149,0.0725,50.3917,,64.2488,118.0712,2.7521,0.5151,81.8725,2.1926,6.9804,39.5118,13.3131,7.4188,6.8916,16.27,0.76,7.7754,0.3031,4.0535,1.0219,0.0309,
889,0.1463,0.0179,,551.0,0.509,16.82,7.3,-5819.75,2.0082,58.6262,18.5231,,9.6045,84.3947,8.897,0.1577,50.142,4.6015,64.5666,118.181,2.6288,1.8646,73.3571,4.9373,13.1152,21.8835,18.9371,6.0532,7.7103,19.13,2.02,8.2665,0.9085,4.7382,2.4874,0.0122,150.2224
890,0.116,0.0075,,1030.0,0.537,23.5,5.17,-5767.25,1.9727,53.8602,18.7695,,10.0673,85.4838,8.7401,0.1491,50.0631,6.7186,64.3756,118.0474,2.5761,0.7724,119.4048,5.1638,10.542,20.12,15.4183,10.247,8.2171,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,151.0586
891,0.5503,0.0094,,856.0,0.328,17.44,4.57,-5476.5,2.0005,22.9965,32.6521,,7.8173,84.6838,9.0425,0.0989,50.7493,,64.4947,117.7228,4.3969,0.963,43.3319,3.0633,5.692,35.8063,9.9668,6.9726,7.0555,16.7,1.07,7.3215,0.4804,4.2544,1.3471,0.0226,
892,0.4698,0.0175,,886.0,0.143,20.02,8.75,-5345.25,2.0175,35.1203,16.653,,6.8178,85.3967,8.7635,0.0471,50.5973,,64.0427,117.9192,2.0604,1.8239,71.1246,1.3684,6.1525,34.6498,12.4586,6.3461,3.9656,16.97,0.92,7.8166,0.3872,4.188,1.2129,0.0201,
893,0.0802,0.0045,,293.0,0.156,20.39,7.0,-5250.75,2.0015,47.5611,18.8462,,7.1817,83.7179,8.7015,0.0468,50.6219,,64.4228,118.504,2.74,0.4624,108.7063,1.4803,4.1697,28.4972,12.667,6.1608,3.7441,15.22,0.75,6.4161,0.3535,3.7741,1.0135,0.0242,
894,0.0802,0.011,,497.0,0.473,13.15,7.75,-5777.0,1.9952,40.5337,18.8462,,9.6266,83.4448,8.5571,0.1347,50.3923,,64.7149,118.052,2.74,1.1257,89.8294,4.5418,15.5005,29.363,18.1731,6.8138,3.596,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
895,0.3543,0.0057,,625.0,0.277,21.57,1.83,-5327.75,1.9755,14.2733,18.1126,,8.0442,84.7176,8.7373,0.0821,50.5598,,64.3447,118.3632,2.2081,0.5786,48.1809,2.5941,5.6704,23.3192,10.0808,10.247,6.8395,,,,,,,0.0338,
896,0.3514,0.022,,735.0,0.249,15.66,7.3,-5213.0,2.021,36.4608,18.2471,,7.8852,84.9173,9.131,0.0765,50.0942,,64.3185,118.0202,2.0996,2.2819,76.6847,2.3572,5.5482,37.1906,11.6715,7.674,8.2217,14.27,1.0,6.9896,0.3543,3.5038,1.3492,,
897,0.118,0.0121,,538.0,0.394,17.28,6.82,-5138.75,1.9565,23.4588,20.6914,,7.7756,83.7179,8.7015,0.1214,50.6219,,64.4228,118.504,3.1534,1.2467,79.2584,3.7129,6.4357,33.6492,11.1628,6.175,2.0005,,,,,,,,
898,0.116,0.0066,0.0257,180.0,0.223,16.15,4.74,-5406.75,1.9515,20.9125,18.7695,0.0087,7.912,83.4448,8.5571,0.0598,50.3923,,64.7149,118.052,2.5761,0.6766,47.9323,2.1321,5.1901,23.0647,7.0703,5.4976,5.7447,11.61,0.96,4.7369,0.4696,2.9007,1.2159,,
899,0.089,0.0097,,580.0,0.3,13.85,8.35,-5300.5,2.0038,38.5968,19.0678,,8.5325,85.188,8.9562,0.0933,50.1992,5.6702,63.901,118.0178,2.6273,0.9954,88.4066,2.8573,5.5719,64.4133,20.8754,7.674,7.2995,,,,,,,0.0218,144.2076
900,0.0802,0.0085,0.0809,593.0,0.229,19.27,2.83,-5497.5,2.0055,41.5506,18.8462,0.0249,8.3336,83.4448,8.5571,0.0725,50.3923,,64.7149,118.052,2.74,0.8722,61.8557,2.1654,4.7206,15.2734,16.8363,8.5242,3.4585,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
901,0.089,0.0179,,225.0,0.192,11.82,4.08,-5398.75,2.018,33.2944,19.0678,,8.4576,85.4487,8.6695,0.0548,50.2081,4.6386,63.7619,118.1258,2.6273,1.8649,60.3457,1.8444,6.0978,21.7071,13.9385,8.0112,6.9308,13.85,1.27,6.4734,0.5709,3.4632,1.7012,,153.8577
902,0.0727,0.004,,352.0,0.911,10.4,4.72,-5217.25,1.9925,32.2814,18.0762,,9.8203,83.4093,8.3663,0.2454,50.4972,,64.741,117.9414,2.481,0.4115,72.093,8.8972,13.4275,19.8865,24.5446,8.5841,6.43,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
903,0.5996,0.0075,,829.0,0.167,24.8,10.12,-5394.75,2.0075,82.2496,30.8411,,8.1474,84.052,8.8581,0.0551,50.137,,64.6559,117.8936,4.3569,0.7743,62.5115,1.6029,7.5896,49.6441,15.1328,6.2799,2.6076,18.44,1.69,8.3522,0.627,4.4875,2.2733,,
904,0.5405,0.004,,361.0,0.319,18.58,2.41,-5397.5,1.9965,27.7927,20.4826,,8.7099,84.4905,8.7997,0.0948,50.5147,,64.3568,118.489,2.9528,0.4132,40.1163,2.9846,4.5023,18.4888,7.6509,4.2983,8.5321,22.38,0.78,10.3087,0.3857,5.5089,1.0452,,
905,0.1151,0.0097,,294.0,0.446,21.92,5.54,-5543.0,1.98,21.4695,20.0096,,9.7324,84.3441,8.9833,0.1335,50.6379,,64.7846,119.6042,2.7521,0.9984,84.9057,4.2865,12.9645,19.8804,18.7933,3.2753,3.7693,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0211,
906,0.0802,0.0065,,843.0,0.908,17.07,6.17,-5526.0,1.9962,25.7437,18.8462,,9.687,85.4838,8.7401,0.2444,50.0631,6.8255,64.3756,118.0474,2.74,0.6604,84.7695,8.8014,11.6157,23.9622,17.0483,3.7493,6.3393,22.21,1.13,10.6329,0.4537,5.4186,1.415,,151.166
907,0.1151,0.0114,,1116.0,0.222,18.93,8.19,-5445.5,1.984,33.6143,20.0096,,8.5917,85.4438,8.4278,0.0728,50.286,,64.332,117.8352,2.7521,1.174,109.5057,2.1028,4.572,34.378,15.7062,4.9961,6.6564,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0187,
908,0.0727,0.0087,,2228.0,0.393,20.27,4.86,-4971.75,1.9888,48.4881,18.0762,,8.2271,85.4838,8.7401,0.1156,50.0631,6.0857,64.3756,118.0474,2.481,0.8868,68.2939,3.76,5.7512,31.0773,10.4709,10.247,2.4238,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,143.5034
909,0.0802,0.0065,,2602.0,0.732,11.5,7.94,-5001.0,2.0,66.6365,18.8462,,10.2206,83.4093,8.3663,0.2019,50.4972,,64.741,117.9414,2.74,0.6614,130.7339,7.0918,14.0714,24.0068,22.9374,6.7701,4.0139,15.43,0.76,6.7947,0.293,3.8367,1.0625,0.0118,
910,0.116,0.0078,0.0712,666.0,0.172,16.82,6.55,-5368.75,1.9955,22.6556,18.7695,0.0225,8.4197,85.7132,9.0606,0.0543,50.5004,3.1668,64.0248,117.9764,2.5761,0.7991,71.7738,1.6475,8.8315,21.3918,13.5062,4.0934,6.7211,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0368,147.9933
911,0.1099,0.0045,,479.0,0.996,19.97,5.75,-6471.25,1.8785,69.7519,18.447,,9.1965,86.0222,9.2016,0.2803,50.5239,7.3121,64.0447,118.1136,2.2841,0.4547,25.9136,9.6287,14.0216,19.2654,34.5633,6.3812,6.7481,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0186,154.4854
912,0.5996,0.0088,0.0205,961.0,0.563,23.84,5.97,-5335.0,1.991,36.9956,30.8411,0.0064,8.34,85.5485,8.8548,0.1589,50.1588,8.3015,63.7216,117.9246,4.3569,0.9037,112.312,5.3532,7.9988,58.1033,31.6006,7.5702,6.0948,,,,,,,0.0134,149.5225
913,0.116,0.0049,,461.0,0.253,14.8,2.79,-5613.0,1.9973,36.2777,18.7695,,8.9656,84.0397,9.1287,0.0652,50.5501,4.1901,64.215,118.1158,2.5761,0.498,91.133,2.4189,6.2576,14.0551,32.0514,7.866,4.0597,16.77,1.02,8.4993,0.4438,4.0765,1.3805,,151.67
914,0.3968,0.0144,,533.0,0.477,25.54,6.5,-5459.0,1.9908,38.0896,20.7968,,8.7436,84.4061,8.6772,0.1636,50.4095,,64.2376,118.542,2.9393,1.4921,50.4425,4.5906,7.5685,41.7914,26.636,8.3174,2.3494,17.28,1.0,8.4753,0.4638,4.2571,1.3425,,
915,0.0513,0.0106,,649.0,0.29,22.48,12.64,-5398.5,1.9863,37.7701,19.3932,,6.8312,85.3967,8.7635,0.0888,50.5973,,64.0427,117.9192,2.5343,1.0896,66.0961,2.7967,6.4301,53.8631,11.5614,5.0701,5.2709,16.45,1.27,7.3531,0.6016,4.1932,1.757,0.028,
916,0.0513,0.0142,,410.0,0.261,20.77,8.79,-5012.75,1.974,70.9617,19.3932,,7.3783,85.3967,8.7635,0.0829,50.5973,,64.0427,117.9192,2.5343,1.4588,95.1266,2.5018,6.3279,39.2581,13.0573,3.8216,2.9091,18.14,1.33,7.9287,0.5394,4.6136,1.8474,,
917,0.0513,0.0102,,1292.0,0.39,21.31,3.91,-5248.25,2.036,72.2468,19.3932,,9.6453,85.3967,8.7635,0.1106,50.5973,,64.0427,117.9192,2.5343,1.0448,58.9258,3.733,12.4827,22.2626,13.97,5.3572,2.913,22.64,0.85,10.2767,0.39,5.5813,1.1744,,
918,0.0513,0.0127,,778.0,0.116,17.71,10.02,-5658.25,2.014,35.7175,19.3932,,7.1902,85.3967,8.7635,0.0348,50.5973,,64.0427,117.9192,2.5343,1.3047,54.6358,1.1119,4.6081,47.6335,14.6788,7.2748,6.9087,20.34,1.49,8.9745,0.5633,5.1911,2.0481,,
919,0.5405,0.0095,,403.0,0.267,19.89,3.34,-5604.5,1.985,19.0938,20.4826,,8.3691,84.4061,8.6772,0.0801,50.4095,,64.2376,118.542,2.9528,0.9771,43.4112,2.5047,5.7679,33.121,13.0975,6.162,7.987,20.71,1.17,9.3713,0.4964,5.2501,1.6035,,
920,,0.0067,,470.0,0.626,20.11,3.66,-5494.75,2.0035,44.7405,,,9.6255,86.1155,8.5801,0.1756,50.294,8.7981,64.0748,119.2266,,0.6837,54.8409,5.9019,34.5703,120.6696,19.9339,5.1072,2.8894,,,,,,,,143.403
921,0.0891,0.0107,,541.0,1.273,23.21,8.64,-5549.25,2.0017,32.5262,21.6104,,9.5394,86.238,8.287,0.3675,50.7216,,64.1468,116.1914,2.9576,1.0947,77.4793,12.2301,16.567,25.2045,19.0523,8.5169,2.89,14.05,1.15,6.8487,0.4891,3.4809,1.4946,0.0195,
922,0.4698,0.0114,,854.0,0.189,19.43,2.91,-5370.75,2.0045,22.2595,16.653,,8.2177,83.5182,8.6149,0.0497,50.3917,,64.2488,118.0712,2.0604,1.1684,103.5666,1.7681,4.3443,22.8708,7.7189,10.162,6.5578,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
923,,0.0207,,689.0,0.72,17.67,0.0,-5573.75,1.9693,22.725,,,20.0455,85.7059,8.2395,0.2004,50.344,,64.1495,120.0346,,2.1645,145.6835,7.1329,6.4326,0.0,12.1469,5.9952,3.7102,15.05,1.63,6.1182,0.6423,3.706,2.2455,,
924,0.5503,0.0036,,886.0,0.2,17.44,4.3,-5370.25,1.9695,35.1892,32.6521,,8.6991,85.1011,8.9475,0.0658,50.2249,6.7157,63.9471,118.0626,4.3969,0.3632,65.4378,1.899,6.0613,39.3813,6.7345,7.361,6.2921,,,,,,,0.0153,152.0595
925,0.0968,0.0101,,530.0,0.4,20.39,3.93,-5599.25,2.0132,33.6853,19.8754,,10.363,84.3084,8.3591,0.1403,50.3996,,64.5242,117.9356,2.4986,1.0355,71.6561,3.8321,9.2074,15.6734,14.5424,8.6325,2.5076,12.18,0.72,5.4598,0.2884,3.0425,0.9824,,
926,0.5503,0.0054,,2774.0,0.299,24.53,6.08,-4994.25,1.9715,32.7374,32.6521,,8.7901,84.4061,8.6772,0.0999,50.4095,,64.2376,118.542,4.3969,0.552,53.4857,2.8437,7.8419,41.7479,25.4465,4.6175,6.0609,,,,,,,,
927,0.0802,0.0083,,863.0,0.276,17.15,7.07,-5515.0,1.966,65.7329,18.8462,,8.52,85.4438,8.4278,0.0842,50.286,,64.332,117.8352,2.74,0.853,135.2049,2.6491,6.8119,33.1002,7.2468,5.8246,4.2789,14.56,1.89,6.7818,0.9039,3.6449,2.3493,,
928,,0.0164,,485.0,0.23,11.48,4.62,-5738.75,2.0157,18.6771,,,8.6503,83.7747,8.3436,0.0628,50.394,,64.3908,118.7374,,1.7093,140.7709,2.1823,5.4621,51.2112,6.0703,5.8923,7.4038,,,,,,,,
929,0.5996,0.0038,,863.0,0.218,18.61,3.86,-5508.75,1.993,23.6058,30.8411,,8.9172,84.4061,8.6772,0.0721,50.4095,,64.2376,118.542,4.3569,0.3917,88.7615,2.0349,5.8374,32.2342,9.3231,3.8587,3.7867,14.46,0.39,6.6538,0.1551,3.6045,0.5319,,
930,0.5864,0.0098,,426.0,0.307,18.41,3.23,-5580.25,1.991,36.6237,16.4196,,8.486,83.4093,8.3663,0.0969,50.4972,,64.741,117.9414,2.1823,1.0045,127.1186,2.9397,5.2757,16.2555,16.0906,6.1284,6.072,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
931,0.5864,0.0092,,3951.0,1.001,16.33,15.96,-5554.5,2.0273,36.8085,16.4196,,10.2841,93.8653,8.6611,0.2724,57.8485,,76.2508,125.9348,2.1823,0.9429,56.7177,9.6495,19.9221,50.5921,15.1105,8.0629,8.3327,16.49,0.86,6.6084,0.3252,4.1137,1.1796,0.0299,
932,0.5864,0.012,,737.0,0.355,20.4,5.69,-5692.5,1.9792,38.224,16.4196,,8.4755,86.4883,8.6544,0.1056,52.9114,,94.2641,118.464,2.1823,1.2366,92.413,3.3586,7.6945,31.4241,14.1449,5.0128,8.5367,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0134,
933,0.4698,0.0066,,1053.0,0.233,11.68,7.53,-5834.75,1.99,13.5243,16.653,,8.6031,93.8653,8.6611,0.078,57.8485,,76.2508,125.9348,2.0604,0.6707,79.1262,2.226,5.6032,29.638,10.7895,12.6939,7.6512,20.98,1.03,10.1957,0.5062,5.3248,1.4398,,
934,0.0513,0.0101,,1173.0,0.608,15.43,3.97,-5612.25,2.0192,38.0827,19.3932,,9.4339,85.3967,8.7635,0.1669,50.5973,,64.0427,117.9192,2.5343,1.0353,46.2527,5.7905,12.5196,16.6233,21.2704,8.9446,7.6505,15.54,1.27,7.0971,0.487,3.8112,1.7185,,
935,3.225,0.0096,,466.0,0.224,17.95,10.33,-5588.0,2.0048,33.72,9.1013,,9.1576,86.238,8.287,0.059,50.7216,,64.1468,116.1914,0.9609,0.9833,69.7716,2.1543,6.745,38.1838,15.0828,6.2799,5.825,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0205,
936,0.1245,0.0082,0.0468,789.0,0.266,23.23,5.54,-5153.75,1.9983,31.2219,22.6751,0.0131,8.643,83.4448,8.5571,0.0982,50.3923,,64.7149,118.052,2.9678,0.8463,87.5312,2.505,6.9861,32.3475,7.4876,4.7502,8.2568,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
937,0.3033,0.0084,,122.0,0.319,27.21,10.54,-5365.75,1.9805,38.9917,15.7643,,7.9702,85.4838,8.7401,0.0915,50.0631,5.3967,64.3756,118.0474,1.863,0.8597,35.7345,3.021,8.4367,54.7875,13.5257,7.0341,1.902,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,142.7799
938,3.225,0.0045,,477.0,0.269,21.35,4.7,-5437.0,1.9795,41.2777,9.1013,,8.3272,83.7179,8.7015,0.0938,50.6219,,64.4228,118.504,0.9609,0.4549,87.9888,2.5872,5.1455,42.6974,10.949,9.4119,4.3193,12.21,1.33,5.3619,0.5307,3.0252,1.7571,0.0388,
939,0.1292,0.0094,,285.0,0.214,17.56,5.21,-5007.75,2.0173,32.2747,20.667,,8.7554,84.3441,8.9833,0.069,50.6379,,64.7846,119.6042,2.6372,0.9669,76.8369,2.05,3.8909,37.9308,15.5775,5.6251,6.937,19.23,1.61,8.9305,0.6931,4.7124,2.012,,
940,0.0891,0.016,,782.0,0.202,22.6,4.45,-5357.5,1.9915,46.3697,21.6104,,8.3548,83.5182,8.6149,0.0619,50.3917,,64.2488,118.0712,2.9576,1.6568,114.3914,1.915,4.1313,31.6901,12.0584,11.3471,9.1723,17.13,0.79,7.6992,0.3385,4.2891,1.0862,,
941,0.1245,0.0077,,1094.0,0.498,26.31,9.35,-5031.25,2.025,19.8922,22.6751,,9.5503,84.0397,9.1287,0.1447,50.5501,8.7006,64.215,118.1158,2.9678,0.7878,72.8889,4.7891,16.6344,42.2701,9.4363,5.019,5.1434,17.18,0.69,7.7242,0.273,4.2525,0.9424,0.0234,155.0056
942,0.1245,0.0046,,922.0,0.24,15.77,3.01,-5966.75,1.9848,21.0415,22.6751,,9.2908,87.1083,8.7779,0.0648,50.0922,,64.4107,118.0094,2.9678,0.4657,68.1583,2.2936,5.5153,19.9753,13.2764,6.6433,6.7024,15.92,1.49,7.2422,0.5459,3.8763,2.0186,0.0052,
943,3.225,0.0112,,190.0,0.631,22.11,8.71,-5477.5,2.0002,32.0147,9.1013,,9.5337,86.238,8.287,0.1823,50.7216,,64.1468,116.1914,0.9609,1.1538,50.5,6.0862,17.5385,44.1262,14.0213,4.8995,6.569,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
944,0.1006,0.0102,,1137.0,1.346,20.08,5.11,-5759.75,1.9835,69.9213,20.2749,,9.4871,84.1975,8.7548,0.3553,50.7923,6.7457,64.5815,118.3978,2.2885,1.0438,67.5277,13.026,15.0254,16.3139,21.8676,3.5391,4.8689,19.77,0.78,8.4798,0.3702,4.897,1.0427,,155.0265
945,0.1245,0.0038,,352.0,0.157,13.12,2.87,-5622.0,2.0032,21.9361,22.6751,,8.5272,84.0397,9.1287,0.0416,50.5501,3.7305,64.215,118.1158,2.9678,0.3896,78.9119,1.4995,3.4111,13.5813,18.9632,4.404,1.7401,17.85,0.84,8.4478,0.3335,4.3546,1.0735,,153.7627
