,Unnamed: 0,F153,F159,F198,F200,F21,F26,F272,F319,F32,F33,F334,F337,F34,F35,F39,F390,F426,F439,F470,F474,F476,F495,F574,F576
731,731.0,0.006,2460.0,0.582,15.45,-5549.25,1.9692,66.5229,6.4291,86.3794,8.5615,0.1585,1.7282,50.4915,64.0756,118.7712,0.9973,0.6141,78.4768,5.6102,19.0681,34.2089,8.9716,2.8058,1.5963
732,732.0,0.0061,2262.0,1.178,16.52,-6284.25,1.977,68.3044,5.0681,86.3826,8.3273,0.378,2.561,50.3556,64.2252,119.1824,0.7451,0.621,128.1712,11.4954,33.1394,11.8163,9.8085,2.8996,1.7311
733,733.0,0.0091,468.0,0.355,14.74,-6338.25,1.9043,64.2672,6.7457,85.8807,9.754,0.1023,2.189,50.2775,63.9959,118.0116,0.7534,0.9385,34.9398,3.3994,47.4702,41.2894,3.5013,3.2591,1.8145
734,734.0,0.0154,1841.0,0.277,20.16,-6190.0,1.9675,43.9871,6.8042,83.8498,8.5889,0.0709,2.8258,50.211,64.1402,119.2162,1.2281,1.5979,137.9421,2.6291,48.1359,14.1612,6.9268,2.5787,1.3108
735,735.0,0.0041,1077.0,0.365,21.78,-5335.0,1.9835,37.473,5.3249,85.0066,9.6938,0.1126,1.8729,50.366,64.2263,118.0446,0.4791,0.4214,77.3925,3.5352,32.3083,28.8368,4.3169,3.0513,1.6314
736,736.0,0.0042,1992.0,0.314,19.52,-5747.75,1.9765,29.8135,6.3,83.5589,8.8889,0.1043,1.9559,50.2246,63.9957,117.7428,0.9655,0.428,76.6528,2.9624,32.9348,19.2937,4.7444,2.9357,1.5763
737,737.0,0.0053,233.0,0.231,15.31,-5617.75,1.985,44.4974,6.3135,83.5589,8.8889,0.0738,1.7485,50.2246,63.9957,117.7428,1.0972,0.5415,137.1429,2.2042,27.8719,43.7214,5.3012,2.9357,1.5763
738,738.0,0.0055,157.0,0.39,18.78,-5797.0,1.9648,8.3702,6.022,83.5589,8.8889,0.1405,1.12,50.2246,63.9957,117.7428,0.7976,0.5642,136.4807,3.6732,26.4789,70.0774,9.7492,2.9357,1.5763
739,739.0,0.0093,651.0,1.198,14.75,-6351.25,1.8832,58.5437,6.9509,85.1099,8.4855,0.3234,3.5535,50.3507,64.3211,118.3248,0.5271,0.958,60.8362,11.7676,56.9228,20.2672,3.6799,2.0694,1.0932
740,740.0,0.0104,982.0,0.272,14.18,-5532.5,2.0198,37.4067,6.6444,84.5303,8.2638,0.0958,2.3854,50.4559,64.3628,119.6408,0.6223,1.0674,92.3269,2.6044,33.5072,16.9441,7.5195,3.0639,1.5956
741,741.0,0.0094,524.0,0.307,16.47,-6375.75,1.8905,43.4257,6.8956,84.0746,9.3335,0.1096,0.8503,50.4357,64.3729,118.0092,0.7237,0.9649,34.8033,2.9434,14.9985,5.4672,8.0155,3.232,1.7161
742,742.0,0.0111,481.0,0.551,14.27,-5428.75,1.9703,42.2789,7.0038,84.2629,8.2823,0.1572,4.4198,50.235,64.2171,119.8028,0.9239,1.143,58.0824,5.3703,76.1881,24.7443,12.5212,3.0639,1.5956
743,743.0,0.01,920.0,0.239,14.33,-5685.0,2.0183,37.9938,6.4903,85.2679,8.4896,0.0869,2.1022,50.3505,64.3145,118.3644,0.7258,1.0263,89.8167,2.2635,25.3405,13.751,5.4275,3.0702,1.774
744,744.0,0.0118,714.0,0.407,11.67,-5464.75,1.9865,25.9598,6.573,84.7188,8.7073,0.1163,2.1723,50.2823,64.6813,118.294,1.0478,1.2209,40.9091,3.8543,20.8556,14.1657,6.0532,2.2791,1.2283
745,745.0,0.0125,775.0,1.257,16.67,-5539.5,2.0,7.7936,6.9748,84.2629,8.2823,0.3421,4.6529,50.235,64.2171,119.8028,0.9011,1.2856,104.6067,12.2951,64.0474,24.1626,5.9839,3.2177,1.6913
746,746.0,0.0044,378.0,0.569,19.87,-5458.75,1.9968,81.1884,6.4831,84.5303,8.2638,0.1415,4.55,50.4559,64.3628,119.6408,0.9737,0.4517,182.0555,5.5181,86.4042,33.5206,5.296,2.9955,1.5915
747,747.0,0.0099,275.0,0.358,18.05,-5452.75,2.007,75.5785,9.9174,85.513,8.7932,0.1213,1.8854,50.3159,64.0127,118.9228,0.6787,1.0177,45.5918,3.3579,37.8343,13.7353,5.9762,2.9013,1.701
748,748.0,0.0095,1043.0,0.427,10.0,-5623.0,1.9835,60.4342,6.6198,85.0066,9.6938,0.1213,1.3782,50.366,64.2263,118.0446,0.7375,0.9716,69.2308,4.0611,19.6056,16.6968,4.2182,4.0422,2.1276
749,749.0,0.0112,345.0,0.371,15.92,-5831.25,1.9908,54.629,6.2097,84.2629,8.2823,0.0971,2.1396,50.235,64.2171,119.8028,0.3285,1.158,60.8723,3.5445,38.8381,13.1102,8.2443,3.2554,1.8119
750,750.0,0.0047,1092.0,0.363,13.39,-5422.25,2.0063,21.2893,4.2933,84.2629,8.2823,0.1039,2.1401,50.235,64.2171,119.8028,0.8514,0.4796,100.5019,3.2105,55.1967,27.7082,6.8452,2.3367,1.226
751,751.0,0.0088,966.0,0.613,21.19,-5618.75,1.9672,53.7128,9.806,83.8498,8.5889,0.1706,1.5797,50.211,64.1402,119.2162,1.3758,0.9017,97.9592,5.7726,22.8233,11.3403,9.5926,2.2433,1.1917
752,752.0,0.0179,893.6805232872466,0.561,16.56,-5625.5798160350105,1.9392598049778318,37.5438,9.7985,85.6561,8.7144,0.1551,1.0564,50.5124,64.0638,117.78,0.6944,1.871,70.11660661876508,5.1902,20.3164,13.0254,7.567,2.0059,1.0451
753,753.0,0.006,468.0,1.121,18.57,-6482.75,1.873,11.2795,6.8521,85.0513,9.1156,0.3094,3.3554,50.5031,63.9509,117.643,0.7946,0.6124,49.9705,10.7761,61.8302,17.0781,6.778,4.0485,2.5067
754,754.0,0.0175,549.0,0.384,7.45,-5789.75,2.0105,22.1611,6.6134,85.3825,9.7324,0.1181,0.9911,50.3716,64.2442,118.0668,0.7603,1.8238,100.9053,3.6083,21.7759,20.99,3.7155,2.2737,1.1918
755,755.0,0.0053,385.0,0.41,11.31,-5273.0,2.0045,14.6867,6.6419,86.2857,8.5855,0.126,1.1082,50.3174,63.9733,118.8308,0.5662,0.5445,73.4606,3.879,15.3514,9.77,4.7185,3.2322,1.8896
756,756.0,0.0057,470.0,0.261,15.89,-6549.25,1.8915,23.004,6.5591,85.7833,8.7696,0.0784,1.7062,50.124,63.7482,118.7706,1.3742,0.5838,58.0986,2.4829,34.1157,13.3074,5.3349,3.3635,1.7836
757,757.0,0.0049,684.0,0.373,22.91,-5469.5,1.9703,7.263,9.745,83.8498,8.5889,0.1173,0.7255,50.211,64.1402,119.2162,0.5614,0.4996,80.109,3.5212,18.8505,11.982,5.5918,2.8996,1.7311
758,758.0,0.0054,1163.0,1.305,19.06,-5248.25,1.972,55.2428,6.9642,84.1896,8.8519,0.3671,3.0153,50.1963,64.6928,118.031,1.0157,0.5554,55.5066,12.6922,42.4433,18.6398,5.9729,4.0468,2.2456
759,759.0,0.0069,195.0,0.648,17.75,-6364.75,1.8693,17.8733,16.9271,85.4449,9.22,0.177,6.5949,50.5573,64.0559,117.628,1.052,0.7033,35.4772,6.2117,131.6493,15.619,7.9182,1.9771,1.0728
760,760.0,0.0065,1367.0,0.344,15.61,-5410.75,1.9772,18.5141,7.0269,83.6264,8.3006,0.0891,4.6183,50.3196,64.2059,119.8088,0.5209,0.6593,96.1933,3.2644,61.6611,13.0728,5.0138,3.1887,1.6936
761,761.0,0.0048,604.0,0.576,17.31,-5428.5,1.9985,23.2854,7.1994,85.0066,9.6938,0.1642,4.0999,50.366,64.2263,118.0446,1.0734,0.4919,70.512,5.5638,68.6271,33.1053,4.2182,2.9955,1.5915
762,762.0,0.0061,739.0,0.296,19.5,-5467.75,1.9417,23.126,10.6622,83.6264,8.3006,0.075,1.3145,50.3196,64.2059,119.8088,0.5755,0.6276,137.7682,2.8594,23.1496,10.0327,6.9268,2.1212,1.092
763,763.0,0.0052,2775.0,0.813,15.16,-6285.0,2.035,40.3414,7.2948,83.6264,8.3006,0.2321,2.8704,50.3196,64.2059,119.8088,1.2662,0.5342,138.4615,7.8475,39.0828,25.7507,6.8111,2.7097,1.5505
764,764.0,0.0101,821.0,0.412,11.24,-5342.5,2.023,14.1289,11.0172,83.6264,8.3006,0.1102,1.4904,50.3196,64.2059,119.8088,0.6861,1.0392,58.3153,3.9957,27.1997,7.355,7.1676,3.027,1.6686
765,765.0,0.0114,542.0,0.468,19.1,-6489.25,1.8913,15.0783,9.2417,84.7188,8.7073,0.1419,1.7891,50.2823,64.6813,118.294,1.3227,1.1737,76.0479,4.3333,33.9799,7.4737,7.5516,3.3635,1.7836
766,766.0,0.0055,2737.0,0.571,15.46,-5098.25,1.9892,26.9371,6.964,85.4656,8.5407,0.1472,3.2734,50.3651,64.2771,119.5174,0.8312,0.5645,69.7724,5.4922,53.6157,13.4306,4.4782,4.0468,2.2456
767,767.0,0.0117,1837.0,0.21,16.04,-6301.5,2.0265,57.4308,6.4248,84.5303,8.2638,0.0551,2.7031,50.4559,64.3628,119.6408,0.3918,1.2046,549.4949,1.9581,35.2619,10.6164,7.5516,2.3367,1.226
768,768.0,0.0058,690.0,0.222,13.07,-5570.25,1.959,34.3654,6.2969,83.779,8.3006,0.0689,2.0596,50.3635,64.3058,119.7496,0.5979,0.5882,109.4262,2.0617,32.5719,7.7982,7.994,2.9357,1.5763
769,769.0,0.0109,3477.0,0.413,17.78,-5636.75,1.9775,53.2161,10.0129,85.8807,9.754,0.1229,0.698,50.2775,63.9959,118.0116,0.9325,1.1178,132.7569,3.8195,11.7501,6.72,3.4975,2.2791,1.3258
770,770.0,0.0056,410.0,0.226,15.12,-5714.25,1.974,26.6882,7.1224,85.0449,8.5003,0.076,4.5906,50.428,64.4113,118.2436,1.0039,0.5657,118.9689,2.1884,68.6247,20.6277,5.0982,4.0468,2.2456
771,771.0,0.0103,425.0,0.215,18.2,-5801.25,1.9623,34.3472,6.6697,83.8498,8.5889,0.0689,2.358,50.211,64.1402,119.2162,0.7708,1.0562,141.8564,2.033,32.5334,14.57,6.0532,2.5787,1.3108
772,772.0,0.0059,634.0,0.246,11.6,-5183.0,1.9922,38.6811,6.1341,83.6264,8.3006,0.0815,2.0692,50.3196,64.2059,119.8088,0.7412,0.6009,101.2257,2.3221,41.61,19.2109,7.6051,2.1212,1.092
773,773.0,0.0085,2456.0,0.264,13.72,-4858.25,1.97,21.2366,6.108,83.6583,8.5596,0.0874,2.2194,50.3882,64.4017,119.4242,1.0356,0.871,76.9115,2.5265,51.824,50.8772,7.0696,3.9085,1.9714
774,774.0,0.0067,655.0,0.324,20.2,-5218.25,1.945,43.2338,5.939,84.8937,8.6074,0.0885,1.2146,50.3191,64.2041,119.1106,0.5997,0.6856,66.9244,3.0898,28.4192,30.4239,6.0447,2.7384,1.441
775,775.0,0.0056,74.0,0.811,21.57,-5520.25,2.0023,25.8181,11.127,83.6264,8.3006,0.2271,1.6609,50.3196,64.2059,119.8088,1.0355,0.571,81.383,7.8462,20.7721,17.8643,6.6841,3.5821,1.9432
776,776.0,0.0079,249.0,0.09,12.04,-5408.25,1.9758,27.7324,5.9176,86.1155,8.5801,0.0282,2.0807,50.294,64.0748,119.2266,0.3705,0.808,89.0279,0.8325,27.4138,15.3125,5.0765,3.806,1.9747
777,777.0,0.0168,1357.0,0.339,10.91,-5160.0,2.003,30.868,5.9782,85.3881,8.3179,0.1025,1.6597,50.2928,64.2195,120.1074,0.498,1.7504,91.3454,3.1336,23.1866,12.6413,6.6841,3.1199,1.6193
778,778.0,0.0125,1465.0,1.195,27.38,-5116.5,2.006,69.7115,10.3704,83.8498,8.5889,0.3499,5.66,50.211,64.1402,119.2162,0.5812,1.2793,113.4267,11.479,85.2271,29.0179,6.4534,3.1199,1.6193
779,779.0,0.0153,736.0,0.215,10.33,-5400.0,1.9848,36.6738,6.0493,85.3881,8.3179,0.0715,1.4266,50.2928,64.2195,120.1074,1.3099,1.5839,101.7391,2.016,24.2857,7.0114,5.2408,2.1212,1.092
780,780.0,0.0092,775.0,0.267,11.21,-5763.0,1.9367,57.5701,6.3553,84.5303,8.2638,0.0829,1.9076,50.4559,64.3628,119.6408,0.4417,0.9418,107.0606,2.4961,21.7343,14.2688,6.4497,3.5109,1.8368
781,781.0,0.0057,103.0,0.254,18.4,-5646.5,2.0248,34.0486,6.4576,86.1155,8.5801,0.0846,3.0119,50.294,64.0748,119.2266,0.3726,0.581,112.1984,2.4302,51.677,9.5467,8.6077,4.874,2.5068
782,782.0,0.0054,587.0,0.342,14.95,-5544.25,1.9905,32.7359,6.957,83.6264,8.3006,0.0959,4.2474,50.3196,64.2059,119.8088,0.9539,0.5536,90.0596,3.2976,65.4883,14.4386,7.1676,2.0663,1.225
783,783.0,0.0053,534.0,0.264,13.35,-5310.5,1.9758,37.956,5.7846,85.7059,8.2395,0.0861,1.5469,50.344,64.1495,120.0346,0.3426,0.54,57.1792,2.4714,24.0626,23.7372,4.5379,2.1212,1.092
784,784.0,0.0059,1029.0,0.252,22.15,-5377.25,1.9395,34.859,6.5735,84.8937,8.6074,0.0849,1.446,50.3191,64.2041,119.1106,0.5464,0.6012,80.8018,2.43,19.0231,21.8516,8.3723,3.0837,1.618
785,785.0,0.0089,1081.0,0.202,14.53,-5528.75,1.9955,13.9702,5.8949,85.3881,8.3179,0.0747,2.1098,50.2928,64.2195,120.1074,0.5247,0.9145,132.5479,1.8956,43.6395,6.7869,6.5456,3.0971,1.7008
786,786.0,0.0067,658.0,0.309,11.3,-5275.0,1.9697,27.3319,6.3096,83.779,8.3006,0.1018,1.5464,50.3635,64.3058,119.7496,0.9331,0.6803,83.9416,2.877,27.6178,8.6919,5.1444,2.9357,1.5763
787,787.0,0.012,555.0,0.216,13.73,-5646.0,1.996,45.0277,5.9222,86.15,8.8424,0.0638,1.9219,50.0752,64.326,117.8416,0.5996,1.2414,117.1975,2.009,48.4328,15.4819,5.1444,3.0971,1.7008
788,788.0,0.0098,439.0,0.623,19.14,-6468.0,1.878,59.7472,6.6856,85.0449,8.5003,0.1762,2.2422,50.428,64.4113,118.2436,1.2011,1.0044,52.2581,6.1044,31.669,45.5696,7.1116,3.9963,2.2164
789,789.0,0.0104,349.0,0.385,22.89,-5645.75,1.976,39.8354,7.9092,84.5987,8.8836,0.1245,1.6386,50.0944,63.7488,117.878,1.2433,1.0704,65.1287,3.6186,38.0619,15.2248,4.7502,3.7983,2.0444
790,790.0,0.0086,2381.0,0.226,5.48,-4675.25,1.991,14.9325,5.967,85.3881,8.3179,0.0796,1.2794,50.2928,64.2195,120.1074,0.3536,0.883,62.2556,2.1253,39.821,6.9132,8.1327,3.7662,1.9423
791,791.0,0.0131,534.0,0.274,11.76,-5335.5,1.966,19.3865,6.012,84.5303,8.2638,0.0853,0.8109,50.4559,64.3628,119.6408,0.6199,1.3515,120.0684,2.5657,15.9213,7.6745,6.9268,2.4142,1.2719
792,792.0,0.0103,763.0,0.238,9.37,-5197.5,2.0048,29.9811,6.3283,83.6583,8.5596,0.0812,1.2314,50.3882,64.4017,119.4242,0.429,1.0606,76.2174,2.2392,18.0032,12.7291,7.6039,2.4142,1.2719
793,793.0,0.0122,835.0,0.353,11.36,-5892.25,1.992,29.2287,6.0841,83.779,8.3006,0.0994,1.672,50.3635,64.3058,119.7496,0.438,1.256,71.9758,3.295,27.5934,6.6625,9.7492,2.9357,1.5763
794,794.0,0.0113,355.0,0.177,13.08,-5322.25,2.0217,46.8977,6.0937,86.1155,8.5801,0.0619,2.1956,50.294,64.0748,119.2266,1.04,1.1589,97.0536,1.6389,29.3971,12.1952,7.7958,2.3367,1.226
795,795.0,0.0091,312.0,0.612,19.98,-5536.5,1.9648,45.3547,10.1622,84.8937,8.6074,0.1862,6.2317,50.3191,64.2041,119.1106,0.6025,0.9338,53.2676,5.7994,97.248,18.5219,7.4438,3.4173,1.7681
796,796.0,0.0064,537.0,0.362,18.1,-5393.5,1.9743,63.3155,11.0498,85.8807,9.754,0.1102,2.3691,50.2775,63.9959,118.0116,0.7791,0.6533,103.391,3.5392,26.1313,12.1537,4.6333,3.4972,1.7927
797,797.0,0.0143,644.0,0.971,29.12,-5545.25,1.9892,19.2222,10.3188,84.7188,8.7073,0.2866,6.4526,50.2823,64.6813,118.294,0.4713,1.4776,70.0515,9.1889,101.9313,18.7123,6.4534,3.4173,1.7681
798,798.0,0.0089,2446.0,0.749,24.29,-6002.0,1.988,25.5736,10.0551,84.7188,8.7073,0.2159,5.7882,50.2823,64.6813,118.294,1.3334,0.9105,69.9531,7.0326,97.8195,20.7221,10.2077,3.4173,1.7681
799,799.0,0.0118,2371.0,0.24,15.97,-6313.5,2.01,22.3449,6.0872,84.7646,8.5862,0.0703,1.8825,50.4865,64.3404,118.3002,0.9332,1.2156,46.044,2.2345,29.5623,12.493,3.7126,2.3387,1.2888
800,800.0,0.0196,5054.0,0.273,16.06,-1263.5,0.4138,28.1407,6.369,84.9737,8.441,0.083,1.3517,50.365,64.3579,118.4008,1.0225,2.0504,42.7197,2.6137,33.0194,20.2105,6.3269,2.7384,1.441
801,801.0,0.0071,1407.0,0.42,15.8,-5512.0,2.0202,19.5196,10.5805,85.513,8.7932,0.105,1.1299,50.3159,64.0127,118.9228,1.1155,0.7272,61.6569,3.9935,17.7709,40.6686,7.0152,2.8315,1.4317
802,802.0,0.0131,3193.0,1.12,19.56,-4386.0,1.9633,30.3186,8.6052,83.8148,8.572,0.3029,2.374,50.3314,64.2616,119.2172,1.153,1.3535,113.6159,10.7648,37.8746,9.3246,6.0478,3.7983,2.0444
803,803.0,0.0189,159.0,0.272,18.14,-5371.25,1.958,55.1954,8.7815,84.969,8.3331,0.0954,1.682,50.3536,64.2455,118.8616,1.3101,1.9706,88.5246,2.5926,29.55,12.9532,6.8452,3.7983,2.0444
804,804.0,0.0182,1234.0,0.27,14.35,-5553.0,1.956,44.9719,6.1361,83.779,8.3006,0.088,1.4923,50.3635,64.3058,119.7496,0.7783,1.8965,75.6739,2.5883,28.5205,27.408,7.5297,2.1212,1.092
805,805.0,0.0089,773.0,0.421,18.44,-5352.25,1.9775,32.3343,10.7285,84.7646,8.5862,0.1224,1.8518,50.4865,64.3404,118.3002,0.4351,0.9147,96.9783,4.1047,23.1097,11.6439,5.5979,3.1569,1.7048
806,806.0,0.0057,1086.0,0.143,10.01,-5472.0,1.9912,51.1465,8.8093,83.7568,8.2981,0.0508,1.986,50.628,64.638,119.9514,0.7451,0.5844,90.8157,1.3612,61.8163,4.6368,11.0934,3.7983,2.0444
807,807.0,0.0111,945.0,0.363,10.76,-5611.75,1.9665,67.7961,6.2891,85.4656,8.5407,0.1183,1.4134,50.3651,64.2771,119.5174,1.2586,1.1443,107.1429,3.3945,18.1984,22.9592,7.694,3.1199,1.6193
808,808.0,0.012,681.0,0.612,16.38,-5456.75,1.9937,32.723,10.6434,84.969,8.3331,0.201,4.2085,50.3536,64.2455,118.8616,1.1991,1.2395,55.618,5.8499,77.8232,21.1343,5.091,3.1199,1.6193
809,809.0,0.0103,2604.0,0.393,17.68,-5196.75,2.019,45.6014,10.4235,84.5303,8.2638,0.117,4.9107,50.4559,64.3628,119.6408,0.7528,1.0551,122.4365,3.9073,80.5978,16.8748,7.205,3.7983,2.0444
810,810.0,0.0129,1174.0,0.515,20.96,-5612.5,2.0057,24.0614,10.5785,84.3947,8.897,0.1572,5.808,50.142,64.5666,118.181,0.7095,1.3328,57.3529,4.9036,87.3818,18.2131,5.091,3.4173,1.7681
811,811.0,0.0073,1977.0,0.191,11.8,-5867.0,1.968,70.5547,6.3107,85.7059,8.2395,0.0629,1.6016,50.344,64.1495,120.0346,0.7907,0.7458,90.5582,1.7811,33.7377,8.9856,9.455,2.1212,1.092
812,812.0,0.0119,1401.0,0.246,11.64,-5143.5,1.9642,29.0933,6.1453,85.7059,8.2395,0.0732,1.8686,50.344,64.1495,120.0346,0.493,1.2219,54.2838,2.3411,39.5341,8.6745,8.7106,3.0971,1.7008
813,813.0,0.0118,1433.0,0.257,12.6,-5611.75,2.014,20.8294,6.3851,85.7059,8.2395,0.0786,0.5373,50.344,64.1495,120.0346,0.9128,1.2146,60.5505,2.4084,22.0208,14.2523,4.5379,3.5688,1.8529
814,814.0,0.0127,322.0,0.5517934608425901,17.459349288401256,-6616.0,1.8923,50.1698,8.669,84.7348,8.6706,0.16844361368847074,2.2015504821072143,49.9566,64.5635,118.1992,0.6566,1.3015,30.0185,5.364676414855973,36.35797759267388,21.11444807496796,6.4165,4.4838,2.453
815,815.0,0.0145,546.0,0.313,19.61,-5495.0,1.9932,23.9919,10.6248,85.3881,8.3179,0.101,1.277,50.2928,64.2195,120.1074,1.1584,1.5019,128.0214,3.0185,14.2902,7.0592,6.0837,3.4888,1.7787
816,816.0,0.0101,288.0,0.176,12.39,-5370.0,1.9463,33.4052,6.2216,85.7059,8.2395,0.0627,1.6309,50.344,64.1495,120.0346,0.7166,1.033,104.0816,1.6411,28.732,10.23,6.9516,2.1212,1.092
817,817.0,0.0178,516.0,0.28,17.18,-5549.5,1.9675,55.2735,6.2908,83.779,8.3006,0.1013,1.6052,50.3635,64.3058,119.7496,1.2296,1.8588,111.6225,2.6289,36.6839,8.3808,9.7492,3.8734,2.0931
818,818.0,0.0065,348.0,0.344,12.97,-6417.75,1.8725,54.9412,8.2623,85.0449,8.5003,0.1109,2.1364,50.428,64.4113,118.2436,1.2066,0.6667,50.501,3.3333,28.3071,23.9592,5.424,3.7983,2.0444
819,819.0,0.011,811.0,0.312,21.8,-5440.25,1.9525,60.4804,8.1796,86.3826,8.3273,0.0948,1.2319,50.3556,64.2252,119.1824,1.1385,1.1259,103.2621,2.9423,29.682,6.0786,4.5393,3.7983,2.0444
820,820.0,0.0089,2460.0,0.319,12.05,-5563.5,1.9648,27.1976,6.0307,85.7243,8.3542,0.096,1.0578,50.2105,63.9862,119.8178,1.1938,0.9075,59.7536,3.0049,24.2698,7.534,5.5979,3.0971,1.7008
821,821.0,0.0055,341.0,0.299,24.19,-5470.25,1.986,28.5361,8.0674,85.4438,8.4278,0.0844,2.6891,50.286,64.332,117.8352,0.3755,0.5571,181.4516,2.7898,48.1438,19.2168,8.7888,3.4596,1.9884
822,822.0,0.0137,543.0,0.401,17.68,-5411.75,1.988,48.043,6.2425,87.1883,9.0145,0.1035,1.9661,50.0471,64.1861,118.2592,0.6773,1.4106,116.1092,3.9087,24.543,22.491,6.8858,3.0837,1.618
823,823.0,0.0093,1110.0,0.336,11.4,-5762.75,1.9748,55.0849,6.3835,85.7243,8.3542,0.0997,1.4541,50.2105,63.9862,119.8178,0.5809,0.9534,85.4545,3.1887,33.4115,34.2688,5.1686,3.9963,2.2164
824,824.0,0.0058,587.0,0.204,22.34,-5585.25,2.0025,35.9009,8.5692,84.8949,8.3588,0.0621,1.8329,50.3833,64.4228,120.3726,0.5025,0.589,78.1638,1.9298,48.2063,13.5863,7.6063,3.514,1.8666
825,825.0,0.0124,1663.0,0.449,19.92,-5753.5,2.0227,26.0107,6.2941,87.1883,9.0145,0.1303,1.999,50.0471,64.1861,118.2592,0.6896,1.2782,40.1238,4.274,40.1204,10.8948,7.0696,2.7384,1.441
826,826.0,0.0056,3204.0,0.255,11.75,-4961.25,1.9948,53.246,6.1545,83.5811,8.6068,0.0762,1.5189,50.6355,64.6913,118.2942,1.1711,0.5683,50.1493,2.4251,25.7454,8.7411,10.1177,2.2582,1.2779
827,827.0,0.0108,816.0,0.317,24.95,-5505.5,2.01,44.8325,7.6934,83.8148,8.572,0.0935,1.9633,50.3314,64.2616,119.2172,0.4931,1.1092,65.4676,2.9776,51.3674,15.051,6.318,3.7983,2.0444
828,828.0,0.0134,385.0,0.6,17.79,-5592.75,2.0313,67.1485,8.6784,84.5551,9.9964,0.1744,1.2987,50.4757,64.3827,118.022,0.7299,1.3867,109.2444,5.9309,18.9684,31.9021,3.9079,2.6046,1.4072
829,829.0,0.0135,903.0,0.307,14.6,-5578.75,2.0383,11.3322,6.0145,84.9173,9.131,0.1028,1.5066,50.0942,64.3185,118.0202,1.2127,1.3943,125.2123,2.8877,24.8129,8.3818,6.0447,3.0837,1.618
830,830.0,0.0134,461.0,0.377,22.17,-5349.75,1.986,58.1409,8.222,83.6583,8.5596,0.1372,1.3214,50.3882,64.4017,119.4242,0.6171,1.384,161.1354,3.579,31.1496,7.3233,8.6077,3.7983,2.0444
831,831.0,0.0122,1049.0,0.269,19.29,-5714.25,2.011,33.1309,9.7021,86.1155,8.5801,0.0769,1.4625,50.294,64.0748,119.2266,0.9856,1.2535,68.0054,2.4629,14.8947,7.8031,8.6077,3.2966,1.7949
832,832.0,0.009,526.0,0.133,19.07,-5538.0,1.9743,61.8228,8.5462,83.7568,8.2981,0.0383,2.2496,50.628,64.638,119.9514,0.6887,0.9215,647.8827,1.2529,68.2893,6.1643,7.6063,3.7983,2.0444
833,833.0,0.0122,390.0,0.33,22.12,-5466.75,1.971,27.4457,8.0433,83.8148,8.572,0.1045,1.8821,50.3314,64.2616,119.2172,0.7591,1.2483,83.6066,3.0738,32.8002,6.332,3.6933,3.7983,2.0444
834,834.0,0.0166,282.0,0.227,24.36,-6397.75,1.8798,53.0849,8.8326,86.6785,9.0121,0.0726,2.6434,50.5767,64.0904,117.6884,0.6279,1.7231,72.5894,2.1164,59.359,19.4614,7.5262,3.894,2.0351
835,835.0,0.0064,551.0,0.384,16.65,-5515.5,1.9798,25.139,8.1636,84.361,8.8624,0.1211,2.0671,50.8411,64.6702,118.3086,0.4349,0.655,111.1579,3.6429,45.7231,12.3268,3.8587,2.4961,1.3573
836,836.0,0.0096,284.0,0.387,22.58,-5617.5,1.9943,16.4574,8.9723,84.525,8.7932,0.1289,2.0034,50.1146,63.7758,118.023,0.6132,0.9824,113.5514,3.6922,28.1698,15.9478,7.4438,3.894,2.0351
837,837.0,0.0075,483.0,0.221,14.72,-5517.75,1.986,52.9721,8.1343,85.3881,8.3179,0.0569,3.3792,50.2928,64.2195,120.1074,0.8964,0.7698,140.3226,2.1021,72.6431,7.6248,6.4488,3.3175,1.7901
838,838.0,0.0053,453.0,0.218,21.37,-5122.5,1.9937,32.2895,8.1451,84.361,8.8624,0.0764,2.0694,50.8411,64.6702,118.3086,0.5007,0.5418,70.7528,2.0277,48.5912,9.5007,8.3174,2.4961,1.3573
839,839.0,0.011,420.0,0.597,16.68,-6469.5,1.872,80.5603,9.8764,85.0449,8.5003,0.1734,3.0599,50.428,64.4113,118.2436,1.1882,1.1304,82.4427,5.6895,79.5326,12.8395,4.3,3.7983,2.0444
840,840.0,0.0108,197.0,0.214,17.23,-5085.75,2.0017,21.2827,9.0199,83.7568,8.2981,0.0684,1.8617,50.628,64.638,119.9514,0.4365,1.1074,71.4462,2.0229,27.6967,6.4972,4.9589,2.9485,1.5631
841,841.0,0.0112,1985.0,0.185,13.13,-4764.0,1.9905,30.2213,8.4021,84.8949,8.3588,0.0613,3.0368,50.3833,64.4228,120.3726,0.4361,1.1482,86.9888,1.7751,77.8391,5.1662,3.2753,3.7983,2.0444
842,842.0,0.0094,598.0,0.393,22.23,-5195.75,2.0032,56.9028,8.5624,84.9173,9.131,0.1191,1.0154,50.0942,64.3185,118.0202,0.4176,0.9597,44.7619,3.6823,14.5046,22.7578,5.9968,4.6475,2.5356
843,843.0,0.0089,959.0,0.26,16.9,-5569.75,1.9875,42.3476,8.3231,84.8949,8.3588,0.0825,2.2974,50.3833,64.4228,120.3726,0.4973,0.9103,140.9323,2.4699,52.9011,5.9574,7.1863,2.3039,1.2415
