,Unnamed: 0,F153,F159,F198,F200,F201,F21,F26,F272,F319,F32,F33,F334,F34,F35,F39,F426,F439,F470,F471,F474,F476,F495,F524
739,739.0,0.0093,651.0,1.198,14.75,13.29,-6351.25,1.8832,58.5437,6.9509,85.1099,8.4855,0.3234,50.3507,64.3211,118.3248,0.958,60.8362,11.7676,23.1076,56.9228,20.2672,3.6799,2.981
740,740.0,0.0104,982.0,0.272,14.18,8.45,-5532.5,2.0198,37.4067,6.6444,84.5303,8.2638,0.0958,50.4559,64.3628,119.6408,1.0674,92.3269,2.6044,5.9438,33.5072,16.9441,7.5195,3.2566
741,741.0,0.0094,524.0,0.307,16.47,2.68,-6375.75,1.8905,43.4257,6.8956,84.0746,9.3335,0.1096,50.4357,64.3729,118.0092,0.9649,34.8033,2.9434,4.2815,14.9985,5.4672,8.0155,3.7256
742,742.0,0.0111,481.0,0.551,14.27,16.34,-5428.75,1.9703,42.2789,7.0038,84.2629,8.2823,0.1572,50.235,64.2171,119.8028,1.143,58.0824,5.3703,25.5228,76.1881,24.7443,12.5212,4.7633
743,743.0,0.01,920.0,0.239,14.33,5.89,-5685.0,2.0183,37.9938,6.4903,85.2679,8.4896,0.0869,50.3505,64.3145,118.3644,1.0263,89.8167,2.2635,5.3504,25.3405,13.751,5.4275,3.999
744,744.0,0.0118,714.0,0.407,11.67,7.79,-5464.75,1.9865,25.9598,6.573,84.7188,8.7073,0.1163,50.2823,64.6813,118.294,1.2209,40.9091,3.8543,6.4129,20.8556,14.1657,6.0532,6.9553
745,745.0,0.0125,775.0,1.257,16.67,17.5,-5539.5,2.0,7.7936,6.9748,84.2629,8.2823,0.3421,50.235,64.2171,119.8028,1.2856,104.6067,12.2951,25.3819,64.0474,24.1626,5.9839,5.2709
746,746.0,0.0044,378.0,0.569,19.87,15.77,-5458.75,1.9968,81.1884,6.4831,84.5303,8.2638,0.1415,50.4559,64.3628,119.6408,0.4517,182.0555,5.5181,25.5035,86.4042,33.5206,5.296,5.0548
747,747.0,0.0099,275.0,0.358,18.05,6.64,-5452.75,2.007,75.5785,9.9174,85.513,8.7932,0.1213,50.3159,64.0127,118.9228,1.0177,45.5918,3.3579,9.4971,37.8343,13.7353,5.9762,3.0512
748,748.0,0.0095,1043.0,0.427,10.0,3.98,-5623.0,1.9835,60.4342,6.6198,85.0066,9.6938,0.1213,50.366,64.2263,118.0446,0.9716,69.2308,4.0611,7.3416,19.6056,16.6968,4.2182,3.2305
749,749.0,0.0112,345.0,0.371,15.92,6.33,-5831.25,1.9908,54.629,6.2097,84.2629,8.2823,0.0971,50.235,64.2171,119.8028,1.158,60.8723,3.5445,4.2523,38.8381,13.1102,8.2443,1.7316
750,750.0,0.0047,1092.0,0.363,13.39,7.52,-5422.25,2.0063,21.2893,4.2933,84.2629,8.2823,0.1039,50.235,64.2171,119.8028,0.4796,100.5019,3.2105,9.709,55.1967,27.7082,6.8452,5.518
751,751.0,0.0088,966.0,0.613,21.19,5.5,-5618.75,1.9672,53.7128,9.806,83.8498,8.5889,0.1706,50.211,64.1402,119.2162,0.9017,97.9592,5.7726,10.7327,22.8233,11.3403,9.5926,7.9178
752,752.0,0.0179,894.0900973977377,0.561,16.56,3.46,-5624.399940386995,1.9419563868579137,37.5438,9.7985,85.6561,8.7144,0.1551,50.5124,64.0638,117.78,1.871,70.16125826320652,5.1902,8.8149,20.3164,13.0254,7.567,4.5348
753,753.0,0.006,468.0,1.121,18.57,13.37,-6482.75,1.873,11.2795,6.8521,85.0513,9.1156,0.3094,50.5031,63.9509,117.643,0.6124,49.9705,10.7761,27.0378,61.8302,17.0781,6.778,4.7753
754,754.0,0.0175,549.0,0.384,7.45,3.42,-5789.75,2.0105,22.1611,6.6134,85.3825,9.7324,0.1181,50.3716,64.2442,118.0668,1.8238,100.9053,3.6083,7.1736,21.7759,20.99,3.7155,4.9728
755,755.0,0.0053,385.0,0.41,11.31,3.08,-5273.0,2.0045,14.6867,6.6419,86.2857,8.5855,0.126,50.3174,63.9733,118.8308,0.5445,73.4606,3.879,8.0657,15.3514,9.77,4.7185,2.9369
756,756.0,0.0057,470.0,0.261,15.89,6.82,-6549.25,1.8915,23.004,6.5591,85.7833,8.7696,0.0784,50.124,63.7482,118.7706,0.5838,58.0986,2.4829,5.0826,34.1157,13.3074,5.3349,7.818
757,757.0,0.0049,684.0,0.373,22.91,2.53,-5469.5,1.9703,7.263,9.745,83.8498,8.5889,0.1173,50.211,64.1402,119.2162,0.4996,80.109,3.5212,8.1554,18.8505,11.982,5.5918,3.2738
758,758.0,0.0054,1163.0,1.305,19.06,10.6,-5248.25,1.972,55.2428,6.9642,84.1896,8.8519,0.3671,50.1963,64.6928,118.031,0.5554,55.5066,12.6922,22.7424,42.4433,18.6398,5.9729,5.799
759,759.0,0.0069,195.0,0.648,17.75,24.06,-6364.75,1.8693,17.8733,16.9271,85.4449,9.22,0.177,50.5573,64.0559,117.628,0.7033,35.4772,6.2117,25.7089,131.6493,15.619,7.9182,6.1654
760,760.0,0.0065,1367.0,0.344,15.61,16.77,-5410.75,1.9772,18.5141,7.0269,83.6264,8.3006,0.0891,50.3196,64.2059,119.8088,0.6593,96.1933,3.2644,29.4545,61.6611,13.0728,5.0138,2.998
761,761.0,0.0048,604.0,0.576,17.31,14.37,-5428.5,1.9985,23.2854,7.1994,85.0066,9.6938,0.1642,50.366,64.2263,118.0446,0.4919,70.512,5.5638,27.0526,68.6271,33.1053,4.2182,6.1369
762,762.0,0.0061,739.0,0.296,19.5,4.34,-5467.75,1.9417,23.126,10.6622,83.6264,8.3006,0.075,50.3196,64.2059,119.8088,0.6276,137.7682,2.8594,9.0863,23.1496,10.0327,6.9268,2.8606
763,763.0,0.0052,2775.0,0.813,15.16,11.04,-6285.0,2.035,40.3414,7.2948,83.6264,8.3006,0.2321,50.3196,64.2059,119.8088,0.5342,138.4615,7.8475,21.0201,39.0828,25.7507,6.8111,7.2268
764,764.0,0.0101,821.0,0.412,11.24,5.73,-5342.5,2.023,14.1289,11.0172,83.6264,8.3006,0.1102,50.3196,64.2059,119.8088,1.0392,58.3153,3.9957,9.1618,27.1997,7.355,7.1676,3.6497
765,765.0,0.0114,542.0,0.468,19.1,6.48,-6489.25,1.8913,15.0783,9.2417,84.7188,8.7073,0.1419,50.2823,64.6813,118.294,1.1737,76.0479,4.3333,7.9054,33.9799,7.4737,7.5516,7.5883
766,766.0,0.0055,2737.0,0.571,15.46,11.67,-5098.25,1.9892,26.9371,6.964,85.4656,8.5407,0.1472,50.3651,64.2771,119.5174,0.5645,69.7724,5.4922,22.5187,53.6157,13.4306,4.4782,4.5584
767,767.0,0.0117,1837.0,0.21,16.04,8.67,-6301.5,2.0265,57.4308,6.4248,84.5303,8.2638,0.0551,50.4559,64.3628,119.6408,1.2046,549.4949,1.9581,4.8806,35.2619,10.6164,7.5516,1.9222
768,768.0,0.0058,690.0,0.222,13.07,6.52,-5570.25,1.959,34.3654,6.2969,83.779,8.3006,0.0689,50.3635,64.3058,119.7496,0.5882,109.4262,2.0617,5.3942,32.5719,7.7982,7.994,3.8265
769,769.0,0.0109,3477.0,0.413,17.78,2.16,-5636.75,1.9775,53.2161,10.0129,85.8807,9.754,0.1229,50.2775,63.9959,118.0116,1.1178,132.7569,3.8195,8.4157,11.7501,6.72,3.4975,5.7074
770,770.0,0.0056,410.0,0.226,15.12,16.78,-5714.25,1.974,26.6882,7.1224,85.0449,8.5003,0.076,50.428,64.4113,118.2436,0.5657,118.9689,2.1884,24.7721,68.6247,20.6277,5.0982,5.9707
771,771.0,0.0103,425.0,0.215,18.2,7.46,-5801.25,1.9623,34.3472,6.6697,83.8498,8.5889,0.0689,50.211,64.1402,119.2162,1.0562,141.8564,2.033,4.2886,32.5334,14.57,6.0532,5.2038
772,772.0,0.0059,634.0,0.246,11.6,6.92,-5183.0,1.9922,38.6811,6.1341,83.6264,8.3006,0.0815,50.3196,64.2059,119.8088,0.6009,101.2257,2.3221,3.3629,41.61,19.2109,7.6051,3.7003
773,773.0,0.0085,2456.0,0.264,13.72,6.54,-4858.25,1.97,21.2366,6.108,83.6583,8.5596,0.0874,50.3882,64.4017,119.4242,0.871,76.9115,2.5265,4.4575,51.824,50.8772,7.0696,6.2482
774,774.0,0.0067,655.0,0.324,20.2,3.68,-5218.25,1.945,43.2338,5.939,84.8937,8.6074,0.0885,50.3191,64.2041,119.1106,0.6856,66.9244,3.0898,7.3755,28.4192,30.4239,6.0447,3.1415
775,775.0,0.0056,74.0,0.811,21.57,5.99,-5520.25,2.0023,25.8181,11.127,83.6264,8.3006,0.2271,50.3196,64.2059,119.8088,0.571,81.383,7.8462,8.6841,20.7721,17.8643,6.6841,6.1941
776,776.0,0.0079,249.0,0.09,12.04,5.51,-5408.25,1.9758,27.7324,5.9176,86.1155,8.5801,0.0282,50.294,64.0748,119.2266,0.808,89.0279,0.8325,4.4555,27.4138,15.3125,5.0765,2.005
777,777.0,0.0168,1357.0,0.339,10.91,4.69,-5160.0,2.003,30.868,5.9782,85.3881,8.3179,0.1025,50.2928,64.2195,120.1074,1.7504,91.3454,3.1336,8.6807,23.1866,12.6413,6.6841,3.273
778,778.0,0.0125,1465.0,1.195,27.38,20.49,-5116.5,2.006,69.7115,10.3704,83.8498,8.5889,0.3499,50.211,64.1402,119.2162,1.2793,113.4267,11.479,31.8862,85.2271,29.0179,6.4534,2.9381
779,779.0,0.0153,736.0,0.215,10.33,5.02,-5400.0,1.9848,36.6738,6.0493,85.3881,8.3179,0.0715,50.2928,64.2195,120.1074,1.5839,101.7391,2.016,3.9364,24.2857,7.0114,5.2408,7.7527
780,780.0,0.0092,775.0,0.267,11.21,5.28,-5763.0,1.9367,57.5701,6.3553,84.5303,8.2638,0.0829,50.4559,64.3628,119.6408,0.9418,107.0606,2.4961,8.1057,21.7343,14.2688,6.4497,2.929
781,781.0,0.0057,103.0,0.254,18.4,10.79,-5646.5,2.0248,34.0486,6.4576,86.1155,8.5801,0.0846,50.294,64.0748,119.2266,0.581,112.1984,2.4302,6.192,51.677,9.5467,8.6077,1.8345
782,782.0,0.0054,587.0,0.342,14.95,16.22,-5544.25,1.9905,32.7359,6.957,83.6264,8.3006,0.0959,50.3196,64.2059,119.8088,0.5536,90.0596,3.2976,22.853,65.4883,14.4386,7.1676,5.4175
783,783.0,0.0053,534.0,0.264,13.35,4.86,-5310.5,1.9758,37.956,5.7846,85.7059,8.2395,0.0861,50.344,64.1495,120.0346,0.54,57.1792,2.4714,7.221,24.0626,23.7372,4.5379,1.7819
784,784.0,0.0059,1029.0,0.252,22.15,5.04,-5377.25,1.9395,34.859,6.5735,84.8937,8.6074,0.0849,50.3191,64.2041,119.1106,0.6012,80.8018,2.43,5.0324,19.0231,21.8516,8.3723,3.1915
785,785.0,0.0089,1081.0,0.202,14.53,7.26,-5528.75,1.9955,13.9702,5.8949,85.3881,8.3179,0.0747,50.2928,64.2195,120.1074,0.9145,132.5479,1.8956,2.9014,43.6395,6.7869,6.5456,3.469
786,786.0,0.0067,658.0,0.309,11.3,4.42,-5275.0,1.9697,27.3319,6.3096,83.779,8.3006,0.1018,50.3635,64.3058,119.7496,0.6803,83.9416,2.877,4.5164,27.6178,8.6919,5.1444,5.8149
787,787.0,0.012,555.0,0.216,13.73,6.6,-5646.0,1.996,45.0277,5.9222,86.15,8.8424,0.0638,50.0752,64.326,117.8416,1.2414,117.1975,2.009,3.4268,48.4328,15.4819,5.1444,3.1553
788,788.0,0.0098,439.0,0.623,19.14,7.1,-6468.0,1.878,59.7472,6.6856,85.0449,8.5003,0.1762,50.428,64.4113,118.2436,1.0044,52.2581,6.1044,4.6959,31.669,45.5696,7.1116,7.1316
789,789.0,0.0104,349.0,0.385,22.89,5.07,-5645.75,1.976,39.8354,7.9092,84.5987,8.8836,0.1245,50.0944,63.7488,117.878,1.0704,65.1287,3.6186,3.9607,38.0619,15.2248,4.7502,7.202
790,790.0,0.0086,2381.0,0.226,5.48,3.73,-4675.25,1.991,14.9325,5.967,85.3881,8.3179,0.0796,50.2928,64.2195,120.1074,0.883,62.2556,2.1253,5.1349,39.821,6.9132,8.1327,1.8138
791,791.0,0.0131,534.0,0.274,11.76,2.6,-5335.5,1.966,19.3865,6.012,84.5303,8.2638,0.0853,50.4559,64.3628,119.6408,1.3515,120.0684,2.5657,7.6197,15.9213,7.6745,6.9268,3.9088
792,792.0,0.0103,763.0,0.238,9.37,4.4,-5197.5,2.0048,29.9811,6.3283,83.6583,8.5596,0.0812,50.3882,64.4017,119.4242,1.0606,76.2174,2.2392,6.8212,18.0032,12.7291,7.6039,2.7792
793,793.0,0.0122,835.0,0.353,11.36,4.83,-5892.25,1.992,29.2287,6.0841,83.779,8.3006,0.0994,50.3635,64.3058,119.7496,1.256,71.9758,3.295,3.9167,27.5934,6.6625,9.7492,2.6891
794,794.0,0.0113,355.0,0.177,13.08,6.88,-5322.25,2.0217,46.8977,6.0937,86.1155,8.5801,0.0619,50.294,64.0748,119.2266,1.1589,97.0536,1.6389,4.9956,29.3971,12.1952,7.7958,6.1213
795,795.0,0.0091,312.0,0.612,19.98,22.46,-5536.5,1.9648,45.3547,10.1622,84.8937,8.6074,0.1862,50.3191,64.2041,119.1106,0.9338,53.2676,5.7994,31.0456,97.248,18.5219,7.4438,3.05
796,796.0,0.0064,537.0,0.362,18.1,8.27,-5393.5,1.9743,63.3155,11.0498,85.8807,9.754,0.1102,50.2775,63.9959,118.0116,0.6533,103.391,3.5392,6.8461,26.1313,12.1537,4.6333,4.2823
797,797.0,0.0143,644.0,0.971,29.12,23.55,-5545.25,1.9892,19.2222,10.3188,84.7188,8.7073,0.2866,50.2823,64.6813,118.294,1.4776,70.0515,9.1889,31.8442,101.9313,18.7123,6.4534,2.9974
798,798.0,0.0089,2446.0,0.749,24.29,22.04,-6002.0,1.988,25.5736,10.0551,84.7188,8.7073,0.2159,50.2823,64.6813,118.294,0.9105,69.9531,7.0326,30.4733,97.8195,20.7221,10.2077,7.7927
799,799.0,0.0118,2371.0,0.24,15.97,6.18,-6313.5,2.01,22.3449,6.0872,84.7646,8.5862,0.0703,50.4865,64.3404,118.3002,1.2156,46.044,2.2345,3.7333,29.5623,12.493,3.7126,6.1436
800,800.0,0.0196,5054.0,0.273,16.06,3.73,-1263.5,0.4138,28.1407,6.369,84.9737,8.441,0.083,50.365,64.3579,118.4008,2.0504,42.7197,2.6137,5.9329,33.0194,20.2105,6.3269,5.5349
801,801.0,0.0071,1407.0,0.42,15.8,3.5,-5512.0,2.0202,19.5196,10.5805,85.513,8.7932,0.105,50.3159,64.0127,118.9228,0.7272,61.6569,3.9935,8.8256,17.7709,40.6686,7.0152,6.6283
802,802.0,0.0131,3193.0,1.12,19.56,7.64,-4386.0,1.9633,30.3186,8.6052,83.8148,8.572,0.3029,50.3314,64.2616,119.2172,1.3535,113.6159,10.7648,6.6106,37.8746,9.3246,6.0478,6.8775
803,803.0,0.0189,159.0,0.272,18.14,5.92,-5371.25,1.958,55.1954,8.7815,84.969,8.3331,0.0954,50.3536,64.2455,118.8616,1.9706,88.5246,2.5926,5.7203,29.55,12.9532,6.8452,7.6564
804,804.0,0.0182,1234.0,0.27,14.35,4.97,-5553.0,1.956,44.9719,6.1361,83.779,8.3006,0.088,50.3635,64.3058,119.7496,1.8965,75.6739,2.5883,3.828,28.5205,27.408,7.5297,5.1466
805,805.0,0.0089,773.0,0.421,18.44,6.76,-5352.25,1.9775,32.3343,10.7285,84.7646,8.5862,0.1224,50.4865,64.3404,118.3002,0.9147,96.9783,4.1047,6.8991,23.1097,11.6439,5.5979,2.7208
806,806.0,0.0057,1086.0,0.143,10.01,6.89,-5472.0,1.9912,51.1465,8.8093,83.7568,8.2981,0.0508,50.628,64.638,119.9514,0.5844,90.8157,1.3612,5.7293,61.8163,4.6368,11.0934,4.9617
807,807.0,0.0111,945.0,0.363,10.76,4.16,-5611.75,1.9665,67.7961,6.2891,85.4656,8.5407,0.1183,50.3651,64.2771,119.5174,1.1443,107.1429,3.3945,6.4223,18.1984,22.9592,7.694,7.3843
808,808.0,0.012,681.0,0.612,16.38,15.56,-5456.75,1.9937,32.723,10.6434,84.969,8.3331,0.201,50.3536,64.2455,118.8616,1.2395,55.618,5.8499,25.4158,77.8232,21.1343,5.091,6.6341
809,809.0,0.0103,2604.0,0.393,17.68,17.21,-5196.75,2.019,45.6014,10.4235,84.5303,8.2638,0.117,50.4559,64.3628,119.6408,1.0551,122.4365,3.9073,20.8718,80.5978,16.8748,7.205,4.4243
810,810.0,0.0129,1174.0,0.515,20.96,20.99,-5612.5,2.0057,24.0614,10.5785,84.3947,8.897,0.1572,50.142,64.5666,118.181,1.3328,57.3529,4.9036,30.7812,87.3818,18.2131,5.091,3.2544
811,811.0,0.0073,1977.0,0.191,11.8,5.12,-5867.0,1.968,70.5547,6.3107,85.7059,8.2395,0.0629,50.344,64.1495,120.0346,0.7458,90.5582,1.7811,2.592,33.7377,8.9856,9.455,4.6724
812,812.0,0.0119,1401.0,0.246,11.64,6.35,-5143.5,1.9642,29.0933,6.1453,85.7059,8.2395,0.0732,50.344,64.1495,120.0346,1.2219,54.2838,2.3411,4.5255,39.5341,8.6745,8.7106,3.0334
813,813.0,0.0118,1433.0,0.257,12.6,1.75,-5611.75,2.014,20.8294,6.3851,85.7059,8.2395,0.0786,50.344,64.1495,120.0346,1.2146,60.5505,2.4084,6.4885,22.0208,14.2523,4.5379,6.0664
814,814.0,0.0127,322.0,0.5515740414184623,17.38991078314721,7.494243108068142,-6616.0,1.8923,50.1698,8.669,84.7348,8.6706,0.16831919716301685,49.9566,64.5635,118.1992,1.3015,30.0185,5.365293933009334,9.686707044923768,36.634569664852954,21.045013240978466,6.4165,4.2968
815,815.0,0.0145,546.0,0.313,19.61,3.85,-5495.0,1.9932,23.9919,10.6248,85.3881,8.3179,0.101,50.2928,64.2195,120.1074,1.5019,128.0214,3.0185,9.8345,14.2902,7.0592,6.0837,6.979
816,816.0,0.0101,288.0,0.176,12.39,5.46,-5370.0,1.9463,33.4052,6.2216,85.7059,8.2395,0.0627,50.344,64.1495,120.0346,1.033,104.0816,1.6411,4.3663,28.732,10.23,6.9516,4.753
817,817.0,0.0178,516.0,0.28,17.18,4.64,-5549.5,1.9675,55.2735,6.2908,83.779,8.3006,0.1013,50.3635,64.3058,119.7496,1.8588,111.6225,2.6289,4.7407,36.6839,8.3808,9.7492,7.6011
818,818.0,0.0065,348.0,0.344,12.97,6.41,-6417.75,1.8725,54.9412,8.2623,85.0449,8.5003,0.1109,50.428,64.4113,118.2436,0.6667,50.501,3.3333,7.9562,28.3071,23.9592,5.424,6.4429
819,819.0,0.011,811.0,0.312,21.8,4.35,-5440.25,1.9525,60.4804,8.1796,86.3826,8.3273,0.0948,50.3556,64.2252,119.1824,1.1259,103.2621,2.9423,3.1244,29.682,6.0786,4.5393,6.5884
820,820.0,0.0089,2460.0,0.319,12.05,2.88,-5563.5,1.9648,27.1976,6.0307,85.7243,8.3542,0.096,50.2105,63.9862,119.8178,0.9075,59.7536,3.0049,6.3103,24.2698,7.534,5.5979,7.1283
821,821.0,0.0055,341.0,0.299,24.19,9.57,-5470.25,1.986,28.5361,8.0674,85.4438,8.4278,0.0844,50.286,64.332,117.8352,0.5571,181.4516,2.7898,6.0874,48.1438,19.2168,8.7888,2.135
822,822.0,0.0137,543.0,0.401,17.68,6.21,-5411.75,1.988,48.043,6.2425,87.1883,9.0145,0.1035,50.0471,64.1861,118.2592,1.4106,116.1092,3.9087,4.4751,24.543,22.491,6.8858,4.2071
823,823.0,0.0093,1110.0,0.336,11.4,4.0,-5762.75,1.9748,55.0849,6.3835,85.7243,8.3542,0.0997,50.2105,63.9862,119.8178,0.9534,85.4545,3.1887,4.6765,33.4115,34.2688,5.1686,3.5409
824,824.0,0.0058,587.0,0.204,22.34,4.9,-5585.25,2.0025,35.9009,8.5692,84.8949,8.3588,0.0621,50.3833,64.4228,120.3726,0.589,78.1638,1.9298,7.2316,48.2063,13.5863,7.6063,2.9493
825,825.0,0.0124,1663.0,0.449,19.92,7.01,-5753.5,2.0227,26.0107,6.2941,87.1883,9.0145,0.1303,50.0471,64.1861,118.2592,1.2782,40.1238,4.274,7.1479,40.1204,10.8948,7.0696,4.5159
826,826.0,0.0056,3204.0,0.255,11.75,4.69,-4961.25,1.9948,53.246,6.1545,83.5811,8.6068,0.0762,50.6355,64.6913,118.2942,0.5683,50.1493,2.4251,7.0428,25.7454,8.7411,10.1177,7.3169
827,827.0,0.0108,816.0,0.317,24.95,6.68,-5505.5,2.01,44.8325,7.6934,83.8148,8.572,0.0935,50.3314,64.2616,119.2172,1.1092,65.4676,2.9776,5.8447,51.3674,15.051,6.318,2.9452
828,828.0,0.0134,385.0,0.6,17.79,4.25,-5592.75,2.0313,67.1485,8.6784,84.5551,9.9964,0.1744,50.4757,64.3827,118.022,1.3867,109.2444,5.9309,5.4828,18.9684,31.9021,3.9079,3.323
829,829.0,0.0135,903.0,0.307,14.6,4.47,-5578.75,2.0383,11.3322,6.0145,84.9173,9.131,0.1028,50.0942,64.3185,118.0202,1.3943,125.2123,2.8877,4.9469,24.8129,8.3818,6.0447,7.4239
830,830.0,0.0134,461.0,0.377,22.17,4.48,-5349.75,1.986,58.1409,8.222,83.6583,8.5596,0.1372,50.3882,64.4017,119.4242,1.384,161.1354,3.579,4.5473,31.1496,7.3233,8.6077,4.0788
831,831.0,0.0122,1049.0,0.269,19.29,4.84,-5714.25,2.011,33.1309,9.7021,86.1155,8.5801,0.0769,50.294,64.0748,119.2266,1.2535,68.0054,2.4629,7.2209,14.8947,7.8031,8.6077,5.3171
832,832.0,0.009,526.0,0.133,19.07,7.85,-5538.0,1.9743,61.8228,8.5462,83.7568,8.2981,0.0383,50.628,64.638,119.9514,0.9215,647.8827,1.2529,6.803,68.2893,6.1643,7.6063,4.4839
833,833.0,0.0122,390.0,0.33,22.12,5.74,-5466.75,1.971,27.4457,8.0433,83.8148,8.572,0.1045,50.3314,64.2616,119.2172,1.2483,83.6066,3.0738,4.5454,32.8002,6.332,3.6933,4.4912
834,834.0,0.0166,282.0,0.227,24.36,9.34,-6397.75,1.8798,53.0849,8.8326,86.6785,9.0121,0.0726,50.5767,64.0904,117.6884,1.7231,72.5894,2.1164,7.2289,59.359,19.4614,7.5262,3.9199
835,835.0,0.0064,551.0,0.384,16.65,6.65,-5515.5,1.9798,25.139,8.1636,84.361,8.8624,0.1211,50.8411,64.6702,118.3086,0.655,111.1579,3.6429,6.0961,45.7231,12.3268,3.8587,2.8032
836,836.0,0.0096,284.0,0.387,22.58,6.21,-5617.5,1.9943,16.4574,8.9723,84.525,8.7932,0.1289,50.1146,63.7758,118.023,0.9824,113.5514,3.6922,8.7594,28.1698,15.9478,7.4438,3.6879
837,837.0,0.0075,483.0,0.221,14.72,11.76,-5517.75,1.986,52.9721,8.1343,85.3881,8.3179,0.0569,50.2928,64.2195,120.1074,0.7698,140.3226,2.1021,8.702,72.6431,7.6248,6.4488,4.6779
838,838.0,0.0053,453.0,0.218,21.37,6.37,-5122.5,1.9937,32.2895,8.1451,84.361,8.8624,0.0764,50.8411,64.6702,118.3086,0.5418,70.7528,2.0277,6.4761,48.5912,9.5007,8.3174,2.9233
839,839.0,0.011,420.0,0.597,16.68,11.24,-6469.5,1.872,80.5603,9.8764,85.0449,8.5003,0.1734,50.428,64.4113,118.2436,1.1304,82.4427,5.6895,23.3533,79.5326,12.8395,4.3,6.8724
840,840.0,0.0108,197.0,0.214,17.23,5.09,-5085.75,2.0017,21.2827,9.0199,83.7568,8.2981,0.0684,50.628,64.638,119.9514,1.1074,71.4462,2.0229,5.6738,27.6967,6.4972,4.9589,2.6556
841,841.0,0.0112,1985.0,0.185,13.13,9.49,-4764.0,1.9905,30.2213,8.4021,84.8949,8.3588,0.0613,50.3833,64.4228,120.3726,1.1482,86.9888,1.7751,7.4248,77.8391,5.1662,3.2753,2.6923
842,842.0,0.0094,598.0,0.393,22.23,3.05,-5195.75,2.0032,56.9028,8.5624,84.9173,9.131,0.1191,50.0942,64.3185,118.0202,0.9597,44.7619,3.6823,5.0807,14.5046,22.7578,5.9968,2.5148
843,843.0,0.0089,959.0,0.26,16.9,7.57,-5569.75,1.9875,42.3476,8.3231,84.8949,8.3588,0.0825,50.3833,64.4228,120.3726,0.9103,140.9323,2.4699,7.0397,52.9011,5.9574,7.1863,3.0136
844,844.0,0.0073,1042.0,0.337,13.8,3.28,-5644.0,1.9913,17.2445,6.2164,85.4656,8.5407,0.097,50.3651,64.2771,119.5174,0.7498,84.1004,3.1798,6.1455,24.4585,5.2175,6.4446,6.6936
845,845.0,0.006,732.0,0.506,21.8,20.17,-5250.75,1.959,26.7691,10.2987,85.7059,8.2395,0.1641,50.344,64.1495,120.0346,0.6101,104.0053,4.8142,30.6162,87.569,12.4876,4.5379,5.4484
846,846.0,0.0057,960.0,0.5553727554349509,18.29411460233741,7.624993288978832,-5334.75,2.0232,39.0038,8.7444,84.9173,9.131,0.16668943428468624,50.0942,64.3185,118.0202,0.5788,74.7533,5.366648787834627,10.464775780702627,37.067065392401254,19.930838380262074,11.6294,7.247
847,847.0,0.0076,583.0,0.155,22.3,6.2,-5209.0,2.0032,23.1211,8.4411,83.7179,8.7015,0.0486,50.6219,64.4228,118.504,0.7847,65.9302,1.4453,4.8896,37.0106,21.8506,9.4119,7.2167
848,848.0,0.0169,626.0,0.49,15.9,6.34,-5392.5,1.9955,64.8731,7.9145,84.3084,8.3591,0.1311,50.3996,64.5242,117.9356,1.7646,81.2849,4.6864,6.3996,41.3475,13.441,7.205,10.4816
849,849.0,0.0162,760.0,0.331,24.81,9.4,-5494.75,1.9995,28.1703,8.3194,85.4438,8.4278,0.1023,50.286,64.332,117.8352,1.6864,130.2376,3.1084,7.1881,45.6973,17.6266,8.0595,1.4575
850,850.0,0.0104,261.0,0.234,18.66,5.2,-5436.25,1.9892,74.4781,8.4681,85.4438,8.4278,0.0787,50.286,64.332,117.8352,1.0654,113.2867,2.1976,6.2231,26.0216,9.601,7.8972,7.7421
851,851.0,0.0118,364.0,0.31,14.9,5.55,-5472.0,1.9957,25.1756,9.2152,85.5246,8.2832,0.1073,50.4619,64.482,118.0946,1.2161,58.5185,2.9392,5.9405,20.7704,37.199,5.3406,3.9286
852,852.0,0.0083,373.0,0.764,17.16,14.86,-5481.75,2.009,8.0997,9.9554,84.8949,8.3588,0.216,50.3833,64.4228,120.3726,0.8488,56.1276,7.3164,25.0875,72.6259,15.9217,9.4119,2.6807
853,853.0,0.006,474.0,0.224,16.9,4.36,-5261.0,1.972,71.1812,8.5071,84.5951,8.58,0.0741,50.6848,64.4791,118.426,0.6101,29.6129,2.1064,5.3175,30.2317,26.7526,7.4188,4.7708
854,854.0,0.0188,161.0,0.35,17.12,5.72,-6465.0,1.87,58.5406,6.2725,85.0449,8.5003,0.1189,50.428,64.4113,118.2436,1.9681,38.8854,3.3665,6.8429,38.0703,27.67,8.2939,7.0979
855,855.0,0.0107,2088.0,0.313,14.42,3.25,-5685.0,2.025,50.2825,7.8081,83.7568,8.2981,0.0826,50.628,64.638,119.9514,1.1055,95.6083,2.8666,4.2793,25.6908,7.6266,11.0934,4.9409
856,856.0,0.0163,451.0,1.576,22.0,12.03,-6413.25,1.8985,32.5576,6.5239,103.1082,23.1583,0.4539,57.7421,74.8511,127.3944,1.694,60.2813,14.8775,25.4789,52.7519,18.8327,8.6191,7.8737
857,857.0,0.0099,336.0,0.317,23.28,3.48,-6515.25,1.866,50.1526,8.7998,86.6785,9.0121,0.0927,50.5767,64.0904,117.6884,1.0165,43.2532,2.9662,5.288,32.6438,14.906,5.6775,4.4957
