,Unnamed: 0,F140,F152,F153,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F252,F26,F272,F273,F287,F319,F32,F321,F33,F334,F337,F34,F342,F347,F35,F39,F390,F411,F413,F425,F426,F439,F457,F459,F46,F470,F471,F474,F476,F478,F495,F524,F574,F576,F577,F74
911,911.0,0.1099,0.4981,0.0045,479.0,9.7386,5.98,18.66,0.996,19.97,5.75,0.0,0.0,-6471.25,3.9912,1.8785,69.7519,18.447,0.141,9.1965,86.0222,1.8022,9.2016,0.2803,1.8876,50.5239,0.0,0.0,64.0447,118.1136,1.1568,2.2841,8.2539,5.1149,0.4547,25.9136,4.099,2.931,733.772,9.6287,14.0216,19.2654,34.5633,0.0,6.3812,6.7481,3.2617,1.872,9.3821,0.0
912,912.0,0.5996,0.4185,0.0088,961.0,9.8406,4.59,16.22,0.563,23.84,5.97,0.0,0.0,-5335.0,3.4003,1.991,36.9956,30.8411,0.1267,8.34,85.5485,1.4866,8.8548,0.1589,1.8836,50.1588,0.0,0.0,63.7216,117.9246,0.9613,4.3569,56.0401,4.2527,0.9037,112.312,3.2329,2.5931,722.5029,5.3532,7.9988,58.1033,31.6006,0.0,7.5702,6.0948,3.7567,2.0487,19.6759,0.0
913,913.0,0.116,0.53,0.0049,461.0,9.5592,5.48,14.23,0.253,14.8,2.79,0.0,0.0,-5613.0,2.2767,1.9973,36.2777,18.7695,0.1574,8.9656,84.0397,1.8356,9.1287,0.0652,0.7281,50.5501,0.0,0.0,64.215,118.1158,0.7843,2.5761,8.386,5.5446,0.498,91.133,3.7017,2.2491,726.0629,2.4189,6.2576,14.0551,32.0514,0.0,7.866,4.0597,4.0477,2.2071,10.5023,0.0
914,914.0,0.3968,1.0866,0.0144,533.0,9.0489,2.56,21.98,0.477,25.54,6.5,0.0,0.0,-5459.0,1.3792,1.9908,38.0896,20.7968,0.3171,8.7436,84.4061,0.846,8.6772,0.1636,1.9368,50.4095,0.0,0.0,64.2376,118.542,0.4376,2.9393,17.9787,12.0086,1.4921,50.4425,1.7939,3.4779,728.7911,4.5906,7.5685,41.7914,26.636,0.0,8.3174,2.3494,3.0979,1.6245,13.283,0.0
915,915.0,0.0513,0.4554,0.0106,649.0,10.1233,5.9,18.65,0.29,22.48,12.64,0.0,0.0,-5398.5,3.1878,1.9863,37.7701,19.3932,0.1376,6.8312,85.3967,1.8636,8.7635,0.0888,3.7688,50.5973,0.0,0.0,64.0427,117.9192,0.833,2.5343,5.928,4.4985,1.0896,66.0961,4.272,2.9899,721.5574,2.7967,6.4301,53.8631,11.5614,0.0,5.0701,5.2709,3.3601,1.9065,15.9889,0.0
916,916.0,0.0513,0.4057,0.0142,410.0,10.1078,4.97,16.13,0.261,20.77,8.79,0.0,0.0,-5012.75,1.6098,1.974,70.9617,19.3932,0.1253,7.3783,85.3967,1.5551,8.7635,0.0829,2.9035,50.5973,0.0,0.0,64.0427,117.9192,0.5466,2.5343,5.928,4.0133,1.4588,95.1266,3.5298,2.5894,718.5383,2.5018,6.3279,39.2581,13.0573,0.0,3.8216,2.9091,2.9407,1.6438,19.7842,0.0
917,917.0,0.0513,0.4442,0.0102,1292.0,10.1653,7.38,18.16,0.39,21.31,3.91,0.0,0.0,-5248.25,1.6022,2.036,72.2468,19.3932,0.136,9.6453,85.3967,2.0004,8.7635,0.1106,1.1606,50.5973,0.0,0.0,64.0427,117.9192,0.5064,2.5343,5.928,4.37,1.0448,58.9258,5.4939,2.9008,731.4563,3.733,12.4827,22.2626,13.97,0.0,5.3572,2.913,2.0635,1.1851,13.1553,0.0
918,918.0,0.0513,0.4148,0.0127,778.0,10.115,7.77,17.16,0.116,17.71,10.02,0.0,0.0,-5658.25,4.2339,2.014,35.7175,19.3932,0.1248,7.1902,85.3967,2.0951,8.7635,0.0348,2.7574,50.5973,0.0,0.0,64.0427,117.9192,1.229,2.5343,5.928,4.1007,1.3047,54.6358,5.5338,2.7618,716.7507,1.1119,4.6081,47.6335,14.6788,0.0,7.2748,6.9087,2.0635,1.1851,13.1553,0.0
919,919.0,0.5405,0.5782,0.0095,403.0,9.4421,4.67,19.87,0.267,19.89,3.34,0.0,0.0,-5604.5,4.7377,1.985,19.0938,20.4826,0.1662,8.3691,84.4061,1.305,8.6772,0.0801,0.9704,50.4095,0.0,0.0,64.2376,118.542,1.3186,2.9528,46.7235,6.1238,0.9771,43.4112,3.2119,3.1864,717.0695,2.5047,5.7679,33.121,13.0975,0.0,6.162,7.987,2.0931,1.0708,15.2286,0.0
920,920.0,-28.430751482625965,0.4059,0.0067,470.0,9.8593,5.43,21.11,0.626,20.11,3.66,0.0,0.0,-5494.75,1.6795,2.0035,44.7405,20.169751556186192,0.1266,9.6255,86.1155,1.6319,8.5801,0.1756,1.2995,50.294,0.0,0.0,64.0748,119.2266,0.5107,2.5592267203680805,22.993450659788493,4.1171,0.6837,54.8409,3.7523,3.3722,722.0483,5.9019,34.5703,120.6696,19.9339,0.0,5.1072,2.8894,2.3039,1.2415,14.985,0.0
921,921.0,0.0891,0.5049,0.0107,541.0,10.2256,6.41,21.11,1.273,23.21,8.64,0.0,0.0,-5549.25,1.5975,2.0017,32.5262,21.6104,0.146,9.5394,86.238,2.193,8.287,0.3675,2.2865,50.7216,0.0,0.0,64.1468,116.1914,0.5219,2.9576,11.7359,4.9374,1.0947,77.4793,4.6359,3.3436,734.1837,12.2301,16.567,25.2045,19.0523,0.0,8.5169,2.89,2.6198,1.5125,8.6853,0.0
922,922.0,0.4698,0.1756,0.0114,854.0,10.0038,4.85,17.38,0.189,19.43,2.91,0.0,0.0,-5370.75,3.8327,2.0045,22.2595,16.653,0.0613,8.2177,83.5182,1.5855,8.6149,0.0497,0.9605,50.3917,0.0,0.0,64.2488,118.0712,1.0547,2.0604,23.8412,1.7551,1.1684,103.5666,3.3881,2.7987,716.0921,1.7681,4.3443,22.8708,7.7189,0.0,10.162,6.5578,3.7567,2.0487,19.6759,0.0
923,923.0,5028.292962245167,0.45,0.0207,689.0,9.4479,267.91,307.93,0.72,17.67,0.0,0.0,0.0,-5573.75,2.1368,1.9693,22.725,28.641633059633076,0.126,20.0455,85.7059,79.1515,8.2395,0.2004,0.0,50.344,0.0,0.0,64.1495,120.0346,0.67,4.070041702297868,445.658014541105,4.7635,2.1645,145.6835,164.1093,47.7772,716.2893,7.1329,6.4326,0.0,12.1469,0.0,5.9952,3.7102,2.6046,1.4072,13.6214,0.0
924,924.0,0.5503,0.5178,0.0036,886.0,9.8942,6.8,20.65,0.2,17.44,4.3,0.0,0.0,-5370.25,3.7267,1.9695,35.1892,32.6521,0.1502,8.6991,85.1011,2.4824,8.9475,0.0658,1.2693,50.2249,0.0,0.0,63.9471,118.0626,1.1407,4.3969,48.8796,5.2331,0.3632,65.4378,4.8328,3.3081,722.0729,1.899,6.0613,39.3813,6.7345,0.0,7.361,6.2921,3.0979,1.6245,13.283,0.0
925,925.0,0.0968,0.4738,0.0101,530.0,9.5013,7.15,15.25,0.4,20.39,3.93,0.0,0.0,-5599.25,1.4629,2.0132,33.6853,19.8754,0.1364,10.363,84.3084,2.6601,8.3591,0.1403,1.339,50.3996,0.0,0.0,64.5242,117.9356,0.4691,2.4986,11.4562,4.9864,1.0355,71.6561,4.923,2.3865,738.4106,3.8321,9.2074,15.6734,14.5424,0.0,8.6325,2.5076,3.1494,1.7379,17.0523,0.0
926,926.0,0.5503,1.0541,0.0054,2774.0,8.9468,7.02,17.94,0.299,24.53,6.08,0.0,0.0,-4994.25,3.5784,1.9715,32.7374,32.6521,0.3072,8.7901,84.4061,2.0883,8.6772,0.0999,2.0043,50.4095,0.0,0.0,64.2376,118.542,1.1159,4.3969,48.8796,11.7815,0.552,53.4857,4.7337,2.8182,728.7185,2.8437,7.8419,41.7479,25.4465,0.0,4.6175,6.0609,3.0979,1.6245,13.283,0.0
927,927.0,0.0802,0.4258,0.0083,863.0,10.0975,7.38,20.31,0.276,17.15,7.07,0.0,0.0,-5515.0,2.504,1.966,65.7329,18.8462,0.1334,8.52,85.4438,2.2198,8.4278,0.0842,2.4301,50.286,0.0,0.0,64.332,117.8352,0.6778,2.74,10.1536,4.2173,0.853,135.2049,5.4879,3.2594,728.1852,2.6491,6.8119,33.1002,7.2468,0.0,5.8246,4.2789,3.3367,1.8042,23.1735,0.0
928,928.0,-75.41716303279122,0.4622,0.0164,485.0,9.4609,5.62,14.6,0.23,11.48,4.62,0.0,0.0,-5738.75,4.3997,2.0157,18.6771,20.090060834969076,0.1297,8.6503,83.7747,1.7212,8.3436,0.0628,1.3247,50.394,0.0,0.0,64.3908,118.7374,1.2636,2.5734745126621807,17.25877364819675,4.8857,1.7093,140.7709,3.9177,2.3166,728.2089,2.1823,5.4621,51.2112,6.0703,0.0,5.8923,7.4038,3.4939,1.9417,14.6551,0.0
929,929.0,0.5996,0.3886,0.0038,863.0,9.8875,4.39,18.1,0.218,18.61,3.86,0.0,0.0,-5508.75,2.1898,1.993,23.6058,30.8411,0.1171,8.9172,84.4061,1.5357,8.6772,0.0721,1.0675,50.4095,0.0,0.0,64.2376,118.542,0.6779,4.3569,56.0401,3.9306,0.3917,88.7615,2.9379,2.8426,727.6497,2.0349,5.8374,32.2342,9.3231,0.0,3.8587,3.7867,3.0979,1.6245,13.283,0.0
930,930.0,0.5864,1.2251,0.0098,426.0,9.196,5.11,18.51,0.307,18.41,3.23,0.0,0.0,-5580.25,3.5954,1.991,36.6237,16.4196,0.3567,8.486,83.4093,1.6051,8.3663,0.0969,0.974,50.4972,0.0,0.0,64.741,117.9414,1.0784,2.1823,24.5175,13.3222,1.0045,127.1186,3.6377,2.946,727.2724,2.9397,5.2757,16.2555,16.0906,0.0,6.1284,6.072,3.2617,1.872,9.3821,0.0
931,931.0,0.5864,0.4245,0.0092,3951.0,9.9552,5.72,21.06,1.001,16.33,15.96,0.0,0.0,-5554.5,4.7491,2.0273,36.8085,16.4196,0.1301,10.2841,93.8653,2.0819,8.6611,0.2724,4.4077,57.8485,0.0,0.0,76.2508,125.9348,1.3052,2.1823,24.5175,4.2643,0.9429,56.7177,4.2214,3.3403,737.1451,9.6495,19.9221,50.5921,15.1105,0.0,8.0629,8.3327,4.0477,2.2071,10.5023,0.0
932,932.0,0.5864,0.4381,0.012,737.0,9.7939,12.63,19.66,0.355,20.4,5.69,0.0,0.0,-5692.5,4.886,1.9792,38.224,16.4196,0.1262,8.4755,86.4883,3.5776,8.6544,0.1056,1.5102,52.9114,0.0,0.0,94.2641,118.464,1.3375,2.1823,24.5175,4.4733,1.2366,92.413,9.1909,3.1533,723.6476,3.3586,7.6945,31.4241,14.1449,0.0,5.0128,8.5367,3.7154,2.0496,11.8225,0.0
933,933.0,0.4698,0.515,0.0066,1053.0,9.76,11.13,20.24,0.233,11.68,7.53,0.0,0.0,-5834.75,4.571,1.99,13.5243,16.653,0.1465,8.6031,93.8653,3.4512,8.6611,0.078,2.1923,57.8485,0.0,0.0,76.2508,125.9348,1.2776,2.0604,23.8412,5.2769,0.6707,79.1262,8.2147,3.2483,726.2325,2.226,5.6032,29.638,10.7895,0.0,12.6939,7.6512,3.7154,2.0496,11.8225,0.0
934,934.0,0.0513,0.4772,0.0101,1173.0,10.0281,7.41,20.1,0.608,15.43,3.97,0.0,0.0,-5612.25,4.6922,2.0192,38.0827,19.3932,0.1473,9.4339,85.3967,2.0794,8.7635,0.1669,1.2758,50.5973,0.0,0.0,64.0427,117.9192,1.3166,2.5343,5.928,4.7584,1.0353,46.2527,5.5577,3.2205,730.4212,5.7905,12.5196,16.6233,21.2704,0.0,8.9446,7.6505,2.0635,1.1851,13.1553,0.0
935,935.0,3.225,0.205,0.0096,466.0,10.188,9.99,21.54,0.224,17.95,10.33,0.0,0.0,-5588.0,3.3994,2.0048,33.72,9.1013,0.0694,9.1576,86.238,2.5534,8.287,0.059,2.6951,50.7216,0.0,0.0,64.1468,116.1914,1.0499,0.9609,82.9177,2.0122,0.9833,69.7716,7.214,3.4331,727.5118,2.1543,6.745,38.1838,15.0828,0.0,6.2799,5.825,3.3367,1.8042,23.1735,0.0
936,936.0,0.1245,0.4158,0.0082,789.0,9.6284,10.05,20.72,0.266,23.23,5.54,0.0,0.0,-5153.75,4.6881,1.9983,31.2219,22.6751,0.1219,8.643,83.4448,3.3597,8.5571,0.0982,1.9397,50.3923,0.0,0.0,64.7149,118.052,1.2897,2.9678,9.7245,4.319,0.8463,87.5312,7.4474,3.336,723.2051,2.505,6.9861,32.3475,7.4876,0.0,4.7502,8.2568,131.4529,86.9192,96.9601,0.0
937,937.0,0.3033,0.4814,0.0084,122.0,10.0507,3.33,19.41,0.319,27.21,10.54,0.0,0.0,-5365.75,1.0904,1.9805,38.9917,15.7643,0.1425,7.9702,85.4838,1.1423,8.7401,0.0915,2.9277,50.0631,0.0,0.0,64.3756,118.0474,0.3749,1.863,26.7162,4.7896,0.8597,35.7345,2.3715,3.1103,722.6069,3.021,8.4367,54.7875,13.5257,0.0,7.0341,1.902,3.7154,2.0496,11.8225,0.0
938,938.0,3.225,0.52,0.0045,477.0,10.0085,3.01,17.51,0.269,21.35,4.7,0.0,0.0,-5437.0,2.5027,1.9795,41.2777,9.1013,0.1542,8.3272,83.7179,0.9397,8.7015,0.0938,1.332,50.6219,0.0,0.0,64.4228,118.504,0.6928,0.9609,82.9177,5.1957,0.4549,87.9888,2.1138,2.8032,720.5629,2.5872,5.1455,42.6974,10.949,0.0,9.4119,4.3193,3.7567,2.0487,19.6759,0.0
939,939.0,0.1292,1.1952,0.0094,285.0,9.1976,7.63,15.36,0.214,17.56,5.21,0.0,0.0,-5007.75,4.1048,2.0173,32.2747,20.667,0.3464,8.7554,84.3441,2.5078,8.9833,0.069,1.8568,50.6379,0.0,0.0,64.7846,119.6042,1.2015,2.6372,9.5363,12.995,0.9669,76.8369,5.3316,2.4511,723.5616,2.05,3.8909,37.9308,15.5775,0.0,5.6251,6.937,2.2773,1.3646,20.3592,0.0
940,940.0,0.0891,0.4142,0.016,782.0,9.7657,3.95,17.59,0.202,22.6,4.45,0.0,0.0,-5357.5,5.2773,1.9915,46.3697,21.6104,0.1205,8.3548,83.5182,1.1749,8.6149,0.0619,1.2017,50.3917,0.0,0.0,64.2488,118.0712,1.4607,2.9576,11.7359,4.2415,1.6568,114.3914,2.7714,2.8079,723.6265,1.915,4.1313,31.6901,12.0584,0.0,11.3471,9.1723,3.6654,1.9655,17.0028,0.0
941,941.0,0.1245,0.3884,0.0077,1094.0,9.9024,7.4,16.94,0.498,26.31,9.35,0.0,0.0,-5031.25,2.8954,2.025,19.8922,22.6751,0.1218,9.5503,84.0397,2.1435,9.1287,0.1447,2.374,50.5501,0.0,0.0,64.215,118.1158,0.8855,2.9678,9.7245,3.9223,0.7878,72.8889,5.114,2.6665,732.655,4.7891,16.6344,42.2701,9.4363,0.0,5.019,5.1434,2.2773,1.3646,20.3592,0.0
942,942.0,0.1245,1.272,0.0046,922.0,9.0907,10.48,13.61,0.24,15.77,3.01,0.0,0.0,-5966.75,3.9001,1.9848,21.0415,22.6751,0.3689,9.2908,87.1083,2.9023,8.7779,0.0648,1.0412,50.0922,0.0,0.0,64.4107,118.0094,1.1898,2.9678,9.7245,13.9922,0.4657,68.1583,7.2598,2.1554,727.2059,2.2936,5.5153,19.9753,13.2764,0.0,6.6433,6.7024,3.2617,1.872,9.3821,0.0
943,943.0,3.225,0.5016,0.0112,190.0,10.1866,5.56,19.26,0.631,22.11,8.71,0.0,0.0,-5477.5,3.7827,2.0002,32.0147,9.1013,0.149,9.5337,86.238,2.017,8.287,0.1823,2.5059,50.7216,0.0,0.0,64.1468,116.1914,1.0028,0.9609,82.9177,4.9246,1.1538,50.5,4.0114,3.041,737.3929,6.0862,17.5385,44.1262,14.0213,0.0,4.8995,6.569,2.7936,1.5979,16.4543,0.0
944,944.0,0.1006,0.4737,0.0102,1137.0,9.7454,5.4,18.45,1.346,20.08,5.11,0.0,0.0,-5759.75,2.9102,1.9835,69.9213,20.2749,0.1359,9.4871,84.1975,2.1514,8.7548,0.3553,1.7974,50.7923,0.0,0.0,64.5815,118.3978,0.8145,2.2885,11.5942,4.8611,1.0438,67.5277,3.7468,2.9024,735.2766,13.026,15.0254,16.3139,21.8676,0.0,3.5391,4.8689,3.2617,1.872,9.3821,0.0
945,945.0,0.1245,0.4202,0.0038,352.0,9.9095,6.22,14.28,0.157,13.12,2.87,0.0,0.0,-5622.0,1.0055,2.0032,21.9361,22.6751,0.1292,8.5272,84.0397,2.158,9.1287,0.0416,0.871,50.5501,0.0,0.0,64.215,118.1158,0.3744,2.9678,9.7245,4.24,0.3896,78.9119,4.2313,2.2597,725.5783,1.4995,3.4111,13.5813,18.9632,0.0,4.404,1.7401,3.2617,1.872,9.3821,0.0
946,946.0,3.225,0.4062,0.0089,284.0,9.6994,7.97,20.88,0.257,19.13,5.67,0.0,0.0,-5215.5,3.1647,2.0002,29.7273,9.1013,0.1211,8.3765,85.4438,2.0302,8.4278,0.0747,1.9889,50.286,0.0,0.0,64.332,117.8352,0.9955,0.9609,82.9177,4.1881,0.9145,64.2407,5.7626,3.3721,720.3286,2.4192,5.019,26.5624,11.2026,0.0,8.7106,5.418,3.4596,1.9884,14.8682,0.0
947,947.0,0.4463,0.2106,0.0095,978.0,9.9406,6.43,20.49,1.183,21.91,8.93,0.0,0.0,-5540.5,4.1545,1.9752,59.8992,25.9429,0.0728,9.4154,84.1975,2.1752,8.7548,0.3246,2.3185,50.7923,0.0,0.0,64.5815,118.3978,1.2996,3.1584,21.2704,2.1189,0.9762,71.4379,4.5463,3.2448,732.331,11.5407,17.9761,24.9731,27.5964,0.0,5.1683,7.2493,2.6506,1.518,16.7005,0.0
948,948.0,93.94607146962812,0.2294,0.0172,527.0,9.7937,8.49,13.65,1.037,21.44,6.24,0.0,0.0,-6561.25,4.6095,1.884,24.7091,19.385071800850604,0.0763,9.623,84.2942,2.867,8.7199,0.3231,2.012,49.8696,0.0,0.0,63.8867,118.6792,1.3253,2.538439689541574,27.719034291727436,2.3424,1.7907,32.4607,5.8809,2.1053,754.7813,10.2914,6.2564,13.8268,44.4727,0.0,5.0921,7.7937,3.267,1.6975,10.5108,0.0
949,949.0,3.225,0.388,0.0085,935.0,9.6492,3.9,18.56,0.509,23.2,5.85,0.0,0.0,-5526.0,3.6612,1.963,11.8252,9.1013,0.1241,8.4865,83.6681,1.3837,8.8546,0.1647,1.7613,50.739,0.0,0.0,64.5531,118.3618,1.118,0.9609,82.9177,4.0211,0.8758,68.2718,2.6199,2.9443,720.8008,4.8349,8.1548,49.8805,25.9895,0.0,5.7171,6.2832,3.0979,1.6245,13.283,0.0
950,950.0,3.225,0.3645,0.012,995.0,9.7339,8.47,22.14,0.493,22.96,5.63,0.0,0.0,-5476.25,3.3475,2.006,29.1852,9.1013,0.1134,9.5751,84.3084,2.5412,8.3591,0.1548,1.4743,50.3996,0.0,0.0,64.5242,117.9356,1.053,0.9609,82.9177,3.7441,1.2386,70.2176,6.0883,3.5238,729.6448,4.6188,5.5106,16.0239,10.6001,0.0,6.168,5.8429,3.894,2.0351,15.1082,0.0
951,951.0,0.1271,0.3986,0.0086,624.0,9.8637,11.08,20.84,0.444,20.89,6.02,0.0,0.0,-5261.75,3.6151,1.9627,35.792,19.5117,0.1268,8.9428,83.5182,3.0152,8.6149,0.1284,1.9859,50.3917,0.0,0.0,64.2488,118.0712,1.0887,2.6329,9.2525,4.0413,0.8824,83.3927,8.085,3.3167,733.1945,4.2634,12.5051,26.5192,29.3522,0.0,7.4188,5.9819,2.2773,1.3646,20.3592,0.0
952,952.0,0.2936,0.2743,0.0101,471.0,10.0034,9.21,11.21,0.2,14.76,2.97,0.0,0.0,-5444.75,1.6454,1.991,68.0069,11.2673,0.094,8.7352,85.4487,2.9572,8.6695,0.0662,0.8843,50.2081,0.0,0.0,63.7619,118.1258,0.516,1.548,16.8877,2.7424,1.0423,68.0175,6.3738,1.7756,727.1115,1.9135,5.4055,17.678,15.8056,0.0,11.2555,2.9892,4.0477,2.2071,10.5023,0.0
953,953.0,0.2048,1.1893,0.0092,712.0,9.3127,8.17,13.35,0.318,19.29,7.88,0.0,0.0,-5290.0,3.2979,1.9823,33.008,19.4007,0.3416,8.3785,84.525,2.4267,8.7932,0.0985,2.6127,50.1146,0.0,0.0,63.7758,118.023,1.0019,2.6243,16.3282,12.7709,0.9396,64.2857,5.721,2.1187,728.376,3.0449,8.4254,46.0365,11.5761,0.0,4.0752,5.6538,3.6654,1.9655,17.0028,0.0
954,954.0,0.2361,1.2918,0.0084,183.0,9.1953,5.36,20.53,0.851,19.32,3.72,0.0,0.0,-6493.0,4.9823,1.8657,27.1708,18.9489,0.3751,9.5798,85.7204,1.8338,9.0811,0.2358,1.2044,50.6151,0.0,0.0,64.1481,117.6492,1.5149,2.2227,17.6193,14.0489,0.8641,39.4195,3.8264,3.2309,739.3003,8.291,9.4556,19.9649,12.759,0.0,7.1491,8.5895,2.5445,1.5214,10.9533,0.0
955,955.0,0.4463,0.3894,0.0114,967.0,10.0565,4.05,22.18,0.839,20.87,10.25,0.0,0.0,-5743.25,1.8897,1.9885,33.8454,25.9429,0.1236,9.2629,83.6367,1.3247,8.8562,0.2416,2.5527,50.2577,0.0,0.0,64.0201,118.4858,0.6732,3.1584,21.2704,3.8721,1.1688,53.7908,2.8828,3.4982,735.2772,8.1125,16.0945,35.6063,36.4909,0.0,8.5231,3.278,2.6506,1.518,16.7005,0.0
956,956.0,0.3033,0.4191,0.007,493.0,9.3965,9.89,17.81,0.247,20.19,8.0,0.0,0.0,-5364.0,5.487,2.0192,34.1579,15.7643,0.1242,8.4234,93.8653,2.9004,8.6611,0.0702,2.5958,57.8485,0.0,0.0,76.2508,125.9348,1.5162,1.863,26.7162,4.4601,0.7156,79.2201,7.4297,2.8622,727.1231,2.363,7.3664,45.7327,10.0668,0.0,5.3552,9.5024,131.4529,86.9192,96.9601,0.0
957,957.0,0.1036,0.4084,0.0184,791.0,9.3723,5.9,19.04,0.453,14.87,9.99,0.0,0.0,-5501.0,3.9912,1.9872,42.0924,19.1745,0.1196,10.1786,83.4093,1.6448,8.3663,0.1363,2.3656,50.4972,0.0,0.0,64.741,117.9414,1.2432,2.5175,7.8584,4.3578,1.9192,128.9374,4.0983,2.9635,745.364,4.4064,13.5177,28.0751,23.5177,0.0,12.631,6.967,2.6564,1.4357,24.9461,0.0
958,958.0,0.1271,0.3885,0.0115,322.0,10.0814,8.06,16.82,0.338,20.78,6.28,0.0,0.0,-5537.0,4.5562,1.985,57.472,19.5117,0.1221,8.7027,85.188,2.2886,8.9562,0.1151,1.9259,50.1992,0.0,0.0,63.901,118.0178,1.2285,2.6329,9.2525,3.8536,1.1789,75.6708,5.5388,2.6678,725.3649,3.1716,6.5925,43.7444,12.6864,0.0,10.2795,8.073,3.0979,1.6245,13.283,0.0
959,959.0,0.4256,1.1538,0.0062,469.0,9.024,5.63,14.5,0.237,16.22,4.56,0.0,0.0,-5423.25,3.9502,2.0023,66.2021,18.3632,0.332,8.2755,84.3441,1.9685,8.9833,0.0721,1.5105,50.6379,0.0,0.0,64.7846,119.6042,1.2426,2.3253,20.6523,12.7858,0.6355,45.0927,3.8241,2.3104,719.8015,2.2761,5.4961,35.5619,17.6475,0.0,5.6713,6.6147,3.577,1.9107,13.1943,0.0
960,960.0,0.4463,1.148,0.0107,2099.0,9.311,16.24,17.16,0.378,25.39,17.95,0.0,0.0,-4682.0,1.759,1.9882,60.4817,25.9429,0.3317,7.2377,87.1083,4.0987,8.7779,0.1207,4.6755,50.0922,0.0,0.0,64.4107,118.0094,0.5637,3.1584,21.2704,12.3296,1.1018,60.6243,11.6527,2.7446,727.9885,3.6235,6.4303,86.046,22.1725,0.0,8.1788,2.9852,2.2773,1.3646,20.3592,0.0
961,961.0,0.3033,1.047,0.0103,377.0,9.0542,5.96,14.18,0.24,17.32,2.74,0.0,0.0,-6469.5,0.7712,1.8835,27.7238,15.7643,0.3013,7.984,84.7188,1.8557,8.7073,0.0789,0.8015,50.2823,0.0,0.0,64.6813,118.294,0.309,1.863,26.7162,11.5631,1.0584,49.9033,4.0188,2.2392,726.1863,2.2885,4.1674,19.7551,10.2332,0.0,6.1401,1.3366,2.7936,1.5979,16.4543,0.0
962,962.0,0.4256,0.5938,0.0047,300.0,10.0053,6.79,17.03,0.214,19.28,5.4,0.0,0.0,-5305.0,4.8635,1.9952,41.0143,18.3632,0.1772,8.5925,83.5182,1.9879,8.6149,0.065,1.8094,50.3917,0.0,0.0,64.2488,118.0712,1.3527,2.3253,20.6523,5.935,0.4807,98.082,4.7066,2.708,725.1918,2.0339,8.3052,19.5265,14.2285,0.0,4.3749,8.2974,3.2617,1.872,9.3821,0.0
963,963.0,0.5996,0.3224,0.0176,355.0,9.7574,6.99,19.14,1.187,19.98,4.75,0.0,0.0,-5671.25,2.7829,2.014,32.2167,30.8411,0.1068,9.4994,85.4838,2.1775,8.7401,0.328,1.3338,50.0631,0.0,0.0,64.3756,118.0474,0.9299,4.3569,56.0401,3.3046,1.8409,52.7007,4.9088,3.0199,734.815,11.5012,13.7728,22.2464,26.4374,0.0,6.778,4.7112,3.1446,1.8232,8.6457,0.0
964,964.0,0.1271,0.2581,0.0087,837.0,9.9713,11.37,22.15,1.1,14.87,5.08,0.0,0.0,-5614.75,4.1262,1.9682,58.2068,19.5117,0.0994,9.8383,86.0222,3.0296,9.2016,0.309,1.7315,50.5239,0.0,0.0,64.0447,118.1136,1.3748,2.6329,9.2525,2.5885,0.8944,58.4838,8.3663,3.5285,734.5882,10.7735,10.9362,20.785,21.9985,0.0,4.3047,7.122,3.2617,1.872,9.3821,0.0
965,965.0,0.1292,0.3388,0.0088,454.0,9.7107,7.43,15.61,0.273,12.18,4.51,0.0,0.0,-5459.75,3.3569,1.9815,55.747,20.667,0.1007,7.1322,83.9932,2.1359,9.0639,0.0674,1.5673,50.2254,0.0,0.0,63.9159,118.7654,0.9655,2.6372,9.5363,3.4886,0.9014,77.2145,5.1392,2.4815,723.6566,2.6698,5.2622,22.868,12.039,0.0,10.0382,5.7806,2.0635,1.1851,13.1553,0.0
966,966.0,0.1245,0.4147,0.0051,865.0,10.4883,6.18,13.03,0.45,16.63,3.11,0.0,0.0,-5504.75,3.5046,2.0092,54.0056,22.6751,0.1255,8.3821,86.0222,2.2961,9.2016,0.1253,0.8368,50.5239,0.0,0.0,64.0447,118.1136,1.0402,2.9678,9.7245,3.9535,0.5184,51.0334,4.2653,2.0678,725.2155,4.3031,5.0112,23.1491,17.4566,0.0,4.404,6.2841,1.9689,1.1185,16.4303,0.0
967,967.0,0.2048,0.5134,0.0097,929.0,10.0576,9.27,13.92,0.261,13.65,3.27,0.0,0.0,-5648.25,4.0287,1.996,52.061,19.4007,0.154,8.4392,84.3441,2.789,8.9833,0.0835,1.0468,50.6379,0.0,0.0,64.7846,119.6042,1.1259,2.6243,16.3282,5.1046,0.9894,59.2007,6.403,2.2057,726.7757,2.4963,5.0524,18.2919,7.2587,0.0,10.0862,6.9032,3.2617,1.872,9.3821,0.0
968,968.0,0.1556,0.2949,0.0166,371.0,9.7902,7.37,19.62,0.565,27.53,7.19,0.0,0.0,-5300.25,4.9693,1.9735,23.2008,19.5809,0.0976,9.4213,84.5333,2.2332,8.8078,0.1578,2.1568,50.2326,0.0,0.0,63.94,118.5778,1.3775,2.693,12.0092,3.0118,1.729,66.443,5.3269,3.101,736.0542,5.4405,12.9152,28.3646,22.6318,0.0,6.318,8.797,2.6506,1.518,16.7005,0.0
