,F152,F153,F157,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F244,F245,F246,F252,F26,F273,F287,F292,F319,F32,F321,F33,F334,F337,F34,F342,F345,F347,F35,F382,F383,F384,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F478,F516,F517,F518,F524,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573,F574,F576,F577,F578,F72,F74
948,0.2294,0.0172,0.0344,527.0,9.7937,8.49,13.65,1.037,21.44,6.24,0.0,0.0,-6561.25,,,,4.6095,1.884,,0.0763,0.0102,9.623,84.2942,2.867,8.7199,0.3231,2.012,49.8696,0.0,5.5873,0.0,63.8867,,,,118.6792,,0.8713,,,2.3424,1.7907,5.8809,2.1053,754.7813,10.2914,6.2564,13.8268,44.4727,0.0,,,,7.7937,5.4231,20.84,1.32,9.583,0.6118,5.2197,1.6519,13.8616,9.08,0.1849,3.267,1.6975,10.5108,0.0295,164.1566,0.0
949,0.388,0.0085,0.0234,935.0,9.6492,3.9,18.56,0.509,23.2,5.85,0.0,0.0,-5526.0,,,,3.6612,1.963,9.1013,0.1241,0.0078,8.4865,83.6681,1.3837,8.8546,0.1647,1.7613,50.739,0.0,,0.0,64.5531,,,,118.3618,3.8894,1.0412,0.9609,82.9177,4.0211,0.8758,2.6199,2.9443,720.8008,4.8349,8.1548,49.8805,25.9895,0.0,,,,6.2832,3.4131,14.09,0.62,6.9714,0.2501,3.6371,0.7862,15.4662,8.64,0.2994,3.0979,1.6245,13.283,,,0.0
950,0.3645,0.012,,995.0,9.7339,8.47,22.14,0.493,22.96,5.63,0.0,0.0,-5476.25,,,,3.3475,2.006,9.1013,0.1134,,9.5751,84.3084,2.5412,8.3591,0.1548,1.4743,50.3996,0.0,,0.0,64.5242,,,,117.9356,3.8894,1.0412,0.9609,82.9177,3.7441,1.2386,6.0883,3.5238,729.6448,4.6188,5.5106,16.0239,10.6001,0.0,,,,5.8429,6.0653,,,,,,,30.7763,10.8,0.3051,3.894,2.0351,15.1082,0.0401,,0.0
951,0.3986,0.0086,,624.0,9.8637,11.08,20.84,0.444,20.89,6.02,0.0,0.0,-5261.75,0.0013,1.3593,4.7939,3.6151,1.9627,19.5117,0.1268,,8.9428,83.5182,3.0152,8.6149,0.1284,1.9859,50.3917,0.0,,0.0,64.2488,0.0005,0.3563,1.3541,118.0712,1.3739,1.0412,2.6329,9.2525,4.0413,0.8824,8.085,3.3167,733.1945,4.2634,12.5051,26.5192,29.3522,0.0,0.1303,1.3471,2.0727,5.9819,5.0324,18.26,1.36,8.8441,0.5417,4.5069,1.8084,15.4662,7.28,0.4502,2.2773,1.3646,20.3592,0.0207,,0.0
952,0.2743,0.0101,,471.0,10.0034,9.21,11.21,0.2,14.76,2.97,0.0,0.0,-5444.75,0.0012,1.0866,4.2954,1.6454,1.991,11.2673,0.094,,8.7352,85.4487,2.9572,8.6695,0.0662,0.8843,50.2081,0.0,4.5221,0.0,63.7619,0.0003,0.3181,1.5708,118.1258,1.7383,1.1571,1.548,16.8877,2.7424,1.0423,6.3738,1.7756,727.1115,1.9135,5.4055,17.678,15.8056,0.0,0.1212,1.0739,1.8541,2.9892,8.655,14.72,0.99,6.8733,0.3518,3.6104,1.3321,47.9007,11.76,0.2441,4.0477,2.2071,10.5023,0.022,152.9875,0.0
953,1.1893,0.0092,,712.0,9.3127,8.17,13.35,0.318,19.29,7.88,0.0,0.0,-5290.0,0.0015,0.9205,3.2349,3.2979,1.9823,19.4007,0.3416,,8.3785,84.525,2.4267,8.7932,0.0985,2.6127,50.1146,0.0,,0.0,63.7758,0.0005,0.2779,1.0758,118.023,1.2541,1.2804,2.6243,16.3282,12.7709,0.9396,5.721,2.1187,728.376,3.0449,8.4254,46.0365,11.5761,0.0,0.1532,0.9114,1.4039,5.6538,4.3332,16.63,1.12,8.1402,0.4683,4.1955,1.5246,18.8409,10.44,0.3893,3.6654,1.9655,17.0028,,,0.0
954,1.2918,0.0084,,183.0,9.1953,5.36,20.53,0.851,19.32,3.72,0.0,0.0,-6493.0,,,,4.9823,1.8657,18.9489,0.3751,,9.5798,85.7204,1.8338,9.0811,0.2358,1.2044,50.6151,0.0,7.8531,0.0,64.1481,,,,117.6492,1.3398,1.6544,2.2227,17.6193,14.0489,0.8641,3.8264,3.2309,739.3003,8.291,9.4556,19.9649,12.759,0.0,,,,8.5895,5.3786,11.22,1.08,5.4331,0.5334,2.7988,1.3407,16.0047,8.09,0.2577,2.5445,1.5214,10.9533,,156.8163,0.0
955,0.3894,0.0114,,967.0,10.0565,4.05,22.18,0.839,20.87,10.25,0.0,0.0,-5743.25,0.0007,0.7793,2.3223,1.8897,1.9885,25.9429,0.1236,,9.2629,83.6367,1.3247,8.8562,0.2416,2.5527,50.2577,0.0,6.3413,0.0,64.0201,0.0002,0.2272,0.8076,118.4858,2.0983,1.0412,3.1584,21.2704,3.8721,1.1688,2.8828,3.4982,735.2772,8.1125,16.0945,35.6063,36.4909,0.0,0.0751,0.7727,1.006,3.278,3.938,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,8.05,0.4025,2.6506,1.518,16.7005,0.0208,155.0576,0.0
956,0.4191,0.007,,493.0,9.3965,9.89,17.81,0.247,20.19,8.0,0.0,0.0,-5364.0,0.0083,1.1488,4.6324,5.487,2.0192,15.7643,0.1242,,8.4234,93.8653,2.9004,8.6611,0.0702,2.5958,57.8485,0.0,,0.0,76.2508,0.0025,0.3416,1.312,125.9348,1.1351,1.1571,1.863,26.7162,4.4601,0.7156,7.4297,2.8622,727.1231,2.363,7.3664,45.7327,10.0668,0.0,0.8538,1.1416,2.0074,9.5024,4.1837,14.39,1.06,6.0512,0.4495,3.5905,1.4537,28.8477,438.87,2.1967,131.4529,86.9192,96.9601,,,0.0
957,0.4084,0.0184,,791.0,9.3723,5.9,19.04,0.453,14.87,9.99,0.0,0.0,-5501.0,0.0009,1.6677,5.1239,3.9912,1.9872,19.1745,0.1196,,10.1786,83.4093,1.6448,8.3663,0.1363,2.3656,50.4972,0.0,,0.0,64.741,0.0003,0.4949,1.3705,117.9414,1.3187,1.1571,2.5175,7.8584,4.3578,1.9192,4.0983,2.9635,745.364,4.4064,13.5177,28.0751,23.5177,0.0,0.0896,1.6327,2.2297,6.967,5.5345,16.23,0.87,7.0941,0.3417,4.0671,1.1829,34.4812,7.7,0.5593,2.6564,1.4357,24.9461,0.026,,0.0
958,0.3885,0.0115,,322.0,10.0814,8.06,16.82,0.338,20.78,6.28,0.0,0.0,-5537.0,,,,4.5562,1.985,19.5117,0.1221,,8.7027,85.188,2.2886,8.9562,0.1151,1.9259,50.1992,0.0,4.9035,0.0,63.901,,,,118.0178,1.3739,1.0412,2.6329,9.2525,3.8536,1.1789,5.5388,2.6678,725.3649,3.1716,6.5925,43.7444,12.6864,0.0,,,,8.073,5.8456,18.02,0.83,7.1964,0.3244,4.5661,1.1374,15.4662,8.64,0.2994,3.0979,1.6245,13.283,,154.5423,0.0
959,1.1538,0.0062,,469.0,9.024,5.63,14.5,0.237,16.22,4.56,0.0,0.0,-5423.25,0.0033,0.7775,2.962,3.9502,2.0023,18.3632,0.332,,8.2755,84.3441,1.9685,8.9833,0.0721,1.5105,50.6379,0.0,,0.0,64.7846,0.001,0.2278,0.7924,119.6042,2.0607,1.2804,2.3253,20.6523,12.7858,0.6355,3.8241,2.3104,719.8015,2.2761,5.4961,35.5619,17.6475,0.0,0.3339,0.7748,1.2806,6.6147,5.7361,13.52,0.72,6.398,0.3438,3.3114,0.9653,33.2177,10.19,0.3099,3.577,1.9107,13.1943,,,0.0
960,1.148,0.0107,,2099.0,9.311,16.24,17.16,0.378,25.39,17.95,0.0,0.0,-4682.0,,,,1.759,1.9882,25.9429,0.3317,,7.2377,87.1083,4.0987,8.7779,0.1207,4.6755,50.0922,0.0,,0.0,64.4107,,,,118.0094,2.0983,1.2804,3.1584,21.2704,12.3296,1.1018,11.6527,2.7446,727.9885,3.6235,6.4303,86.046,22.1725,0.0,,,,2.9852,6.4735,16.6,1.83,7.3599,0.658,4.137,2.3215,15.4662,7.28,0.4502,2.2773,1.3646,20.3592,0.0178,,0.0
961,1.047,0.0103,,377.0,9.0542,5.96,14.18,0.24,17.32,2.74,0.0,0.0,-6469.5,,,,0.7712,1.8835,15.7643,0.3013,,7.984,84.7188,1.8557,8.7073,0.0789,0.8015,50.2823,0.0,,0.0,64.6813,,,,118.294,1.1351,1.2804,1.863,26.7162,11.5631,1.0584,4.0188,2.2392,726.1863,2.2885,4.1674,19.7551,10.2332,0.0,,,,1.3366,15.3228,16.23,0.87,7.0941,0.3417,4.0671,1.1829,48.7292,8.49,0.3689,2.7936,1.5979,16.4543,,,0.0
962,0.5938,0.0047,,300.0,10.0053,6.79,17.03,0.214,19.28,5.4,0.0,0.0,-5305.0,0.0038,0.6597,2.5438,4.8635,1.9952,18.3632,0.1772,,8.5925,83.5182,1.9879,8.6149,0.065,1.8094,50.3917,0.0,,0.0,64.2488,0.0014,0.1907,0.8179,118.0712,2.0607,1.2804,2.3253,20.6523,5.935,0.4807,4.7066,2.708,725.1918,2.0339,8.3052,19.5265,14.2285,0.0,0.3941,0.6363,1.0956,8.2974,1.7922,13.51,1.28,5.6555,0.5601,3.4205,1.7295,15.4662,9.94,0.2182,3.2617,1.872,9.3821,0.0174,,0.0
963,0.3224,0.0176,,355.0,9.7574,6.99,19.14,1.187,19.98,4.75,0.0,0.0,-5671.25,,,,2.7829,2.014,30.8411,0.1068,,9.4994,85.4838,2.1775,8.7401,0.328,1.3338,50.0631,0.0,5.6418,0.0,64.3756,,,,118.0474,1.07,1.1571,4.3569,56.0401,3.3046,1.8409,4.9088,3.0199,734.815,11.5012,13.7728,22.2464,26.4374,0.0,,,,4.7112,4.3024,21.19,2.25,9.2049,0.9926,5.3453,2.8079,33.8694,9.6,0.2265,3.1446,1.8232,8.6457,,156.0598,0.0
964,0.2581,0.0087,,837.0,9.9713,11.37,22.15,1.1,14.87,5.08,0.0,0.0,-5614.75,,,,4.1262,1.9682,19.5117,0.0994,,9.8383,86.0222,3.0296,9.2016,0.309,1.7315,50.5239,0.0,6.5694,0.0,64.0447,,,,118.1136,1.3739,0.7154,2.6329,9.2525,2.5885,0.8944,8.3663,3.5285,734.5882,10.7735,10.9362,20.785,21.9985,0.0,,,,7.122,6.0584,16.23,0.87,7.0941,0.3417,4.0671,1.1829,28.0142,9.94,0.2182,3.2617,1.872,9.3821,0.0219,153.7923,0.0
965,0.3388,0.0088,,454.0,9.7107,7.43,15.61,0.273,12.18,4.51,0.0,0.0,-5459.75,0.0037,1.0556,3.0764,3.3569,1.9815,20.667,0.1007,,7.1322,83.9932,2.1359,9.0639,0.0674,1.5673,50.2254,0.0,3.6293,0.0,63.9159,0.0011,0.2925,0.9456,118.7654,1.3548,0.7154,2.6372,9.5363,3.4886,0.9014,5.1392,2.4815,723.6566,2.6698,5.2622,22.868,12.039,0.0,0.3837,1.0459,1.3306,5.7806,7.0659,14.89,0.98,6.9431,0.3811,3.7161,1.3385,31.8135,6.32,0.2679,2.0635,1.1851,13.1553,,154.3927,0.0
966,0.4147,0.0051,,865.0,10.4883,6.18,13.03,0.45,16.63,3.11,0.0,0.0,-5504.75,,,,3.5046,2.0092,22.6751,0.1255,,8.3821,86.0222,2.2961,9.2016,0.1253,0.8368,50.5239,0.0,6.2567,0.0,64.0447,,,,118.1136,1.2803,1.0412,2.9678,9.7245,3.9535,0.5184,4.2653,2.0678,725.2155,4.3031,5.0112,23.1491,17.4566,0.0,,,,6.2841,8.1752,16.23,0.87,7.0941,0.3417,4.0671,1.1829,12.1352,5.97,0.3716,1.9689,1.1185,16.4303,,150.5873,0.0
967,0.5134,0.0097,,929.0,10.0576,9.27,13.92,0.261,13.65,3.27,0.0,0.0,-5648.25,0.0014,1.0466,3.3631,4.0287,1.996,19.4007,0.154,,8.4392,84.3441,2.789,8.9833,0.0835,1.0468,50.6379,0.0,,0.0,64.7846,0.0005,0.329,0.9883,119.6042,1.2541,1.2804,2.6243,16.3282,5.1046,0.9894,6.403,2.2057,726.7757,2.4963,5.0524,18.2919,7.2587,0.0,0.1423,1.0383,1.4529,6.9032,5.7322,16.23,0.87,7.0941,0.3417,4.0671,1.1829,28.8269,9.94,0.2182,3.2617,1.872,9.3821,,,0.0
968,0.2949,0.0166,,371.0,9.7902,7.37,19.62,0.565,27.53,7.19,0.0,0.0,-5300.25,,,,4.9693,1.9735,19.5809,0.0976,,9.4213,84.5333,2.2332,8.8078,0.1578,2.1568,50.2326,0.0,7.5279,0.0,63.94,,,,118.5778,1.2955,0.7154,2.693,12.0092,3.0118,1.729,5.3269,3.101,736.0542,5.4405,12.9152,28.3646,22.6318,0.0,,,,8.797,4.9444,15.11,1.02,7.2283,0.3884,3.7837,1.3982,15.4662,8.05,0.4025,2.6506,1.518,16.7005,,151.3151,0.0
969,0.4872,0.0119,,834.0,9.8005,6.19,19.36,0.556,25.72,6.12,0.0,0.0,-5121.5,0.0015,0.9817,2.4398,3.9848,1.9975,18.9489,0.1406,,9.8802,84.9121,1.8383,8.1166,0.1711,1.5509,50.4608,0.0,6.6103,0.0,64.5548,0.0005,0.3137,0.7997,118.2426,1.3398,1.2804,2.2227,17.6193,4.9708,1.2191,4.4712,3.0507,737.2777,5.3144,10.718,25.1104,18.936,0.0,0.1537,0.9707,1.0558,6.9024,3.9156,16.23,0.87,7.0941,0.3417,4.0671,1.1829,67.9355,8.05,0.4025,2.6506,1.518,16.7005,,148.5165,0.0
970,0.4182,0.006,,4361.0,9.9019,5.68,15.64,0.218,19.74,4.68,0.0,0.0,-5491.75,,,,4.1475,1.9947,18.0762,0.1194,,8.2637,83.5811,1.6124,8.6068,0.0859,1.4237,50.6355,0.0,4.5228,0.0,64.6913,,,,118.2942,0.7892,1.1571,2.481,9.212,4.2236,0.6092,3.7861,2.4805,719.6495,2.0688,6.5021,40.7308,21.5064,0.0,,,,7.0168,7.2576,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,8.49,0.3689,2.7936,1.5979,16.4543,0.0223,150.4633,0.0
971,0.2519,0.0049,,726.0,10.0109,6.06,19.48,1.057,15.95,5.6,0.0,0.0,-5409.0,,,,2.0045,2.0023,25.9429,0.0833,,9.7835,85.7132,1.9089,9.0606,0.3309,1.7323,50.5004,0.0,4.3649,0.0,64.0248,,,,117.9764,2.0983,0.7154,3.1584,21.2704,2.5163,0.498,4.2312,3.0494,740.4971,10.3436,12.25,14.7673,23.5531,0.0,,,,3.4546,5.5986,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,9.94,0.2182,3.2617,1.872,9.3821,,157.9727,0.0
972,0.2175,0.0123,,1175.0,9.9301,8.85,14.01,0.186,15.55,3.9,0.0,0.0,-5274.25,,,,4.0898,1.9962,18.0762,0.071,,8.2336,84.5509,2.4922,9.6136,0.0569,1.4715,50.9199,0.0,4.5398,0.0,64.7472,,,,119.5168,0.7892,1.1571,2.481,9.212,2.1899,1.2675,6.1119,2.2253,724.6268,1.7663,6.3821,30.7337,15.8093,0.0,,,,6.9163,5.0412,16.23,0.87,7.0941,0.3417,4.0671,1.1829,13.678,10.44,0.3893,3.6654,1.9655,17.0028,,150.1738,0.0
973,0.5101,0.0112,,372.0,10.012,4.26,19.18,0.864,27.32,8.07,0.0,0.0,-5339.0,0.0009,0.6454,1.9034,2.5542,2.023,18.0762,0.1482,,10.1571,85.4487,1.1922,8.6695,0.2462,2.1462,50.2081,0.0,7.1852,0.0,63.7619,0.0003,0.2353,0.6091,118.1258,0.7892,1.2804,2.481,9.212,5.0954,1.1462,3.0649,3.0169,740.4553,8.3987,14.6836,28.7585,17.1689,0.0,0.0963,0.6407,0.8246,4.5313,4.2291,15.11,1.48,6.2318,0.582,3.6417,2.0059,15.4662,6.87,0.2282,2.4626,1.2895,9.8735,,154.1558,0.0
974,0.2367,0.0092,,2779.0,9.7479,6.09,16.53,0.372,26.54,10.27,0.0,0.0,-5966.75,0.0033,0.7469,6.1481,3.1225,1.9795,18.3632,0.0748,,8.0872,87.1083,1.6217,8.7779,0.115,2.9769,50.0922,0.0,,0.0,64.4107,0.0011,0.2397,2.0158,118.0094,2.0607,0.7154,2.3253,20.6523,2.4282,0.9405,4.3319,2.6542,721.9225,3.5279,8.1094,32.1493,22.422,0.0,0.342,0.7192,2.6414,5.3414,7.0419,15.11,1.18,7.0096,0.4967,3.7364,1.5943,16.2667,10.18,0.3038,3.4002,1.9168,12.6524,,,0.0
975,0.2885,0.0102,,297.0,9.7902,5.31,19.01,0.243,21.25,5.38,0.0,0.0,-6351.0,,,,1.6912,1.8867,19.5117,0.0945,,8.1285,85.7132,1.4195,9.0606,0.0774,1.5263,50.5004,0.0,4.8368,0.0,64.0248,,,,117.9764,1.3739,0.7154,2.6329,9.2525,2.9469,1.0534,3.8079,3.0278,727.9252,2.361,6.3781,33.6831,11.9955,0.0,,,,2.8725,8.5245,18.97,0.87,8.4788,0.3415,4.6012,1.1489,15.4662,9.94,0.2182,3.2617,1.872,9.3821,,149.9149,0.0
976,0.3364,0.0051,0.0414,1273.0,9.9321,5.77,19.23,0.623,15.67,4.51,0.0,0.0,-5623.5,0.0014,1.5443,2.1543,3.5112,1.9962,20.167,0.1185,0.0119,9.0933,85.2836,2.2439,8.8331,0.166,1.2137,50.8216,0.0,,0.0,64.3688,0.0004,0.4417,0.5853,116.0982,0.788,1.4933,2.5497,5.7305,3.3867,0.5211,4.2132,3.0749,728.0034,5.9676,10.0402,19.0244,14.0433,0.0,0.1477,1.539,0.9309,5.9644,2.752,15.68,1.33,7.7507,0.5332,3.887,1.8217,73.899,8.27,0.3001,2.7629,1.5487,13.4487,,,0.0
977,0.3618,0.0372,0.0306,1736.0,9.7575,5.14,15.6,0.277,19.53,6.53,0.0,0.0,-5303.0,,,,1.3922,1.9805,18.447,0.1116,0.0113,8.0173,85.822,1.6709,9.0776,0.0785,1.7804,50.4667,0.0,,0.0,64.059,,,,118.0494,1.3316,1.1571,2.2841,8.2539,3.7082,3.8309,3.5642,2.481,724.2519,2.6041,5.427,54.4256,16.1453,0.0,,,,2.3968,4.9785,16.14,0.78,7.7172,0.309,3.9393,1.0756,20.2672,6.77,0.3033,2.1846,1.2631,13.7684,0.0348,,0.0
978,0.4368,0.0116,,364.0,9.4885,4.85,20.7,0.948,18.43,6.62,0.0,0.0,-5675.0,0.0014,0.9298,4.533,3.2713,2.0015,19.4007,0.1272,,9.243,83.6681,1.6864,8.8546,0.2618,1.7088,50.739,0.0,,0.0,64.5531,0.0004,0.3188,1.2916,118.3618,1.2541,1.4933,2.6243,16.3282,4.6038,1.197,3.4738,3.2715,735.4609,9.1352,15.739,24.1782,23.0086,0.0,0.1431,0.9209,1.9643,5.6332,5.9571,19.71,1.3,8.7055,0.5178,4.8149,1.7456,22.2035,6.32,0.2679,2.0635,1.1851,13.1553,0.02,,0.0
979,0.508,0.0054,,1271.0,10.0827,6.83,18.22,1.207,14.5,4.01,0.0,0.0,-5439.25,0.0007,1.5306,2.1134,4.3794,1.9725,19.4007,0.1507,,9.9205,84.8185,1.9088,8.9979,0.3404,1.5871,50.5682,0.0,,0.0,64.3519,0.0003,0.4935,0.6539,118.4998,1.2541,0.7154,2.6243,16.3282,5.0379,0.5518,4.8752,2.8986,729.9211,11.7566,13.0126,24.7028,28.3403,0.0,0.0764,1.5299,0.9154,7.3378,10.4204,15.91,1.0,7.1614,0.3767,3.979,1.3605,25.91,9.12,0.3046,3.312,1.7166,15.7989,0.0237,,0.0
980,1.1338,0.0108,,1257.0,9.0626,7.75,16.11,0.204,16.93,3.32,0.0,0.0,-5949.25,0.0025,0.708,4.4521,4.1945,1.9893,19.5809,0.3295,,8.5577,85.5485,2.2871,8.8548,0.0623,1.1101,50.1588,0.0,,0.0,63.7216,0.0007,0.2332,1.3565,117.9246,1.2955,1.4933,2.693,12.0092,12.5104,1.1059,5.4782,2.5745,723.5234,1.9423,5.7283,10.1763,13.5936,0.0,0.2514,0.7117,1.9196,7.1324,4.1941,16.23,0.87,7.0941,0.3417,4.0671,1.1829,34.8463,7.04,0.2486,2.5165,1.3215,14.4089,0.0202,,0.0
981,0.3736,0.0057,,2867.0,10.0777,9.24,14.54,0.272,15.26,9.23,0.0,0.0,-6189.75,,,,3.8312,2.001,19.5117,0.1139,,8.2727,84.6838,2.7329,9.0425,0.0787,2.7924,50.7493,0.0,,0.0,64.4947,,,,117.7228,1.3739,1.4933,2.6329,9.2525,3.7071,0.5845,6.7129,2.3364,723.7048,2.5945,8.4325,52.9078,16.0031,0.0,,,,6.4266,5.4908,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,438.87,2.1967,131.4529,86.9192,96.9601,,,0.0
982,0.4643,0.0112,,662.0,9.5046,10.22,22.11,0.3,23.9,5.72,0.0,0.0,-5125.75,0.003,1.0712,4.4099,1.6808,2.0038,19.5809,0.1348,,8.3836,83.4093,3.2182,8.3663,0.0931,1.9482,50.4972,0.0,,0.0,64.741,0.0011,0.388,1.4589,117.9414,1.2955,1.4933,2.693,12.0092,4.8849,1.1499,7.5089,3.55,725.3846,2.8817,7.5797,41.2883,9.3404,0.0,0.307,1.0294,1.907,2.8757,3.1878,12.35,0.78,5.4686,0.3073,3.0901,1.0492,15.4662,438.87,2.1967,131.4529,86.9192,96.9601,,,0.0
983,1.1066,0.0105,,384.0,9.2386,7.56,18.8,0.414,15.17,5.81,0.0,0.0,-5387.0,0.0014,0.8856,4.9451,2.093,1.998,20.4491,0.3202,,7.5911,83.4093,2.3842,8.3663,0.1093,1.8553,50.4972,0.0,,0.0,64.741,0.0004,0.2855,1.7024,117.9414,1.3996,1.4933,2.5978,4.1812,11.978,1.076,5.5703,3.0143,727.4844,3.9814,6.7871,31.4421,16.5012,0.0,0.1436,0.872,2.1427,3.5728,5.2483,17.69,1.12,7.0096,0.4739,4.3744,1.5118,15.4662,8.49,0.3689,2.7936,1.5979,16.4543,,,0.0
984,0.5878,0.012,,1424.0,9.9472,3.64,19.01,0.229,20.69,7.89,0.0,0.0,-5145.25,0.001,1.1007,4.639,1.7542,1.973,20.4491,0.1809,,7.3106,84.7907,1.0935,8.9191,0.0696,2.3032,50.6581,0.0,,0.0,64.4096,0.0004,0.3043,1.3975,118.3818,1.3996,1.4933,2.5978,4.1812,5.9092,1.2348,2.5759,3.0439,721.8473,2.2081,6.0468,30.6024,15.928,0.0,0.0987,1.0966,2.0106,3.0216,6.9579,18.16,1.34,7.8706,0.5401,4.3484,1.8029,17.0947,6.33,0.357,2.1429,1.1946,18.3953,0.0088,,0.0
985,0.5194,0.0054,,484.0,10.1903,3.92,21.22,0.25,25.04,7.7,0.0,0.0,-5548.25,0.0051,0.8181,2.5398,3.6955,2.0042,9.1013,0.1552,,8.9793,83.6681,1.0988,8.8546,0.0851,2.4043,50.739,0.0,,0.0,64.5531,0.0017,0.2714,0.8085,118.3618,3.8894,1.1571,0.9609,82.9177,5.0973,0.5481,2.7593,3.3624,730.5659,2.3753,8.5496,38.2634,37.6327,0.0,0.5229,0.825,1.0899,6.3496,6.8694,,,,,,,15.4662,8.98,0.1556,2.8688,1.6874,9.0462,0.0162,,0.0
986,0.5939,0.0103,,1054.0,9.6885,4.91,20.42,0.5,16.64,10.32,0.0,0.0,-5648.0,0.0017,0.9406,4.7729,3.8548,2.0227,18.3632,0.171,,9.4101,84.052,1.4734,8.8581,0.1484,2.6355,50.137,0.0,,0.0,64.6559,0.0005,0.3183,1.4222,117.8936,2.0607,0.9665,2.3253,20.6523,6.1303,1.0573,3.4611,3.2358,730.1765,4.8047,17.9377,35.3704,22.4803,0.0,0.1692,0.9351,2.0682,6.5086,5.2317,16.02,0.46,6.6619,0.1897,3.9815,0.6418,15.4662,11.76,0.2441,4.0477,2.2071,10.5023,,,0.0
987,0.5956,0.0172,,541.0,8.573,7.11,22.5,1.126,10.04,7.07,0.0,0.0,-6445.0,,,,3.2988,1.8847,15.1502,0.1616,,9.2286,86.0222,2.3501,9.2016,0.2942,2.2596,50.5239,0.0,7.1001,0.0,64.0447,,,,118.1136,2.1612,0.9665,1.7564,10.8363,6.9476,1.7886,5.0872,3.5633,735.6515,11.078,12.9477,41.4387,23.7291,0.0,,,,5.5651,4.5112,20.68,0.93,9.2278,0.3435,5.057,1.2005,15.4662,7.36,0.188,2.3911,1.3863,10.9598,,160.5119,0.0
988,0.4046,0.0115,,420.0,9.3865,5.01,17.71,1.319,22.33,3.78,0.0,0.0,-5441.5,0.0016,0.7686,4.3185,3.862,2.0122,16.4729,0.1165,,9.0635,84.5509,1.8152,9.6136,0.3719,1.1234,50.9199,0.0,6.8939,0.0,64.7472,0.0004,0.2703,1.3569,119.5168,1.3593,1.4933,2.0115,13.2147,4.3109,1.1769,3.5336,2.8016,732.6486,12.8398,13.7082,15.2778,27.9095,0.0,0.1676,0.7654,1.8746,6.6669,5.8475,16.66,1.85,7.0487,0.7651,4.0992,2.4748,15.4662,8.05,0.4025,2.6506,1.518,16.7005,,152.6493,0.0
989,0.4264,0.0108,,549.0,9.9054,4.05,16.61,0.443,30.24,8.51,0.0,0.0,-5482.5,0.0024,0.6161,4.1246,4.081,2.0183,17.5121,0.1355,,8.2801,85.2826,1.1757,8.1161,0.1251,2.3604,50.4944,0.0,,0.0,64.5502,0.0008,0.2225,1.3222,118.3048,1.447,1.4933,2.41,16.5372,4.3047,1.1152,2.8648,2.6629,722.095,4.1783,7.1562,26.4738,31.6384,0.0,0.249,0.6159,1.7829,6.8914,5.6338,13.46,1.08,6.3274,0.3971,3.4296,1.487,15.4662,10.63,0.2428,3.6826,2.0011,10.8309,0.017,,0.0
990,0.3987,0.0149,,595.0,9.6486,8.69,19.89,1.287,17.37,12.13,0.0,0.0,-5307.5,,,,3.9228,1.9837,19.5809,0.1238,,10.0575,86.0222,3.0405,9.2016,0.4343,3.4843,50.5239,0.0,7.9999,0.0,64.0447,,,,118.1136,1.2955,0.9665,2.693,12.0092,4.1317,1.5432,6.4166,3.1634,736.3664,12.671,17.3037,38.8001,22.1172,0.0,,,,6.5651,4.4564,16.23,0.87,7.0941,0.3417,4.0671,1.1829,32.8059,10.19,0.3099,3.577,1.9107,13.1943,,156.2715,0.0
991,1.1671,0.0098,,390.0,9.0469,8.58,20.4,0.355,13.77,6.4,0.0,0.0,-5648.25,0.0024,0.5851,2.8322,3.8898,1.9945,18.3632,0.3386,,8.7432,84.3441,3.15,8.9833,0.1022,2.0519,50.6379,0.0,,0.0,64.7846,0.0007,0.1716,0.8893,119.6042,2.0607,1.4933,2.3253,20.6523,12.9003,1.0037,6.0895,3.2479,727.0694,3.407,7.8734,25.8286,8.4358,0.0,0.2484,0.5836,1.2205,6.5674,8.0642,18.85,1.83,8.2324,0.7498,4.6602,2.4117,15.4662,10.19,0.3099,3.577,1.9107,13.1943,0.02,,0.0
992,0.5532,0.0083,,648.0,9.2141,9.99,23.04,0.296,18.49,9.27,0.0,0.0,-5471.75,,,,4.061,2.0145,20.4491,0.1607,,8.0622,84.1896,3.2209,8.8519,0.079,2.5035,50.1963,0.0,,0.0,64.6928,,,,118.031,1.3996,0.9665,2.5978,4.1812,6.0035,0.8475,7.2244,3.7163,721.8023,2.7954,6.2739,59.4751,10.8642,0.0,,,,6.9709,5.3975,18.38,0.16,8.7779,0.068,4.5202,0.2206,27.7386,10.93,0.2775,3.7154,2.0496,11.8225,,,0.0
