,F152,F16,F185,F187,F206,F209,F244,F245,F246,F252,F287,F321,F342,F347,F382,F383,F384,F4,F413,F425,F457,F459,F46,F478,F516,F517,F518,F524,F572,F573,F574,F576,F577,F74
766,0.5854,9.9439,5.69,13.16,0.0,0.0,,,,2.6114,0.1705,1.7166,0.0,0.0,,,,1.2753,11.9761,5.8871,4.0472,2.0768,737.5547,0.0,,,,4.5584,11.93,0.261,4.0468,2.2456,10.8757,0.0
767,0.501,9.7508,5.64,16.23,0.0,0.0,,,,1.1245,0.1447,1.7252,0.0,0.0,,,,1.433,10.6665,5.1376,3.9165,2.6111,716.165,0.0,,,,1.9222,6.58,0.2566,2.3367,1.226,11.768,0.0
768,0.4491,9.6928,4.1,12.01,0.0,0.0,,,,2.2567,0.1293,1.3142,0.0,0.0,,,,1.2753,11.9761,4.6332,2.7705,1.9233,714.0863,0.0,,,,3.8265,8.42,0.3606,2.9357,1.5763,15.3241,0.0
769,0.4472,9.6638,7.72,19.79,0.0,0.0,,,,3.3326,0.1292,2.3941,0.0,0.0,,,,1.5377,102.5783,4.6275,5.3915,3.1667,721.5274,0.0,,,,5.7074,7.0699,0.3747,2.2791,1.3258,16.1391,0.0
770,0.4251,10.7607,6.41,14.96,0.0,0.0,,,,3.3807,0.1237,1.9725,0.0,0.0,,,,0.7809,21.2297,3.9507,4.5475,2.36,737.7253,0.0,,,,5.9707,11.93,0.261,4.0468,2.2456,10.8757,0.0
771,0.4106,9.7102,5.83,14.14,0.0,0.0,,,,3.0621,0.1451,1.7163,0.0,0.0,,,,1.5424,25.0895,4.2284,4.0432,2.2574,721.9808,0.0,,,,5.2038,7.02,0.1694,2.5787,1.3108,8.5456,0.0
772,0.391,9.5756,5.35,11.37,0.0,0.0,,,,2.1225,0.12,1.6981,0.0,0.0,,,,1.3947,40.8872,4.0835,3.6178,1.8161,717.6098,0.0,,,,3.7003,5.86,0.3071,2.1212,1.092,12.7505,0.0
773,0.4074,10.7163,8.23,11.09,0.0,0.0,0.0042,0.6877,3.7395,3.5308,0.1194,2.5256,0.0,0.0,0.0013,0.2278,1.4496,1.0863,56.5322,3.8021,5.5198,1.7588,721.3287,0.0,0.4348,0.6504,1.6205,6.2482,10.52,0.3321,3.9085,1.9714,14.0763,0.0
774,0.5464,9.8336,6.11,15.67,0.0,0.0,,,,1.8358,0.1547,1.8103,0.0,0.0,,,,1.2545,47.8035,5.5567,4.4261,2.5392,716.6918,0.0,,,,3.1415,7.71,0.2835,2.7384,1.441,16.6894,0.0
775,0.4797,9.8346,12.14,16.53,0.0,0.0,,,,3.4979,0.1387,3.4777,0.0,0.0,,,,1.3968,8.0907,4.8779,8.4328,2.5749,743.5534,0.0,,,,6.1941,10.37,0.5308,3.5821,1.9432,24.5216,0.0
776,0.3047,10.5746,5.17,15.09,0.0,0.0,0.0033,1.4121,4.8302,1.1749,0.0932,1.7954,0.0,0.0,0.0011,0.5142,1.6826,1.0863,56.5322,2.8811,3.5923,2.4313,714.6424,0.0,0.334,1.393,2.0892,2.005,10.58,0.3043,3.806,1.9747,13.3368,0.0
777,0.2861,10.4027,5.88,9.85,0.0,0.0,,,,1.9304,0.0895,1.5336,0.0,0.0,,,,1.3947,40.8872,2.7506,4.1869,1.5891,717.4855,0.0,,,,3.273,8.72,0.2363,3.1199,1.6193,10.6737,0.0
778,0.5575,9.8103,6.18,22.02,0.0,0.0,,,,1.7209,0.1586,1.8787,0.0,0.0,,,,1.4202,26.3684,5.6824,4.559,3.5185,732.7438,0.0,,,,2.9381,8.72,0.2363,3.1199,1.6193,10.6737,0.0
779,0.3799,10.6683,9.51,9.1,0.0,0.0,,,,4.4888,0.1126,2.7222,0.0,0.0,,,,1.3947,40.8872,3.5607,6.6162,1.4648,715.1029,0.0,,,,7.7527,5.86,0.3071,2.1212,1.092,12.7505,0.0
780,0.4921,9.9146,5.51,15.13,0.0,0.0,,,,1.7072,0.1461,1.8161,0.0,0.0,,,,1.3922,30.38,4.9635,3.8222,2.4377,714.4207,0.0,,,,2.929,9.81,0.4124,3.5109,1.8368,18.8079,0.0
781,0.5033,9.7815,5.81,13.84,0.0,0.0,0.0022,0.8756,3.9482,1.0706,0.1426,1.6289,0.0,0.0,0.0006,0.2663,1.4632,1.3947,40.8872,5.145,4.0283,2.2049,724.9828,0.0,0.226,0.8521,1.7092,1.8345,13.35,0.2637,4.874,2.5068,12.1186,0.0
782,0.4013,9.3928,6.36,14.19,0.0,0.0,,,,3.1782,0.126,2.0056,0.0,0.0,,,,1.433,10.6665,4.2721,4.4346,2.2308,738.9597,0.0,,,,5.4175,6.56,0.3269,2.0663,1.225,14.3891,0.0
783,0.4531,10.6916,6.67,12.71,0.0,0.0,0.0019,1.2082,4.7965,1.0394,0.1302,2.112,0.0,0.0,0.0006,0.3636,1.7108,1.3947,40.8872,4.2381,4.604,2.0487,712.7835,0.0,0.1933,1.1863,2.0779,1.7819,5.86,0.3071,2.1212,1.092,12.7505,0.0
784,0.5044,9.7287,4.93,16.91,0.0,0.0,,,,1.8729,0.1427,1.4746,0.0,0.0,,,,1.2545,47.8035,5.1848,3.7282,2.7193,730.1735,0.0,,,,3.1915,8.63,0.4327,3.0837,1.618,18.4445,0.0
785,0.4043,9.3549,6.91,8.39,0.0,0.0,,,,2.0313,0.1262,2.317,0.0,0.0,,,,1.3968,8.0907,4.3215,4.7766,1.3423,719.2029,0.0,,,,3.469,9.11,0.2426,3.0971,1.7008,10.8262,0.0
786,0.3734,9.4039,5.81,13.4,0.0,0.0,,,,3.3438,0.1177,1.9757,0.0,0.0,,,,1.3968,8.0907,3.9706,4.0459,2.1593,713.3832,0.0,,,,5.8149,8.42,0.3606,2.9357,1.5763,15.3241,0.0
787,0.3955,9.3764,6.76,10.29,0.0,0.0,,,,1.8481,0.1214,2.1742,0.0,0.0,,,,1.0321,25.2106,4.2183,4.6499,1.6595,712.5823,0.0,,,,3.1553,9.11,0.2426,3.0971,1.7008,10.8262,0.0
788,0.3708,9.6851,8.15,10.32,0.0,0.0,,,,4.2196,0.1114,2.8422,0.0,0.0,,,,1.4139,23.3882,3.8282,5.6216,1.6217,734.0239,0.0,,,,7.1316,11.81,0.1579,3.9963,2.2164,9.617,0.0
789,0.3816,9.7035,3.75,23.81,0.0,0.0,,,,4.2741,0.1148,1.123,0.0,0.0,,,,1.4139,23.3882,3.9331,2.5712,3.7774,724.2021,0.0,,,,7.202,10.92,0.2937,3.7983,2.0444,17.6552,0.0
790,0.4472,10.7068,7.16,10.62,0.0,0.0,0.0022,1.4204,2.0136,1.0559,0.1294,1.7329,0.0,0.0,0.0007,0.4065,0.6584,1.3968,8.0907,4.1772,5.0179,1.7121,716.0344,0.0,0.2235,1.39,0.8648,1.8138,10.44,0.1893,3.7662,1.9423,10.9358,0.0
791,0.4066,9.1275,7.37,9.54,0.0,0.0,,,,2.2967,0.1212,2.202,0.0,0.0,,,,1.1369,32.2042,4.4551,4.9609,1.5253,715.0151,0.0,,,,3.9088,6.87,0.3055,2.4142,1.2719,16.9748,0.0
792,1.1089,9.004,6.68,9.46,0.0,0.0,,,,1.6248,0.3227,2.208,0.0,0.0,,,,1.1369,32.2042,12.3159,4.53,1.5118,716.684,0.0,,,,2.7792,6.87,0.3055,2.4142,1.2719,16.9748,0.0
793,0.3383,9.3579,6.54,12.42,0.0,0.0,,,,1.5719,0.1085,1.9142,0.0,0.0,,,,1.1369,32.2042,3.615,4.5271,2.002,712.8429,0.0,,,,2.6891,8.42,0.3606,2.9357,1.5763,15.3241,0.0
794,0.4135,9.5449,3.04,13.03,0.0,0.0,,,,3.438,0.1175,0.924,0.0,0.0,,,,1.0863,56.5322,4.3325,2.1356,2.104,714.8495,0.0,,,,6.1213,6.58,0.2566,2.3367,1.226,11.768,0.0
795,0.5885,9.8111,11.0,17.88,0.0,0.0,,,,1.7824,0.1685,3.0533,0.0,0.0,,,,1.4202,26.3684,5.9988,7.7011,2.8298,731.9578,0.0,,,,3.05,9.43,0.5611,3.4173,1.7681,23.3488,0.0
796,0.5582,9.913,8.95,19.46,0.0,0.0,,,,2.4871,0.1622,2.6021,0.0,0.0,,,,1.0321,25.2106,5.6309,6.0995,3.0186,746.6661,0.0,,,,4.2823,9.5,0.3875,3.4972,1.7927,16.6009,0.0
797,0.4841,9.6912,6.32,23.19,0.0,0.0,,,,1.7657,0.137,1.802,0.0,0.0,,,,1.3947,40.8872,4.9956,4.4178,3.6751,730.7969,0.0,,,,2.9974,9.43,0.5611,3.4173,1.7681,23.3488,0.0
798,0.393,9.4838,7.79,22.5,0.0,0.0,,,,4.6217,0.1156,2.4515,0.0,0.0,,,,1.2686,34.7727,4.1439,5.3278,3.5563,729.5686,0.0,,,,7.7927,9.43,0.5611,3.4173,1.7681,23.3488,0.0
799,0.2599,10.4251,8.45,9.58,0.0,0.0,0.0066,0.8864,4.7601,3.5949,0.08,3.0452,0.0,0.0,0.0018,0.3046,1.273,1.2686,34.7727,2.4929,5.7272,1.5381,712.5725,0.0,0.6727,0.872,2.0502,6.1436,6.86,0.2798,2.3387,1.2888,12.6164,0.0
800,0.3,10.4363,6.19,11.16,0.0,0.0,,,,3.2515,0.0903,2.0194,0.0,0.0,,,,1.5447,9.9768,2.8742,4.1507,1.7729,719.7742,0.0,,,,5.5349,7.71,0.2835,2.7384,1.441,16.6894,0.0
801,0.7348,9.4602,10.86,25.65,0.0,0.0,,,,3.9187,0.2174,3.1061,0.0,0.0,,,,1.3084,17.1239,7.7669,7.8719,4.0812,731.0689,0.0,,,,6.6283,7.6801,0.3167,2.8315,1.4317,15.9851,0.0
802,0.2891,10.5181,4.75,21.29,0.0,0.0,,,,4.0491,0.0904,1.442,0.0,0.0,,,,1.2686,34.7727,2.7489,3.3337,3.3562,734.4737,0.0,,,,6.8775,10.92,0.2937,3.7983,2.0444,17.6552,0.0
803,0.4404,9.3875,7.27,18.49,0.0,0.0,,,,4.5352,0.127,2.1337,0.0,0.0,,,,1.4139,23.3882,4.6917,5.141,2.925,731.294,0.0,,,,7.6564,10.92,0.2937,3.7983,2.0444,17.6552,0.0
804,0.4486,9.4275,8.72,8.48,0.0,0.0,0.0092,8.6977,10.4632,3.0466,0.1271,2.6015,0.0,0.0,0.0027,2.6216,2.8074,1.0961,44.0828,4.7582,5.9605,1.3614,714.9829,0.0,0.941,8.4804,4.5171,5.1466,5.86,0.3071,2.1212,1.092,12.7505,0.0
805,0.4626,9.445,12.62,17.83,0.0,0.0,0.0022,1.0309,3.2436,1.5886,0.1348,3.5487,0.0,0.0,0.0007,0.3197,1.0492,1.1721,24.7672,4.8975,8.7571,2.7669,748.2793,0.0,0.2205,1.0112,1.399,2.7208,9.03,0.3924,3.1569,1.7048,16.6976,0.0
806,0.3288,10.3454,6.36,16.15,0.0,0.0,0.0017,0.7772,5.1553,2.9195,0.0988,1.7377,0.0,0.0,0.0006,0.2784,1.4462,1.0961,44.0828,3.178,4.4615,2.5617,729.2824,0.0,0.1746,0.7655,2.2393,4.9617,10.92,0.2937,3.7983,2.0444,17.6552,0.0
807,0.5673,9.3152,5.29,13.55,0.0,0.0,0.0041,1.329,3.7095,4.368,0.163,2.0349,0.0,0.0,0.0012,0.3736,1.0162,1.513,12.017,6.0905,3.6894,2.1864,712.9565,0.0,0.4161,1.317,1.5944,7.3843,8.72,0.2363,3.1199,1.6193,10.6737,0.0
808,0.3669,10.5031,6.26,24.86,0.0,0.0,,,,3.8861,0.1079,2.1073,0.0,0.0,,,,1.2686,34.7727,3.4934,4.4463,3.9536,731.4903,0.0,,,,6.6341,8.72,0.2363,3.1199,1.6193,10.6737,0.0
809,0.4787,9.5662,5.86,24.78,0.0,0.0,,,,2.5565,0.1392,1.6032,0.0,0.0,,,,1.513,12.017,5.0037,4.223,3.8927,747.5561,0.0,,,,4.4243,10.92,0.2937,3.7983,2.0444,17.6552,0.0
810,0.5055,9.7689,4.73,22.16,0.0,0.0,,,,1.9252,0.1443,1.4716,0.0,0.0,,,,1.0961,44.0828,5.1746,3.2721,3.4878,735.144,0.0,,,,3.2544,9.43,0.5611,3.4173,1.7681,23.3488,0.0
811,0.499,9.4619,5.28,12.38,0.0,0.0,0.0026,1.0157,4.4418,2.7669,0.1446,1.6837,0.0,0.0,0.0008,0.3113,1.2653,1.0961,44.0828,5.2741,3.7007,1.9959,715.1215,0.0,0.2612,1.0002,1.9161,4.6724,5.86,0.3071,2.1212,1.092,12.7505,0.0
812,0.1736,10.356,5.09,14.46,0.0,0.0,0.0032,0.9778,4.432,1.7496,0.0633,1.7217,0.0,0.0,0.001,0.2706,1.3719,1.499,40.5482,1.6765,3.5771,2.3323,717.2754,0.0,0.3302,0.9631,1.9041,3.0334,9.11,0.2426,3.0971,1.7008,10.8262,0.0
813,0.5558,9.9201,4.01,12.91,0.0,0.0,0.0042,0.8828,2.9768,3.5707,0.1604,1.3778,0.0,0.0,0.0012,0.3014,0.9057,1.7112,26.3461,5.6028,2.8347,2.0892,714.3267,0.0,0.4255,0.8728,1.2822,6.0664,9.91,0.2574,3.5688,1.8529,10.6739,0.0
814,0.5307,9.949,3.89,17.34,,,,,,2.5364,0.1549,1.1939,,,,,,1.1127,26.436,5.3339,2.8058,2.7689,728.1839,,,,,4.2968,13.09,0.2914,4.4838,2.453,12.7241,
815,0.4474,9.4058,4.91,20.92,0.0,0.0,,,,4.0226,0.1302,1.5035,0.0,0.0,,,,1.1721,24.7672,4.7561,3.3725,3.2672,741.2535,0.0,,,,6.979,9.5099,0.3054,3.4888,1.7787,14.0116,0.0
816,0.3761,9.4768,5.32,11.41,0.0,0.0,0.0033,1.0097,3.7661,2.7963,0.1114,1.666,0.0,0.0,0.0009,0.345,1.0723,1.499,40.5482,3.9686,3.7683,1.8474,713.5728,0.0,0.3396,1.0005,1.62,4.753,5.86,0.3071,2.1212,1.092,12.7505,0.0
817,0.4208,9.4026,5.33,14.48,0.0,0.0,0.0023,0.6558,2.4365,4.465,0.1271,1.6517,0.0,0.0,0.0009,0.2513,0.7245,1.1827,45.9396,4.4753,3.8076,2.3529,711.6864,0.0,0.2351,0.6478,1.049,7.6011,11.15,0.3498,3.8734,2.0931,15.6008,0.0
818,0.3598,9.5326,5.51,19.11,0.0,0.0,,,,3.7685,0.1076,1.5429,0.0,0.0,,,,1.3174,29.4871,3.7748,3.8558,2.999,740.2365,0.0,,,,6.4429,10.92,0.2937,3.7983,2.0444,17.6552,0.0
819,0.4537,9.7047,7.78,23.29,0.0,0.0,,,,3.8426,0.1308,2.184,0.0,0.0,,,,1.1127,26.436,4.6747,5.3878,3.7041,723.9949,0.0,,,,6.5884,10.92,0.2937,3.7983,2.0444,17.6552,0.0
820,0.3669,9.5053,7.2,10.8,0.0,0.0,0.0047,1.3745,3.7244,4.2292,0.1088,2.5837,0.0,0.0,0.0014,0.4737,1.1309,1.499,40.5482,3.8598,4.8222,1.7322,711.9609,0.0,0.4774,1.3568,1.6059,7.1283,9.11,0.2426,3.0971,1.7008,10.8262,0.0
821,0.4733,9.9243,6.17,17.41,0.0,0.0,0.0045,0.9406,1.7556,1.2313,0.1415,2.0385,0.0,0.0,0.0015,0.3045,0.6716,1.3907,23.7274,4.7688,4.3969,2.8209,713.6255,0.0,0.4653,0.9247,0.7542,2.135,10.59,0.3212,3.4596,1.9884,14.8682,0.0
822,0.4353,9.4304,7.38,16.78,0.0,0.0,0.0017,0.7525,4.3818,2.4473,0.1245,2.4103,0.0,0.0,0.0006,0.2983,1.2761,1.2686,34.7727,4.6155,5.5893,2.693,732.4333,0.0,0.1733,0.7404,1.8856,4.2071,8.63,0.4327,3.0837,1.618,18.4445,0.0
823,0.5425,9.8218,8.12,9.78,0.0,0.0,0.0032,1.5336,2.7259,2.0928,0.1555,2.7649,0.0,0.0,0.0011,0.4293,0.804,1.0961,44.0828,5.5234,5.3723,1.5589,715.3991,0.0,0.3329,1.5129,1.171,3.5409,11.81,0.1579,3.9963,2.2164,9.617,0.0
824,0.4249,9.6217,3.6,21.22,0.0,0.0,0.0031,0.5211,3.0326,1.7235,0.1239,1.4175,0.0,0.0,0.001,0.1377,0.9135,1.5156,4.0416,4.4159,2.5049,3.379,724.0094,0.0,0.3166,0.5127,1.3046,2.9493,9.97,0.1638,3.514,1.8666,7.5875,0.0
825,0.4949,9.724,5.67,15.96,0.0,0.0,,,,2.6671,0.1409,1.9512,0.0,0.0,,,,1.442,14.596,5.0896,4.0582,2.5914,713.864,0.0,,,,4.5159,7.71,0.2835,2.7384,1.441,16.6894,0.0
826,0.3718,10.7958,4.94,11.57,0.0,0.0,0.0037,0.8762,4.9149,4.2733,0.111,1.6939,0.0,0.0,0.0011,0.2885,1.7831,1.5447,9.9768,3.4444,3.3221,1.8419,718.6023,0.0,0.382,0.8641,2.121,7.3169,6.84,0.1489,2.2582,1.2779,7.9159,0.0
827,0.3387,10.7861,3.48,21.95,0.0,0.0,,,,1.7144,0.1044,1.0957,0.0,0.0,,,,1.2557,21.3224,3.1404,2.4228,3.5041,721.8324,0.0,,,,2.9452,10.92,0.2937,3.7983,2.0444,17.6552,0.0
828,0.3443,9.716,8.2,18.21,0.0,0.0,,,,1.972,0.1049,2.3501,0.0,0.0,,,,1.2686,34.7727,3.5435,5.8196,2.8309,751.7935,0.0,,,,3.323,7.5,0.2423,2.6046,1.4072,13.6214,0.0
829,0.4214,9.664,8.89,10.83,0.0,0.0,,,,4.3701,0.1241,2.7791,0.0,0.0,,,,1.8005,29.8083,4.3601,5.985,1.7304,715.4425,0.0,,,,7.4239,8.63,0.4327,3.0837,1.618,18.4445,0.0
830,0.3048,9.5431,2.29,18.48,0.0,0.0,0.0028,1.0247,3.6149,2.3929,0.094,0.9501,0.0,0.0,0.0009,0.3616,0.9081,1.1127,26.436,3.1943,1.6091,2.9377,727.6867,0.0,0.2829,1.0108,1.555,4.0788,10.92,0.2937,3.7983,2.0444,17.6552,0.0
831,0.4588,10.7168,6.12,20.83,0.0,0.0,,,,3.1193,0.1332,2.076,0.0,0.0,,,,1.5447,9.9768,4.2815,4.0661,3.311,717.3122,0.0,,,,5.3171,9.62,0.2673,3.2966,1.7949,11.8075,0.0
832,0.419,10.0666,4.23,17.76,0.0,0.0,0.0028,0.6529,2.2691,2.6597,0.1271,1.2854,0.0,0.0,0.0011,0.2322,0.6953,1.0518,21.2293,4.162,2.9473,2.8122,729.5739,0.0,0.2907,0.6425,0.976,4.4839,10.92,0.2937,3.7983,2.0444,17.6552,0.0
833,0.507,10.6553,5.32,19.65,0.0,0.0,0.0033,1.0825,3.7902,2.6328,0.158,1.5441,0.0,0.0,0.0012,0.3694,1.0937,1.0518,21.2293,4.7584,3.7365,3.1389,722.5888,0.0,0.3414,1.0684,1.6398,4.4912,10.92,0.2937,3.7983,2.0444,17.6552,0.0
834,0.3687,9.4594,5.24,16.53,0.0,0.0,,,,2.2723,0.1122,1.6212,0.0,0.0,,,,1.1993,32.2044,3.8975,3.8351,2.6638,722.0166,0.0,,,,3.9199,10.8,0.3051,3.894,2.0351,15.1082,0.0
835,0.4143,9.4707,11.52,24.59,0.0,0.0,0.0046,0.5928,4.3682,1.6236,0.1245,3.4049,0.0,0.0,0.0013,0.1961,1.0708,1.1351,31.3541,4.3746,8.1753,3.966,716.5268,0.0,0.468,0.582,1.8796,2.8032,7.19,0.2345,2.4961,1.3573,10.5084,0.0
836,0.4686,10.426,5.13,20.13,0.0,0.0,,,,2.1441,0.1395,1.6571,0.0,0.0,,,,1.3907,23.7274,4.4947,3.5899,3.2103,724.4595,0.0,,,,3.6879,10.8,0.3051,3.894,2.0351,15.1082,0.0
837,0.3654,9.4661,4.62,18.64,0.0,0.0,,,,2.7596,0.1105,1.5058,0.0,0.0,,,,1.6392,20.6105,3.8603,3.3264,2.9687,729.8849,0.0,,,,4.6779,9.57,0.26,3.3175,1.7901,11.5777,0.0
838,0.2378,10.4536,11.63,20.3,0.0,0.0,0.0061,0.4214,3.7503,1.6717,0.0752,3.2962,0.0,0.0,0.0021,0.1461,1.0762,1.3907,23.7274,2.275,8.2835,3.301,711.3435,0.0,0.6295,0.4158,1.6072,2.9233,7.19,0.2345,2.4961,1.3573,10.5084,0.0
839,0.4763,9.7876,5.76,19.6,0.0,0.0,,,,4.0584,0.1429,1.7515,0.0,0.0,,,,1.5333,21.8936,4.8668,3.9477,3.1165,725.0493,0.0,,,,6.8724,10.92,0.2937,3.7983,2.0444,17.6552,0.0
840,0.2941,10.332,4.54,23.04,0.0,0.0,,,,1.536,0.0902,1.6301,0.0,0.0,,,,1.6392,20.6105,2.8469,3.2539,3.6801,725.8182,0.0,,,,2.6556,8.32,0.3284,2.9485,1.5631,14.5146,0.0
841,0.4312,9.7648,7.18,22.15,0.0,0.0,,,,1.5621,0.1319,2.1532,0.0,0.0,,,,1.6013,19.3863,4.416,4.962,3.4886,732.2075,0.0,,,,2.6923,10.92,0.2937,3.7983,2.0444,17.6552,0.0
842,0.2446,10.3944,5.04,17.54,0.0,0.0,0.0034,1.0004,2.1707,1.456,0.0744,1.4862,0.0,0.0,0.0013,0.3191,0.6561,1.3907,23.7274,2.3535,3.5083,2.7943,724.1972,0.0,0.3469,0.983,0.9313,2.5148,13.49,0.2662,4.6475,2.5356,11.251,0.0
843,0.367,10.7348,8.15,18.17,0.0,0.0,0.0028,0.5402,4.8896,1.7789,0.1159,2.7076,0.0,0.0,0.001,0.1615,1.2993,1.7112,26.3461,3.4192,5.7593,2.8892,729.0202,0.0,0.2847,0.5301,2.1107,3.0136,6.66,0.3509,2.3039,1.2415,14.985,0.0
844,0.6192,9.9622,5.6,12.96,0.0,0.0,,,,3.8807,0.1875,1.5863,0.0,0.0,,,,1.3907,23.7274,6.2156,3.9001,2.0845,715.3783,0.0,,,,6.6936,7.46,0.2142,2.6771,1.3901,12.3627,0.0
845,0.4427,9.9808,5.45,21.36,0.0,0.0,0.0031,3.8087,5.3427,3.1242,0.132,1.5558,0.0,0.0,0.0011,1.1532,1.7018,1.1665,12.0612,4.436,3.7885,3.3685,734.0051,0.0,0.3171,3.6125,2.3081,5.4484,9.43,0.5611,3.4173,1.7681,23.3488,0.0
846,0.2308,10.3504,5.33,18.05,,,0.0041,0.8749,3.3238,4.2827,0.0711,1.6002,,,0.0015,0.2875,0.9951,1.0772,32.624,2.2301,3.7742,2.8585,731.5726,,0.4215,0.8596,1.4338,7.247,13.44,0.2843,4.5361,2.5217,11.6852,
847,0.4699,9.7158,6.89,19.1,0.0,0.0,0.0057,0.5001,4.3072,4.3054,0.1369,2.555,0.0,0.0,0.0018,0.1819,1.4481,1.2856,21.2547,4.8365,4.9679,3.0675,722.013,0.0,0.5853,0.4941,1.8487,7.2167,10.8,0.3051,3.894,2.0351,15.1082,0.0
848,1.5035,9.2397,6.73,22.56,0.0,0.0,,,,5.8064,0.4375,1.9488,0.0,0.0,,,,1.3281,15.42,16.2719,4.6822,3.6035,722.6588,0.0,,,,10.4816,10.8,0.3051,3.894,2.0351,15.1082,0.0
849,1.5048,9.2191,12.05,22.94,0.0,0.0,,,,0.849,0.4398,3.5813,0.0,0.0,,,,1.2513,10.994,16.3229,8.5178,3.6582,727.0588,0.0,,,,1.4575,10.8,0.3051,3.894,2.0351,15.1082,0.0
850,0.3593,9.9852,7.83,24.23,0.0,0.0,0.0041,1.0261,1.375,4.3831,0.1088,2.1423,0.0,0.0,0.0014,0.3206,0.4531,0.8161,11.6394,3.5979,5.5847,3.9144,717.5576,0.0,0.4211,1.0165,0.5902,7.7421,10.59,0.3212,3.4596,1.9884,14.8682,0.0
851,0.387,9.9475,12.67,29.13,0.0,0.0,,,,2.3058,0.1197,3.7184,0.0,0.0,,,,0.786,8.9003,3.8901,9.1126,4.6623,725.1346,0.0,,,,3.9286,8.7,0.4908,3.1112,1.6268,24.1504,0.0
852,0.3609,10.6762,5.11,23.6,0.0,0.0,0.0029,1.0617,3.7912,1.5727,0.1142,1.5164,0.0,0.0,0.001,0.308,1.115,1.2557,21.3224,3.3806,3.5438,3.7293,731.9505,0.0,0.2953,1.0478,1.6317,2.6807,10.92,0.2937,3.7983,2.0444,17.6552,0.0
853,0.4097,9.9878,4.69,18.04,0.0,0.0,0.0021,0.955,5.5276,2.7908,0.1267,1.642,0.0,0.0,0.0008,0.298,1.5621,0.786,8.9003,4.1015,3.1698,2.8452,725.6713,0.0,0.2188,0.9484,2.3876,4.7708,8.98,0.1556,2.8688,1.6874,9.0462,0.0
854,0.3718,9.4302,3.57,15.22,0.0,0.0,,,,4.2238,0.1147,1.2177,0.0,0.0,,,,1.6392,20.6105,3.9428,2.5649,2.468,715.4936,0.0,,,,7.0979,7.71,0.2835,2.7384,1.441,16.6894,0.0
855,0.4005,9.6012,4.22,17.31,0.0,0.0,0.0037,1.1615,3.6658,2.9013,0.1195,1.3407,0.0,0.0,0.0012,0.3892,0.9708,1.0518,21.2293,4.1708,2.9032,2.7668,719.4917,0.0,0.3833,1.1448,1.5788,4.9409,10.92,0.2937,3.7983,2.0444,17.6552,0.0
856,0.4182,9.4419,8.34,15.84,0.0,0.0,,,,4.6681,0.1258,2.8722,0.0,0.0,,,,1.3459,18.5588,4.4294,5.8735,2.5236,727.5248,0.0,,,,7.8737,6.59,0.4641,2.3352,1.2395,22.6363,0.0
857,0.2273,10.1661,5.37,20.21,0.0,0.0,,,,2.5672,0.0838,1.6908,0.0,0.0,,,,1.4083,7.8086,2.2356,3.7976,3.2252,725.0124,0.0,,,,4.4957,10.59,0.3212,3.4596,1.9884,14.8682,0.0
858,0.4368,9.5631,8.99,18.44,0.0,0.0,0.0033,0.9562,3.0594,4.1175,0.1272,3.2259,0.0,0.0,0.0011,0.2975,1.0846,1.3393,59.9813,4.5674,6.1482,2.935,722.6774,0.0,0.3417,0.9385,1.3191,6.9403,9.34,0.4487,3.21,1.7511,20.9001,0.0
859,0.4255,9.569,8.99,16.21,0.0,0.0,0.0041,1.3037,3.7052,4.1623,0.1245,3.0551,0.0,0.0,0.0013,0.4763,1.0935,1.1827,45.9396,4.4463,6.1642,2.5835,721.9045,0.0,0.4216,1.286,1.6026,7.0057,13.49,0.2662,4.6475,2.5356,11.251,0.0
860,0.3801,10.562,6.66,10.05,0.0,0.0,0.0029,0.7366,3.9261,1.7818,0.1137,2.4011,0.0,0.0,0.0009,0.2516,1.2844,1.1419,50.1292,3.5987,4.5479,1.5877,728.2708,0.0,0.296,0.719,1.6931,3.0472,10.83,0.2222,4.0301,2.0351,9.0851,0.0
861,0.4123,10.5937,8.75,11.52,0.0,0.0,,,,1.7835,0.1237,2.8019,0.0,0.0,,,,1.0863,56.5322,3.8917,6.3465,1.8505,723.4291,0.0,,,,3.1185,5.3,0.3411,1.7213,0.9842,16.4231,0.0
862,0.4535,9.5612,7.74,25.22,0.0,0.0,,,,1.8255,0.131,2.5868,0.0,0.0,,,,1.3393,59.9813,4.7431,5.5597,4.0305,728.0075,0.0,,,,3.0808,10.06,0.426,3.1648,1.8982,19.0062,0.0
863,0.6752,10.8515,9.11,15.96,0.0,0.0,,,,4.0904,0.1909,2.9778,0.0,0.0,,,,0.9113,10.9785,6.2223,6.6745,2.5478,730.4559,0.0,,,,6.8482,11.2401,0.3324,4.0427,2.1095,16.6163,0.0
864,0.436,9.6333,7.22,12.25,0.0,0.0,0.0026,1.0708,3.3878,1.9425,0.1276,2.3123,0.0,0.0,0.0009,0.3194,1.1005,1.3174,29.4871,4.5257,4.8803,1.9298,728.2345,0.0,0.265,1.051,1.4539,3.3183,10.09,0.4944,3.3335,1.8932,22.2222,0.0
865,0.4243,9.4945,5.87,20.76,0.0,0.0,,,,4.0167,0.1241,1.668,0.0,0.0,,,,1.1665,12.0612,4.469,4.2357,3.2726,739.5795,0.0,,,,6.896,10.92,0.2937,3.7983,2.0444,17.6552,0.0
