,F152,F153,F159,F16,F185,F187,F198,F200,F201,F21,F252,F26,F273,F287,F319,F32,F321,F33,F334,F337,F34,F35,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F524,F572,F573,F574,F576,F577
660,0.4387,0.0091,300,9.8325,7.71,20.75,0.335,31.44,5.35,-6295.5,2.1817,1.8942,21.1985,0.1288,11.0644,85.7419,2.8264,8.5788,0.1298,1.5645,50.3811,64.1013,119.341,1.5123,1.1477,3.3867,20.3964,4.4615,0.9433,5.3867,3.2676,735.4829,3.1979,8.73,27.3216,57.7151,3.6623,6.95,0.2106,2.4598,1.2952,10.4125
661,1.0192,0.0123,2848,9.309,11.76,22.6,0.521,18.63,6.11,-5994,1.4724,2.0013,21.1985,0.2916,11.2144,84.7226,3.1528,8.9635,0.1356,1.7878,50.5609,64.2798,118.5886,1.5123,1.1477,3.3867,20.3964,10.9484,1.2722,8.6829,3.5317,749.7943,5.0663,8.0913,19.1498,34.7911,2.5257,6.87,0.2207,2.4785,1.2872,9.6604
662,0.3602,0.0078,1952,9.4946,12.6,20.83,0.367,17.25,4.47,-6900.5,2.0761,1.8847,17.7796,0.1188,10.0446,86.0936,3.8897,8.5891,0.1348,1.3601,50.4484,64.1358,119.1796,0.9618,1.3698,2.4529,24.5156,3.7934,0.8006,9.1604,3.3187,730.1264,3.5244,10.1304,21.7809,19.305,3.5779,6.38,0.2772,2.4093,1.1929,13.121
663,0.3602,0.006,350,10.1641,4.91,13.99,0.422,11.22,5.21,-6204.25,3.2814,1.8865,23.6129,0.1257,6.6337,86.2857,1.7004,8.5855,0.1138,1.4579,50.3174,63.9733,118.8308,1.414,1.7,2.989,15.6198,3.5439,0.6162,3.3733,2.2172,731.7077,3.9744,8.7691,21.5623,7.0745,5.5999,7.39,0.4013,2.6867,1.3786,18.2374
664,0.4192,0.0094,1168,9.7994,8.02,16.2,1.372,18.27,17.41,-5442.75,1.0404,2.0475,17.7796,0.1217,6.1933,85.3154,2.2157,8.5135,0.3552,4.6865,50.3873,64.1605,119.2382,0.9618,1.5275,2.4529,24.5156,4.2781,0.9634,5.5829,2.5823,724.7292,13.0672,30.3839,74.2348,59.2243,1.7833,5.41,0.332,1.8927,1.0039,16.1032
665,0.4694,0.014,470,9.9224,9.78,25.2,0.387,18.35,5.29,-6448.25,1.6503,1.8815,17.6109,0.1381,11.667,85.2601,3.5184,8.5779,0.1208,1.4875,50.3893,64.1459,119.3278,1.4834,1.1477,2.2495,24.5801,4.7309,1.4507,7.2254,3.9914,736.3095,3.7491,10.3587,18.2854,75.368,2.8236,8.65,0.2952,2.8943,1.62,14.5292
666,0.4251,0.0091,466,9.3821,4.48,15.1,0.346,15.61,5.33,-6535.25,6.3531,1.8915,16.1369,0.1353,7.5953,84.2049,1.3632,8.7662,0.0979,1.6294,50.2158,64.006,118.878,1.5487,1.0611,2.1011,24.7664,4.5311,0.9338,3.2154,2.4274,715.5359,3.2573,4.7362,27.256,12.7849,11.2887,8,0.2372,2.7908,1.5023,10.439
667,0.3614,0.0149,0,9.9427,7.5,13.47,0.334,19.36,10.75,0,1.9985,0,17.8681,0.1072,6.5578,85.7833,2.2416,8.7696,0.1009,3.3387,50.124,63.7482,118.7706,1.5188,1.1477,2.5614,14.2082,3.6349,1.5416,5.0475,2.1263,732.2055,3.1515,5.5375,41.1669,51.1959,3.4062,5.41,0.332,1.8927,1.0039,16.1032
668,0.235,0.009,745,9.8599,4.97,17.47,0.267,23.44,7.23,-5442.75,3.2242,2.0042,22.5488,0.0777,6.5397,85.9922,1.6437,8.5334,0.0826,2.0669,50.2818,63.9469,118.5424,0.8066,1.3698,2.7633,12.7253,2.3831,0.928,3.3934,2.7477,737.9392,2.5129,5.2645,27.0392,34.6769,5.4918,8.02,0.215,2.5875,1.5061,10.1404
669,0.374,0.0091,368,10.5027,6.98,14.56,0.664,16.83,10.83,-6451.75,2.1065,1.859,17.4355,0.1096,7.0315,85.0513,2.0836,9.1156,0.1826,2.6425,50.5031,63.9509,117.643,1.0203,1.1147,2.4606,17.36,3.5612,0.9383,5.1068,2.3418,726.4588,6.3603,24.3798,57.127,33.6216,3.5873,9.29,0.2007,3.2513,1.7505,9.9246
670,1.0132,0.0103,537,8.4628,4.86,18.78,0.722,19.19,3.28,-6364.25,3.511,1.8895,21.1985,0.2963,7.7474,85.7033,1.3332,8.7568,0.1948,1.1288,50.0323,63.6774,118.7572,1.5123,0.9224,3.3867,20.3964,11.9728,1.065,3.427,2.9725,725.1107,7.0171,6.0884,22.4305,19.0645,6.0317,6.23,0.2627,2.2294,1.1635,12.593
671,0.3015,0.0056,876,10.157,8.11,24.07,0.901,15.96,4.74,-5521.25,1.7338,2.0125,19.9681,0.0904,10.6379,86.3794,2.2386,8.5615,0.2889,1.2502,50.4915,64.0756,118.7712,0.8184,1.2164,2.3343,12.8744,2.9687,0.5732,5.8996,3.8265,732.8516,8.8122,10.6223,22.1326,27.2256,2.9841,9.32,0.3649,3.3176,1.7496,17.9202
672,1.0902,0.0096,384,8.5585,7.97,13.7,1.166,14.88,18.75,-6317.25,1.7048,1.8848,17.2911,0.3146,6.6611,85.0513,2.4122,9.1156,0.3248,5.393,50.5031,63.9509,117.643,1.4148,1.3974,2.0263,11.6558,12.7388,0.9926,5.684,2.1933,726.0018,11.1046,35.326,80.1196,27.9109,2.9187,13.35,1.138,4.0485,2.5067,41.5401
673,0.334,0.0092,1658,9.5141,4.42,18.91,0.355,20.56,5.79,-5508.5,1.8671,1.9788,17.7796,0.1145,6.3662,85.2505,1.5126,8.7812,0.0883,1.5688,50.3349,64.0886,119.2232,0.9618,1.5275,2.4529,24.5156,3.511,0.9545,3.0498,2.984,735.9682,3.3401,6.7836,23.6117,54.5029,3.2343,6.83,0.3444,2.3248,1.2725,16.3417
674,1.0474,0.0167,1006,8.5946,10.24,11.65,0.448,14.36,8.87,-5249.25,2.0567,1.9752,17.4355,0.3047,4.5406,84.969,2.9036,8.3331,0.1414,2.9314,50.3536,64.2455,118.8616,1.0203,0.9224,2.4606,17.36,12.1867,1.7385,7.4695,1.8288,740.6494,4.3268,7.1836,44.0543,55.5779,3.4898,7,0.3406,2.1819,1.3033,17.0534
675,0.6376,0.0137,479,9.8155,6.77,12.29,0.542,14.95,12.29,-6564.5,3.4378,1.8965,21.2604,0.1808,4.6949,85.7833,1.6437,8.7696,0.175,3.5008,50.124,63.7482,118.7706,1.3378,1.5275,2.3891,16.7956,6.4962,1.4187,4.8518,1.9264,735.9788,5.1903,4.8547,57.5253,14.0388,5.9019,6.23,0.2627,2.2294,1.1635,12.593
676,1,0.0041,1080,9.3405,12.26,17.94,1.27,16.86,15.42,-5648.25,1.3896,2.018,21.1985,0.2882,9.9237,85.9922,3.3176,8.5334,0.3234,4.3824,50.2818,63.9469,118.5424,1.5123,1.1477,3.3867,20.3964,10.7062,0.4218,9.0795,2.846,737.4039,12.3926,10.6068,72.0834,48.7661,2.3583,8.89,0.4115,2.9168,1.6658,20.1086
677,0.3723,0.0086,564,9.4312,5.11,18.74,0.952,19.55,6.94,-6249.25,3.4305,1.884,17.8681,0.1124,8.6243,86.2857,1.4804,8.5855,0.3122,2.2062,50.3174,63.9733,118.8308,1.5188,1.0427,2.5614,14.2082,3.9475,0.8849,3.7211,2.9377,738.4955,9.7774,9.2359,30.8333,50.4857,5.854,7.94,0.1953,2.9632,1.4867,9.2055
678,0.3445,0.0184,550,9.7267,10.03,13.63,0.806,17.6,15.24,-5667.75,3.1136,2.0075,17.8681,0.1013,6.6503,84.7114,2.8525,9.308,0.2797,4.0988,50.3148,64.2466,118.088,1.5188,1.3698,2.5614,14.2082,3.5414,1.9183,7.2242,2.1853,726.1172,7.6599,29.7801,77.2287,28.1906,5.5064,8.21,0.2377,3.0013,1.5463,11.0948
679,0.5036,0.0129,80,9.9707,11.28,24.2,0.4,13.74,3.2,-5440.5,3.9317,2.0015,17.8681,0.1485,10.9763,85.0066,3.3885,9.6938,0.1284,0.9388,50.366,64.2263,118.0446,1.5188,1.5275,2.5614,14.2082,5.0506,1.3329,8.1083,3.8265,734.3983,3.8134,9.5346,16.3979,4.6963,6.7855,435.26,1.2877,156.8581,89.2616,55.0978
680,0.2938,0.0167,754,10.3699,5.3,21,0.289,29.86,10.64,-5701,3.3473,1.993,21.2604,0.0889,7.1006,84.7007,1.7309,8.7283,0.0823,3.1617,49.884,63.9335,118.793,1.3378,1.5275,2.3891,16.7956,2.8328,1.7427,3.6866,3.3095,737.0927,2.7346,5.2611,47.7633,45.8573,5.7362,8.1,0.3089,2.7176,1.5213,13.8179
681,0.5053,0.0146,356,9.4588,5.68,16.85,0.653,17.28,6.47,-6308.75,3.7953,1.8855,17.7796,0.1483,7.6582,86.931,1.9114,8.8384,0.2101,2.0865,50.3353,64.0776,118.7636,0.9618,1.5275,2.4529,24.5156,5.342,1.5218,4.0162,2.6544,729.3026,6.1499,9.5205,20.8185,9.2947,6.6506,5.22,0.1842,1.8815,0.968,11.1656
682,0.6355,0.0068,442,10.0717,4.19,18.3,0.729,22.26,3.94,-6449.25,2.0046,1.8793,17.8681,0.1794,8.4588,85.5528,1.3458,8.9546,0.2929,1.45,50.458,64.1864,118.6376,1.5188,1.5275,2.5614,14.2082,6.3094,0.6906,3.0292,2.868,736.8239,7.1603,5.737,16.644,21.6784,3.3969,7.36,0.1824,2.6955,1.375,10.7416
683,0.5305,0.008,1858,9.8386,5.98,12.76,1.138,12.39,23.37,-6724.5,1.0895,1.8935,22.5488,0.1494,6.8895,85.9922,1.9029,8.5334,0.3294,6.6806,50.2818,63.9469,118.5424,0.8066,1.5275,2.7633,12.7253,5.392,0.8224,4.2692,2.0415,725.3815,10.6418,40.057,106.2954,17.9821,1.8561,7.15,0.2644,2.5265,1.3336,11.84
684,0.9419,0.0077,1074,9.5805,6.78,17.76,0.264,24.53,13.67,-5646.25,3.8921,2.0027,19.9681,0.2532,6.694,85.7419,2.0709,8.5788,0.0768,3.7987,50.3811,64.1013,119.341,0.8184,1.2164,2.3343,12.8744,9.8312,0.7895,4.682,2.7902,739.6889,2.5036,5.5191,58.0904,45.256,6.6213,7.43,0.197,2.4935,1.3875,9.1166
685,0.6186,0.0163,1099,9.7841,4.73,13.66,0.311,19.71,7.85,-5336,3.4608,1.9933,18.6694,0.1717,7.4599,85.7419,1.6451,8.5788,0.081,2.1699,50.3811,64.1013,119.341,0.8552,1.5275,2.7354,19.4094,6.3228,1.6938,3.2635,2.138,747.3574,3.0028,5.0983,27.3713,35.5149,5.9512,11.3,0.2669,3.7554,2.1338,13.0173
686,0.2854,0.0088,683,9.882,4.62,19.44,0.889,16.56,3.61,-5699.75,3.746,2.0112,20.3909,0.0886,8.356,84.7007,1.3578,8.7283,0.296,1.3647,49.884,63.9335,118.793,1.4274,1.3698,2.604,17.8304,2.8878,0.9108,3.4497,3.0883,729.584,8.6741,7.2152,21.3528,37.7418,6.4804,11.25,0.3431,3.6888,2.1254,16.4111
687,0.4533,0.0058,346,10.1293,8.19,26.61,0.346,16.72,5.19,-5386.5,1.3957,2.0112,18.6694,0.1289,10.9012,85.7033,2.5016,8.7568,0.1007,1.5454,50.0323,63.6774,118.7572,0.8552,1.3698,2.7354,19.4094,4.475,0.5946,6.0352,4.2302,733.7927,3.3085,11.2032,20.2896,6.5215,2.3848,9.1,0.2226,3.25,1.7031,11.3951
688,0.4387,0.0085,1679,9.8614,6.81,12.72,0.513,14.32,7.74,-5374.75,3.9687,2.0155,20.3909,0.1309,4.9457,86.3794,2.2168,8.5615,0.1734,2.3737,50.4915,64.0756,118.7712,1.4274,1.5275,2.604,17.8304,4.4486,0.8728,5.0577,1.9806,747.4841,4.9497,7.7637,35.3441,15.3712,6.7791,8.78,0.3384,3.0754,1.6449,16.4274
689,0.4774,0.018,759,9.3832,3.81,19.66,0.467,21.15,6.34,-5513.5,3.1768,2.0317,16.5459,0.1418,9.3046,85.8807,1.0982,9.754,0.1404,1.9763,50.2775,63.9959,118.0116,1.2708,1.0427,2.2715,24.3307,5.0879,1.8725,2.6609,3.1279,725.0807,4.4188,8.4123,35.4372,13.1942,5.5291,9.3701,0.4057,3.3101,1.7609,17.3695
690,0.9837,0.0149,513,8.9854,3.49,23.72,0.832,21.38,5.04,-6433.5,3.6274,1.8872,18.6694,0.2852,8.8474,84.9737,1.08,8.441,0.2856,1.8064,50.365,64.3579,118.4008,0.8552,1.3698,2.7354,19.4094,10.9474,1.5443,2.5137,3.7219,736.662,8.4057,6.3474,22.0122,18.7885,6.2959,8.22,0.3725,2.9957,1.5445,16.8636
691,0.5825,0.0049,1507,10.004,8.54,20.47,0.667,17.14,6.54,-6374.25,1.948,1.8805,17.8681,0.163,10.5167,85.7833,2.9911,8.7696,0.1909,1.8586,50.124,63.7482,118.7706,1.5188,1.0427,2.5614,14.2082,5.8223,0.4961,6.2279,3.2471,734.3314,6.3367,10.3861,24.7938,14.2361,3.3153,8.98,0.2204,3.0988,1.6856,10.1098
692,0.6457,0.0078,787,9.7464,5.51,14.29,0.642,14.58,12.38,-5538.75,1.4247,1.9932,18.6694,0.1898,6.8195,85.7881,1.6629,8.77,0.1655,3.2053,50.0774,63.708,118.8018,0.8552,0.8208,2.7354,19.4094,6.6254,0.7997,3.8946,2.2759,728.6014,6.1425,26.1852,60.5021,26.1354,2.41,10.55,0.2194,3.764,1.9876,10.5987
693,0.4772,0.0152,667,9.3646,5.72,13.22,0.293,10.35,9.43,-6507.75,3.8642,1.8772,18.3072,0.1393,5.1367,85.0513,1.7028,9.1156,0.0929,2.4263,50.5031,63.9509,117.643,0.7955,1.0427,2.2557,16.5463,5.0954,1.5751,4.0451,2.0586,743.641,2.781,10.3633,32.1467,12.306,6.6843,7,0.3406,2.1819,1.3033,17.0534
694,0.4655,0.0083,760,10.4756,9.45,15.25,0.599,11.82,17.43,-5397.25,2.4653,2.0098,21.2604,0.1345,6.6819,85.2679,2.5874,8.4896,0.1629,4.6702,50.3505,64.3145,118.3644,1.3378,1.1477,2.3891,16.7956,4.4441,0.8521,6.7929,2.4498,725.4413,5.7116,30.556,92.3451,39.8814,4.1625,13.35,1.138,4.0485,2.5067,41.5401
695,1.0597,0.0059,609,8.7153,5.86,24.54,1.057,20.6,6.11,-5545.75,3.3072,1.9935,17.2911,0.3078,8.8426,85.8748,2.0885,8.8132,0.3496,1.7619,49.8348,63.6886,118.8018,1.4148,0.8208,2.0263,11.6558,12.1596,0.5965,4.5036,3.9,734.9217,10.5459,5.5635,18.3434,64.1221,5.6468,8.05,0.3213,2.8487,1.5148,15.9361
696,1.2501,0.0179,271,8.4896,5.9,19.92,0.341,27.41,8.01,-6529.75,3.0598,1.8898,17.4355,0.3552,9.5468,84.8892,1.627,8.7418,0.1143,2.2793,50.2052,63.9238,118.7802,1.0203,0.9224,2.4606,17.36,14.7249,1.8644,4.4259,3.0711,759.8287,3.5878,8.2803,32.1488,8.5611,5.123,8.09,0.3016,2.8562,1.5131,15.0738
697,0.4289,0.0084,538,9.3172,4.99,15.2,0.372,16.87,6,-6468.25,3.9143,1.896,19.4891,0.1257,7.5513,85.7033,1.2944,8.7568,0.0991,1.8215,50.0323,63.6774,118.7572,1.4994,1.0427,2.4036,30.7547,4.6034,0.8611,3.6077,2.4517,712.6457,3.4511,6.0537,24.9932,11.5709,6.7443,8.98,0.2204,3.0988,1.6856,10.1098
698,1.1219,0.0207,570,8.4169,8.88,23.92,0.283,11.62,7.59,-5573.25,10.2213,2.0022,23.9057,0.3284,10.4825,85.8748,2.8135,8.8132,0.1018,1.9922,49.8348,63.6886,118.8018,1.3597,0.9224,3.0736,13.1382,13.3294,2.1538,6.3754,3.8173,727.6497,2.7155,8.4771,35.0066,17.4967,18.8938,8.49,0.1374,2.995,1.5927,6.9274
699,0.4997,0.0118,1421,8.9392,7.89,18.44,0.43,20.1,4.94,-5760.75,2.2682,2.0042,20.2972,0.1458,10.6246,85.7881,2.3257,8.77,0.1208,1.6391,50.0774,63.708,118.8018,1.3443,0.8208,2.4028,15.93,5.5904,1.2178,5.5265,2.9137,731.4466,4.1028,9.8158,28.6582,13.9054,3.8194,8.08,0.3356,2.5986,1.5205,16.0712
700,0.3521,0.0092,671,10.2978,7.62,14.53,0.504,12.78,6.43,-5618.75,1.6786,1.8725,19.3647,0.1029,5.1172,85.4507,2.5104,9.3851,0.1422,2.0538,50.4554,63.8228,118.528,0.948,1.5339,2.3527,28.2433,3.4193,0.9424,5.5204,2.2813,738.9656,4.8182,10.8005,24.5652,9.46,2.8642,9.19,0.1814,2.8996,1.7311,8.539
701,0.5376,0.0092,380,9.3337,4.76,18.02,0.415,19.81,12.05,-6417.75,2.2059,1.885,16.5459,0.1557,7.6695,84.9737,1.5998,8.441,0.1223,3.6576,50.365,64.3579,118.4008,1.2708,0.8208,2.2715,24.3307,5.7598,0.9487,3.3642,2.7723,765.7014,4.0743,7.5393,37.8681,50.4481,3.7523,5.3,0.3411,1.7213,0.9842,16.4231
702,0.6744,0.018,938,9.7444,3.28,20.44,0.929,14.73,3.76,-5442.75,2.0982,1.9875,20.2972,0.1967,8.5545,85.2505,1.0629,8.7812,0.3197,1.1171,50.3349,64.0886,119.2232,1.3443,0.8208,2.4028,15.93,6.921,1.8773,2.5465,3.2292,741.4395,9.2001,7.4746,11.8729,15.6917,3.5318,6.08,0.3579,2.091,1.1395,17.5289
703,0.2898,0.0112,251,10.7802,4.75,12.07,0.777,21.85,11.44,-6425.25,1.1712,1.8968,16.2732,0.0872,6.4933,85.5983,1.5073,8.5232,0.1948,3.0743,50.4559,64.0577,118.5342,1.5976,1.5339,2.3419,26.6473,2.6879,1.1544,3.2955,1.9219,725.3037,7.3758,26.272,48.6054,58.1537,2.0017,4.94,0.2341,1.6785,0.9182,11.6871
704,0.4857,0.0167,685,9.2292,6.67,16.79,0.784,19.77,4.59,-5247.75,1.9269,2.0245,17.4355,0.1431,7.8627,85.2227,1.9098,8.5288,0.2632,1.5186,50.4747,64.1901,119.2928,1.0203,0.8208,2.4606,17.36,5.2627,1.7338,4.9254,2.6746,725.985,7.7183,6.7873,16.9864,15.2622,3.3122,8.05,0.3213,2.8487,1.5148,15.9361
705,0.3167,0.0096,164,10.2346,11.82,15.37,0.898,14.07,14.43,-6660.25,3.5584,1.8872,20.2972,0.0926,6.9635,85.7833,2.908,8.7696,0.2525,3.7386,50.124,63.7482,118.7706,1.3443,1.5339,2.4028,15.93,3.094,0.9863,8.2521,2.4515,724.1923,8.5088,29.0995,84.7185,21.0082,6.1287,5.3,0.3411,1.7213,0.9842,16.4231
706,1.233,0.0176,404,8.5913,5.25,15.82,1.288,21.85,7.13,-6656.5,2.137,1.8868,22.5488,0.3514,4.9152,84.2049,1.4881,8.7662,0.3537,2.2086,50.2158,64.006,118.878,0.8066,0.9224,2.7633,12.7253,14.3512,1.84,3.7107,2.471,739.6365,12.5171,7.6827,37.1274,32.3786,3.6976,7,0.3406,2.1819,1.3033,17.0534
707,0.495,0.0083,378,9.4576,6.86,21.09,0.561,26.75,4.81,-6375.25,1.4503,1.8722,21.1985,0.1438,10.6666,84.6838,2.0648,9.0425,0.155,1.5044,50.7493,64.4947,117.7228,1.5123,1.0427,3.3867,20.3964,5.2338,0.8462,4.7873,3.3278,732.9717,5.3924,11.3066,44.5165,11.3501,2.463,8.49,0.1374,2.995,1.5927,6.9274
708,0.4863,0.0081,167,9.5805,6.3,16.43,0.243,13.43,4.96,-6233.5,3.0082,1.8585,22.5488,0.1435,7.8406,84.6838,1.8699,9.0425,0.0822,1.3492,50.7493,64.4947,117.7228,0.8066,1.1477,2.7633,12.7253,5.0757,0.8335,4.1468,2.5883,729.3486,2.2664,5.743,41.5615,14.6243,5.0486,8.05,0.3213,2.8487,1.5148,15.9361
709,0.2988,0.0114,916,10.7071,10.31,21.86,2.756,16.58,8.51,-5748.5,2.9378,2.0285,20.2972,0.0872,11.8863,85.8748,2.7996,8.8132,0.8596,2.5271,49.8348,63.6886,118.8018,1.3443,1.5339,2.4028,15.93,2.7903,1.1737,7.4395,3.476,729.9814,27.3358,117.7853,29.387,49.9701,4.977,11.25,0.3431,3.6888,2.1254,16.4111
710,0.4371,0.0124,283,9.5258,9.06,22.55,0.3,14.6,5.49,-5519.75,1.1642,1.9988,18.6694,0.1291,10.4038,86.6785,2.867,9.0121,0.0831,1.5307,50.5767,64.0904,117.6884,0.8552,0.8208,2.7354,19.4094,4.5883,1.2783,6.7662,3.5853,734.3434,2.9052,9.5774,27.0362,41.9258,1.9885,8.49,0.1374,2.995,1.5927,6.9274
711,0.4931,0.013,193,9.2755,3.56,19.27,0.339,20.17,5.54,-6385.75,1.4034,1.8805,20.2972,0.1415,8.3085,85.2679,1.12,8.4896,0.0913,1.4205,50.3505,64.3145,118.3644,1.3443,1.0245,2.4028,15.93,5.3156,1.3462,2.5673,3.0283,734.083,3.2657,5.9076,21.8484,14.3362,2.3707,8.89,0.4115,2.9168,1.6658,20.1086
712,0.4851,0.0188,492,9.1388,4.45,16.8,0.166,21.86,11.06,-6284.25,1.2486,1.8962,17.2911,0.1414,6.6539,85.2679,1.3509,8.4896,0.0429,3.3598,50.3505,64.3145,118.3644,1.4148,1.5339,2.0263,11.6558,5.308,1.9672,3.102,2.6544,737.6084,1.5818,5.7486,55.3234,24.3024,2.1524,9.93,0.2932,3.3856,1.8698,14.1723
713,0.4071,0.006,2443,10.5357,8.19,21.5,0.326,17.85,3.09,-6048.5,3.7365,2.0128,20.2972,0.1171,10.3628,85.7033,2.4222,8.7568,0.0883,0.9742,50.0323,63.6774,118.7572,1.3443,0.5382,2.4028,15.93,3.8644,0.6165,6.0764,3.4389,729.2001,3.0818,11.5032,11.6445,17.6758,6.4562,10.71,0.3156,3.5321,2.0171,14.9177
714,0.4892,0.0142,913,8.974,5.97,14.48,0.173,18.91,11.08,-5486.25,2.2456,2.0093,22.8457,0.1409,6.6562,85.513,1.9473,8.7932,0.0557,3.0919,50.3159,64.0127,118.9228,1.2366,1.2836,2.54,17.4836,5.4508,1.4678,4.2016,2.3027,728.7723,1.657,4.6356,46.7333,10.7061,3.7996,7.02,0.1694,2.5787,1.3108,8.5456
715,0.4786,0.0088,1468,9.0234,8.18,21.13,0.287,19.3,4.8,-5201.5,4.2343,1.9472,22.8457,0.1396,10.3395,86.3826,2.5965,8.3273,0.0946,1.464,50.3556,64.2252,119.1824,1.2366,1.2836,2.54,17.4836,5.3041,0.906,5.9058,3.3772,728.266,2.6794,8.7353,15.7395,17.7362,7.0563,9.19,0.1814,2.8996,1.7311,8.539
716,0.4239,0.0117,1333,10.6184,5.76,12.66,1.592,23.07,14.86,-5553.5,1.8769,1.9713,26.1,0.1226,7.0383,84.2049,1.8025,8.7662,0.4574,3.8406,50.2158,64.006,118.878,1.3844,0.8229,3.322,35.3549,3.992,1.2056,3.9578,2.0098,727.0501,15.2525,26.246,63.5005,63.6361,3.2002,10.46,0.1822,3.25,1.9554,8.6736
717,0.4197,0.0168,387,9.4327,2.6,19.27,1.076,21.03,5.47,-6316.75,1.8083,1.8912,17.6109,0.124,9.1641,86.931,0.8987,8.8384,0.3296,1.6298,50.3353,64.0776,118.7636,1.4834,1.0427,2.2495,24.5801,4.4493,1.746,1.9444,3.0119,746.816,10.8884,7.5085,21.4282,29.5736,3.0947,7.58,0.271,2.7054,1.422,13.1615
718,0.7431,0.0134,461,9.3692,4.29,18.5,0.549,19.55,3.29,-6394.5,2.1981,1.8847,21.1985,0.2152,8.6878,85.2679,1.1935,8.4896,0.1576,1.0523,50.3505,64.3145,118.3644,1.5123,1.2836,3.3867,20.3964,7.9314,1.3825,3.1144,2.8967,737.9799,5.4383,6.1805,20.0786,40.4213,3.896,9.93,0.2932,3.3856,1.8698,14.1723
719,0.5737,0.006,322,9.7207,6.87,16.13,0.258,20.8,11.46,-6331.25,2.0309,1.891,20.2972,0.1636,6.8536,85.2679,2.0674,8.4896,0.0776,3.0691,50.3505,64.3145,118.3644,1.3443,0.8229,2.4028,15.93,5.9019,0.6141,4.7228,2.5385,736.9458,2.4328,4.8901,58.3659,34.3325,3.4355,10.23,0.2964,3.6914,1.9195,15.375
720,1.1676,0.0137,532,9.0208,6.98,14.63,0.822,10.54,19.14,-6325,1.8178,1.8662,19.3647,0.3385,6.7827,83.7747,1.8954,8.3436,0.2355,5.4862,50.394,64.3908,118.7374,0.948,1.0245,2.3527,28.2433,12.9437,1.4174,5.0522,2.3468,726.5088,7.7069,35.8326,75.9166,11.6071,3.0777,4.94,0.2341,1.6785,0.9182,11.6871
721,0.4966,0.0105,1033,9.4019,6.68,12.77,0.259,18.38,8.56,-5728.5,4.6218,1.9572,22.0865,0.1468,6.7978,86.3826,1.876,8.3273,0.0966,2.4481,50.3556,64.2252,119.1824,0.8652,1.3897,2.5884,9.6519,5.2816,1.0795,4.6792,2.0453,720.5957,2.4355,3.5133,42.9263,23.3514,7.7758,7.02,0.1694,2.5787,1.3108,8.5456
722,0.4779,0.018,203,9.0277,9.09,14.5,0.852,11.03,14.74,-6410.75,2.6076,1.8847,31.1228,0.1387,6.9127,83.7747,2.5676,8.3436,0.2434,4.0665,50.394,64.3908,118.7374,1.2742,1.2836,3.9795,17.6762,5.2933,1.8714,6.5101,2.3268,724.5282,8.0428,29.9183,62.1833,25.3387,4.4059,7,0.3406,2.1819,1.3033,17.0534
723,0.4697,0.0046,745,10.0459,6.94,12.94,0.555,12.03,8.83,-5487.25,1.7072,1.957,19.1952,0.1504,4.8156,86.3826,2.6247,8.3273,0.1452,2.5851,50.3556,64.2252,119.1824,1.0204,1.3897,2.7544,20.9155,4.6757,0.4711,5.0178,2.0296,740.8671,5.4082,7.6294,41.3607,11.3197,2.9126,9.19,0.1814,2.8996,1.7311,8.539
724,0.2668,0.0084,383,10.2758,4.95,9.57,0.543,12.97,5.15,-6627.25,1.9442,1.853,19.1952,0.0812,4.1087,85.4449,1.4555,9.22,0.1614,1.9641,50.5573,64.0559,117.628,1.0204,1.3897,2.7544,20.9155,2.5961,0.8687,3.4528,1.514,728.1488,5.0554,11.7972,31.6637,11.3848,3.3177,9.5601,0.3986,3.3635,1.7836,18.6723
725,0.3673,0.0074,3183,10.5468,4.48,14.74,0.769,12.7,8.99,-4685.25,1.7049,1.9935,22.8457,0.1086,4.7679,85.513,1.2197,8.7932,0.223,2.4548,50.3159,64.0127,118.9228,1.2366,1.3897,2.54,17.4836,3.483,0.7595,3.1742,2.3054,739.8964,7.4225,10.0452,42.614,28.6845,2.9026,6.62,0.3033,2.4994,1.2337,15.6989
726,0.3904,0.0079,463,9.5779,8.64,7.08,0.235,8.91,9.45,-6424.5,4.5597,1.8812,19.1952,0.1122,5.0447,85.4449,3.1654,9.22,0.0757,2.7392,50.5573,64.0559,117.628,1.0204,1.3682,2.7544,20.9155,4.0759,0.8083,6.0302,1.1089,738.203,2.1968,9.2636,34.3344,12.956,7.5805,6,0.2947,2.2157,1.1236,12.566
727,0.4228,0.0094,436,10.5403,5.22,18.14,0.361,15.84,5.35,-5501,2.215,1.9992,24.7231,0.1213,7.1521,84.7188,1.6026,8.7073,0.118,1.7963,50.2823,64.6813,118.294,0.8572,1.3897,2.9501,7.9713,4.011,0.9661,3.7355,2.8856,731.065,3.4949,7.0589,30.1523,52.7819,3.8251,6,0.2947,2.2157,1.1236,12.566
728,0.3327,0.0092,1286,9.3825,9.93,15.1,0.783,14.13,13.38,-5314.75,3.5048,1.9835,19.4891,0.1095,6.9266,83.7263,2.817,8.7867,0.2159,3.0979,50.198,64.0159,118.6914,1.4994,1.3897,2.4036,30.7547,3.5455,0.9529,7.1875,2.4291,724.3951,7.4735,27.0309,58.1256,41.9984,6.0844,13.35,1.138,4.0485,2.5067,41.5401
