,F153,F159,F198,F200,F201,F21,F26,F319,F32,F33,F334,F337,F34,F35,F39,F407,F426,F470,F474,F476,F572,F573
802,0.0131,3193,1.12,19.56,7.64,-4386,1.9633,8.6052,83.8148,8.572,0.3029,2.374,50.3314,64.2616,119.2172,1.3004,1.3535,10.7648,37.8746,9.3246,10.92,0.2937
803,0.0189,159,0.272,18.14,5.92,-5371.25,1.958,8.7815,84.969,8.3331,0.0954,1.682,50.3536,64.2455,118.8616,0.9095,1.9706,2.5926,29.55,12.9532,10.92,0.2937
804,0.0182,1234,0.27,14.35,4.97,-5553,1.956,6.1361,83.779,8.3006,0.088,1.4923,50.3635,64.3058,119.7496,0.9095,1.8965,2.5883,28.5205,27.408,5.86,0.3071
805,0.0089,773,0.421,18.44,6.76,-5352.25,1.9775,10.7285,84.7646,8.5862,0.1224,1.8518,50.4865,64.3404,118.3002,1.3004,0.9147,4.1047,23.1097,11.6439,9.03,0.3924
806,0.0057,1086,0.143,10.01,6.89,-5472,1.9912,8.8093,83.7568,8.2981,0.0508,1.986,50.628,64.638,119.9514,1.3004,0.5844,1.3612,61.8163,4.6368,10.92,0.2937
807,0.0111,945,0.363,10.76,4.16,-5611.75,1.9665,6.2891,85.4656,8.5407,0.1183,1.4134,50.3651,64.2771,119.5174,0.9095,1.1443,3.3945,18.1984,22.9592,8.72,0.2363
808,0.012,681,0.612,16.38,15.56,-5456.75,1.9937,10.6434,84.969,8.3331,0.201,4.2085,50.3536,64.2455,118.8616,0.8649,1.2395,5.8499,77.8232,21.1343,8.72,0.2363
809,0.0103,2604,0.393,17.68,17.21,-5196.75,2.019,10.4235,84.5303,8.2638,0.117,4.9107,50.4559,64.3628,119.6408,0.9095,1.0551,3.9073,80.5978,16.8748,10.92,0.2937
810,0.0129,1174,0.515,20.96,20.99,-5612.5,2.0057,10.5785,84.3947,8.897,0.1572,5.808,50.142,64.5666,118.181,0.9095,1.3328,4.9036,87.3818,18.2131,9.43,0.5611
811,0.0073,1977,0.191,11.8,5.12,-5867,1.968,6.3107,85.7059,8.2395,0.0629,1.6016,50.344,64.1495,120.0346,0.8649,0.7458,1.7811,33.7377,8.9856,5.86,0.3071
812,0.0119,1401,0.246,11.64,6.35,-5143.5,1.9642,6.1453,85.7059,8.2395,0.0732,1.8686,50.344,64.1495,120.0346,0.8649,1.2219,2.3411,39.5341,8.6745,9.11,0.2426
813,0.0118,1433,0.257,12.6,1.75,-5611.75,2.014,6.3851,85.7059,8.2395,0.0786,0.5373,50.344,64.1495,120.0346,1.8643,1.2146,2.4084,22.0208,14.2523,9.91,0.2574
814,0.0127,322,0.552427702,18.00073964,7.621837682,-6616,1.8923,8.669,84.7348,8.6706,0.168285568,2.310596791,49.9566,64.5635,118.1992,1.8643,1.3015,5.360502188,37.13960971,20.66414866,13.09,0.2914
815,0.0145,546,0.313,19.61,3.85,-5495,1.9932,10.6248,85.3881,8.3179,0.101,1.277,50.2928,64.2195,120.1074,0.8649,1.5019,3.0185,14.2902,7.0592,9.5099,0.3054
816,0.0101,288,0.176,12.39,5.46,-5370,1.9463,6.2216,85.7059,8.2395,0.0627,1.6309,50.344,64.1495,120.0346,0.8649,1.033,1.6411,28.732,10.23,5.86,0.3071
817,0.0178,516,0.28,17.18,4.64,-5549.5,1.9675,6.2908,83.779,8.3006,0.1013,1.6052,50.3635,64.3058,119.7496,0.9095,1.8588,2.6289,36.6839,8.3808,11.15,0.3498
818,0.0065,348,0.344,12.97,6.41,-6417.75,1.8725,8.2623,85.0449,8.5003,0.1109,2.1364,50.428,64.4113,118.2436,0.9095,0.6667,3.3333,28.3071,23.9592,10.92,0.2937
819,0.011,811,0.312,21.8,4.35,-5440.25,1.9525,8.1796,86.3826,8.3273,0.0948,1.2319,50.3556,64.2252,119.1824,1.8643,1.1259,2.9423,29.682,6.0786,10.92,0.2937
820,0.0089,2460,0.319,12.05,2.88,-5563.5,1.9648,6.0307,85.7243,8.3542,0.096,1.0578,50.2105,63.9862,119.8178,1.3004,0.9075,3.0049,24.2698,7.534,9.11,0.2426
821,0.0055,341,0.299,24.19,9.57,-5470.25,1.986,8.0674,85.4438,8.4278,0.0844,2.6891,50.286,64.332,117.8352,1.4148,0.5571,2.7898,48.1438,19.2168,10.59,0.3212
822,0.0137,543,0.401,17.68,6.21,-5411.75,1.988,6.2425,87.1883,9.0145,0.1035,1.9661,50.0471,64.1861,118.2592,1.8643,1.4106,3.9087,24.543,22.491,8.63,0.4327
823,0.0093,1110,0.336,11.4,4,-5762.75,1.9748,6.3835,85.7243,8.3542,0.0997,1.4541,50.2105,63.9862,119.8178,0.9095,0.9534,3.1887,33.4115,34.2688,11.81,0.1579
824,0.0058,587,0.204,22.34,4.9,-5585.25,2.0025,8.5692,84.8949,8.3588,0.0621,1.8329,50.3833,64.4228,120.3726,1.4148,0.589,1.9298,48.2063,13.5863,9.97,0.1638
825,0.0124,1663,0.449,19.92,7.01,-5753.5,2.0227,6.2941,87.1883,9.0145,0.1303,1.999,50.0471,64.1861,118.2592,1.4148,1.2782,4.274,40.1204,10.8948,7.71,0.2835
826,0.0056,3204,0.255,11.75,4.69,-4961.25,1.9948,6.1545,83.5811,8.6068,0.0762,1.5189,50.6355,64.6913,118.2942,0.8649,0.5683,2.4251,25.7454,8.7411,6.84,0.1489
827,0.0108,816,0.317,24.95,6.68,-5505.5,2.01,7.6934,83.8148,8.572,0.0935,1.9633,50.3314,64.2616,119.2172,1.4148,1.1092,2.9776,51.3674,15.051,10.92,0.2937
828,0.0134,385,0.6,17.79,4.25,-5592.75,2.0313,8.6784,84.5551,9.9964,0.1744,1.2987,50.4757,64.3827,118.022,1.4148,1.3867,5.9309,18.9684,31.9021,7.5,0.2423
829,0.0135,903,0.307,14.6,4.47,-5578.75,2.0383,6.0145,84.9173,9.131,0.1028,1.5066,50.0942,64.3185,118.0202,1.8643,1.3943,2.8877,24.8129,8.3818,8.63,0.4327
830,0.0134,461,0.377,22.17,4.48,-5349.75,1.986,8.222,83.6583,8.5596,0.1372,1.3214,50.3882,64.4017,119.4242,1.4148,1.384,3.579,31.1496,7.3233,10.92,0.2937
831,0.0122,1049,0.269,19.29,4.84,-5714.25,2.011,9.7021,86.1155,8.5801,0.0769,1.4625,50.294,64.0748,119.2266,1.3004,1.2535,2.4629,14.8947,7.8031,9.62,0.2673
832,0.009,526,0.133,19.07,7.85,-5538,1.9743,8.5462,83.7568,8.2981,0.0383,2.2496,50.628,64.638,119.9514,1.6082,0.9215,1.2529,68.2893,6.1643,10.92,0.2937
833,0.0122,390,0.33,22.12,5.74,-5466.75,1.971,8.0433,83.8148,8.572,0.1045,1.8821,50.3314,64.2616,119.2172,1.6082,1.2483,3.0738,32.8002,6.332,10.92,0.2937
834,0.0166,282,0.227,24.36,9.34,-6397.75,1.8798,8.8326,86.6785,9.0121,0.0726,2.6434,50.5767,64.0904,117.6884,1.6082,1.7231,2.1164,59.359,19.4614,10.8,0.3051
835,0.0064,551,0.384,16.65,6.65,-5515.5,1.9798,8.1636,84.361,8.8624,0.1211,2.0671,50.8411,64.6702,118.3086,1.6082,0.655,3.6429,45.7231,12.3268,7.19,0.2345
836,0.0096,284,0.387,22.58,6.21,-5617.5,1.9943,8.9723,84.525,8.7932,0.1289,2.0034,50.1146,63.7758,118.023,1.2469,0.9824,3.6922,28.1698,15.9478,10.8,0.3051
837,0.0075,483,0.221,14.72,11.76,-5517.75,1.986,8.1343,85.3881,8.3179,0.0569,3.3792,50.2928,64.2195,120.1074,1.6082,0.7698,2.1021,72.6431,7.6248,9.57,0.26
838,0.0053,453,0.218,21.37,6.37,-5122.5,1.9937,8.1451,84.361,8.8624,0.0764,2.0694,50.8411,64.6702,118.3086,1.2469,0.5418,2.0277,48.5912,9.5007,7.19,0.2345
839,0.011,420,0.597,16.68,11.24,-6469.5,1.872,9.8764,85.0449,8.5003,0.1734,3.0599,50.428,64.4113,118.2436,1.2469,1.1304,5.6895,79.5326,12.8395,10.92,0.2937
840,0.0108,197,0.214,17.23,5.09,-5085.75,2.0017,9.0199,83.7568,8.2981,0.0684,1.8617,50.628,64.638,119.9514,1.2469,1.1074,2.0229,27.6967,6.4972,8.32,0.3284
841,0.0112,1985,0.185,13.13,9.49,-4764,1.9905,8.4021,84.8949,8.3588,0.0613,3.0368,50.3833,64.4228,120.3726,1.2469,1.1482,1.7751,77.8391,5.1662,10.92,0.2937
842,0.0094,598,0.393,22.23,3.05,-5195.75,2.0032,8.5624,84.9173,9.131,0.1191,1.0154,50.0942,64.3185,118.0202,1.2469,0.9597,3.6823,14.5046,22.7578,13.49,0.2662
843,0.0089,959,0.26,16.9,7.57,-5569.75,1.9875,8.3231,84.8949,8.3588,0.0825,2.2974,50.3833,64.4228,120.3726,1.2469,0.9103,2.4699,52.9011,5.9574,6.66,0.3509
844,0.0073,1042,0.337,13.8,3.28,-5644,1.9913,6.2164,85.4656,8.5407,0.097,1.1514,50.3651,64.2771,119.5174,1.6082,0.7498,3.1798,24.4585,5.2175,7.46,0.2142
845,0.006,732,0.506,21.8,20.17,-5250.75,1.959,10.2987,85.7059,8.2395,0.1641,5.6984,50.344,64.1495,120.0346,1.0769,0.6101,4.8142,87.569,12.4876,9.43,0.5611
846,0.0057,960,0.554982552,18.29229989,7.843537821,-5334.75,2.0232,8.7444,84.9173,9.131,0.166546549,2.308140229,50.0942,64.3185,118.0202,1.1415,0.5788,5.369552764,37.66327149,20.33671056,13.44,0.2843
847,0.0076,583,0.155,22.3,6.2,-5209,2.0032,8.4411,83.7179,8.7015,0.0486,1.789,50.6219,64.4228,118.504,2.2254,0.7847,1.4453,37.0106,21.8506,10.8,0.3051
848,0.0169,626,0.49,15.9,6.34,-5392.5,1.9955,7.9145,84.3084,8.3591,0.1311,1.7709,50.3996,64.5242,117.9356,0.6796,1.7646,4.6864,41.3475,13.441,10.8,0.3051
849,0.0162,760,0.331,24.81,9.4,-5494.75,1.9995,8.3194,85.4438,8.4278,0.1023,2.8679,50.286,64.332,117.8352,0.6796,1.6864,3.1084,45.6973,17.6266,10.8,0.3051
850,0.0104,261,0.234,18.66,5.2,-5436.25,1.9892,8.4681,85.4438,8.4278,0.0787,1.7255,50.286,64.332,117.8352,1.5432,1.0654,2.1976,26.0216,9.601,10.59,0.3212
851,0.0118,364,0.31,14.9,5.55,-5472,1.9957,9.2152,85.5246,8.2832,0.1073,1.901,50.4619,64.482,118.0946,1.5432,1.2161,2.9392,20.7704,37.199,8.7,0.4908
852,0.0083,373,0.764,17.16,14.86,-5481.75,2.009,9.9554,84.8949,8.3588,0.216,3.8227,50.3833,64.4228,120.3726,1.1078,0.8488,7.3164,72.6259,15.9217,10.92,0.2937
853,0.006,474,0.224,16.9,4.36,-5261,1.972,8.5071,84.5951,8.58,0.0741,1.504,50.6848,64.4791,118.426,1.5432,0.6101,2.1064,30.2317,26.7526,8.98,0.1556
854,0.0188,161,0.35,17.12,5.72,-6465,1.87,6.2725,85.0449,8.5003,0.1189,1.5852,50.428,64.4113,118.2436,1.2469,1.9681,3.3665,38.0703,27.67,7.71,0.2835
855,0.0107,2088,0.313,14.42,3.25,-5685,2.025,7.8081,83.7568,8.2981,0.0826,0.9516,50.628,64.638,119.9514,1.1078,1.1055,2.8666,25.6908,7.6266,10.92,0.2937
856,0.0163,451,1.576,22,12.03,-6413.25,1.8985,6.5239,103.1082,23.1583,0.4539,3.1272,57.7421,74.8511,127.3944,1.2469,1.694,14.8775,52.7519,18.8327,6.59,0.4641
857,0.0099,336,0.317,23.28,3.48,-6515.25,1.866,8.7998,86.6785,9.0121,0.0927,1.3126,50.5767,64.0904,117.6884,2.2254,1.0165,2.9662,32.6438,14.906,10.59,0.3212
858,0.0095,608,0.689,23.83,3.72,-5204,1.976,9.4014,84.095,8.272,0.2177,1.0064,50.3339,64.5378,117.8192,1.2568,0.9775,6.5324,113.124,19.6081,9.34,0.4487
859,0.0096,663,0.575,21.27,4.24,-5416.5,1.9867,9.583,84.095,8.272,0.1704,1.2232,50.3339,64.5378,117.8192,1.2568,0.985,5.4476,126.7858,20.1463,13.49,0.2662
860,0.006,484,0.28,14.74,5.09,-5502,2.0178,6.1992,84.9173,9.131,0.0746,1.7932,50.0942,64.3185,118.0202,1.2568,0.6087,2.7042,29.1814,14.4882,10.83,0.2222
861,0.0061,736,0.934,9.8,17.25,-5543,1.981,6.5782,83.7747,8.3436,0.2608,4.3664,50.394,64.3908,118.7374,1.2568,0.6245,8.9364,96.1581,46.1156,5.3,0.3411
862,0.0129,391,0.599,16.51,19.07,-5529.25,1.95,9.871,84.095,8.272,0.167,5.1235,50.3339,64.5378,117.8192,1.2568,1.3276,5.7573,122.2429,20.1701,10.06,0.426
863,0.0045,533,0.8,14.88,5.5,-5572.25,2.0165,6.7958,85.0066,9.6938,0.2376,1.6065,50.366,64.2263,118.0446,0.8903,0.4588,7.8133,23.8271,23.8419,11.2401,0.3324
864,0.0111,571,0.292,17.96,7.87,-5257.75,1.9695,6.6307,83.6583,8.5596,0.094,2.8896,50.3882,64.4017,119.4242,1.2568,1.1396,2.8112,39.3896,16.4212,10.09,0.4944
865,0.0087,276,0.264,25.4,5.05,-5348.75,1.965,8.0175,86.3826,8.3273,0.0936,1.7779,50.3556,64.2252,119.1824,1.3784,0.8903,2.549,25.9707,11.7588,10.92,0.2937
866,0.0089,602,0.181,15.73,8.76,-5418.75,2.0278,8.3849,86.6554,9.0061,0.0589,2.6237,50.0114,64.1901,118.162,0.8903,0.9166,1.7293,85.0746,8.8626,9.57,0.26
867,0.0109,850,0.396,10.16,3.61,-5704.5,1.9808,8.394,86.238,8.287,0.1111,1.1752,50.7216,64.1468,116.1914,1.665,1.126,3.8376,25.5226,12.4941,9.6,0.2265
868,0.0169,470,0.458,27.73,8.45,-5710.5,1.983,8.3544,84.525,8.7932,0.1341,2.4256,50.1146,63.7758,118.023,1.3784,1.7661,4.2964,57.5217,9.4983,10.59,0.3212
869,0.0085,1929,0.229,26.83,3.44,-5344.25,1.9783,8.6795,85.5246,8.2832,0.0694,0.9888,50.4619,64.482,118.0946,0.8903,0.8661,2.1847,38.461,10.7398,10.87,0.4214
870,0.0266,596,1.227,25.91,17.15,-5451.75,2.008,9.8336,87.1883,9.0145,0.3431,4.7479,50.0471,64.1861,118.2592,0.8903,2.7748,11.6618,93.6209,27.3764,8.72,0.2363
871,0.0047,500,0.515,3.21,4.15,-5249,1.9987,9.1356,85.188,8.9562,0.1532,1.2092,50.1992,63.901,118.0178,0.8903,0.4843,5.0386,69.7428,13.1362,9.43,0.1909
872,0.0083,270,0.401,27.39,7.01,-5603.75,1.9743,8.2688,85.7243,8.3542,0.1039,2.0047,50.2105,63.9862,119.8178,1.3784,0.8567,3.7664,33.7386,8.688,7.93,0.3379
873,0.0058,3362,0.445,22.2,7.62,-5662,2.015,7.772,83.5811,8.6068,0.1294,2.2525,50.6355,64.6913,118.2942,0.8903,0.5947,4.3164,34.29,6.6791,8.64,0.2994
874,0.0056,674,0.368,15.66,4.71,-5477.5,1.9535,9.3228,85.5246,8.2832,0.1086,1.2176,50.4619,64.482,118.0946,1.6942,0.5734,3.492,24.9566,30.7108,13.81,0.1976
875,0.0061,195,0.25,13.41,6.29,-6521.5,1.8592,7.4726,85.7204,9.0811,0.0839,1.9563,50.6151,64.1481,117.6492,1.3784,0.6264,2.3861,29.6407,11.1612,6.77,0.3033
876,0.0055,657,0.317,22.44,4.51,-5632.75,1.9897,8.9515,84.7176,8.7373,0.0929,1.3568,50.5598,64.3447,118.3632,1.6942,0.5589,2.9758,37.6633,11.3946,8.25,0.2209
877,0.0057,878,0.296,16.08,6.44,-5619.25,1.9705,7.7442,84.525,8.7932,0.1039,2.2022,50.1146,63.7758,118.023,1.7214,0.5779,2.8684,40.8135,12.1301,8.64,0.2994
878,0.0054,677,0.19,15,7.98,-5619,1.9398,7.3274,84.3084,8.3591,0.0618,2.3802,50.3996,64.5242,117.9356,1.6942,0.5468,1.8187,42.4044,21.6167,9.6,0.497
879,0.0107,1552,0.312,20.96,9.08,-5525.25,1.9738,7.3137,84.525,8.7932,0.106,2.7417,50.1146,63.7758,118.023,1.6942,1.1005,2.9889,37.4398,12.6286,8.64,0.2994
880,0.0052,772,0.473,22.55,6.69,-5207.25,1.9697,6.4963,83.5182,8.6149,0.1353,1.9281,50.3917,64.2488,118.0712,1.7214,0.5285,4.599,26.9114,7.9683,5.73,0.3258
881,0.0053,425,0.443,16.79,4.12,-5391.75,1.9672,9.6898,84.3084,8.3591,0.1306,1.1243,50.3996,64.5242,117.9356,1.6942,0.5442,4.3178,13.3468,16.8375,8.49,0.3689
882,0.0055,1112,0.204,16.68,7.24,-5621,1.994,7.9677,83.4448,8.5571,0.0587,2.5293,50.3923,64.7149,118.052,1.6942,0.557,1.9556,40.5379,14.0277,9.6,0.497
883,0.0085,908,1.078,12.65,7.34,-5561,1.9905,9.9116,86.2967,8.7646,0.3106,1.9592,50.5526,64.2989,118.6604,1.0612,0.8714,10.514,25.6784,23.0859,10.33,0.264
884,0.0084,545,0.301,12.16,6.25,-5652.5,1.9818,8.5409,83.5589,8.8889,0.0751,1.6066,50.2246,63.9957,117.7428,1.7214,0.8581,2.8348,37.2651,9.0369,8.64,0.2994
885,0.0042,398,0.228,15.77,5.34,-5627.5,2.01,7.5842,86.238,8.287,0.0717,1.5066,50.7216,64.1468,116.1914,1.4506,0.427,2.1622,22.5813,9.9013,10.19,0.3099
886,0.01,265,0.318,19.04,4.59,-5334,1.9968,8.715,84.7176,8.7373,0.0957,1.5279,50.5598,64.3447,118.3632,1.4715,1.0252,3.0263,25.2539,7.3301,9.43,0.1909
887,0.0091,579,0.287,23.24,9.01,-5639.75,2.0035,8.6604,86.238,8.287,0.0866,2.924,50.7216,64.1468,116.1914,1.4506,0.9287,2.7306,44.2789,22.0201,10.93,0.2775
888,0.0051,379,0.235,19.48,5.35,-5567.75,1.9708,7.8931,83.5182,8.6149,0.0725,1.6208,50.3917,64.2488,118.0712,1.4506,0.5151,2.1926,39.5118,13.3131,10.87,0.4214
889,0.0179,551,0.509,16.82,7.3,-5819.75,2.0082,9.6045,84.3947,8.897,0.1577,2.0716,50.142,64.5666,118.181,0.8064,1.8646,4.9373,21.8835,18.9371,438.87,2.1967
890,0.0075,1030,0.537,23.5,5.17,-5767.25,1.9727,10.0673,85.4838,8.7401,0.1491,1.7023,50.0631,64.3756,118.0474,0.8064,0.7724,5.1638,20.12,15.4183,10.93,0.2775
891,0.0094,856,0.328,17.44,4.57,-5476.5,2.0005,7.8173,84.6838,9.0425,0.0989,1.2616,50.7493,64.4947,117.7228,1.4641,0.963,3.0633,35.8063,9.9668,7.54,0.2768
892,0.0175,886,0.143,20.02,8.75,-5345.25,2.0175,6.8178,85.3967,8.7635,0.0471,2.9319,50.5973,64.0427,117.9192,1.7007,1.8239,1.3684,34.6498,12.4586,7.98,0.2889
893,0.0045,293,0.156,20.39,7,-5250.75,2.0015,7.1817,83.7179,8.7015,0.0468,2.0437,50.6219,64.4228,118.504,1.4641,0.4624,1.4803,28.4972,12.667,6.77,0.3033
894,0.011,497,0.473,13.15,7.75,-5777,1.9952,9.6266,83.4448,8.5571,0.1347,2.3257,50.3923,64.7149,118.052,1.4715,1.1257,4.5418,29.363,18.1731,9.6,0.497
895,0.0057,625,0.277,21.57,1.83,-5327.75,1.9755,8.0442,84.7176,8.7373,0.0821,0.6514,50.5598,64.3447,118.3632,1.4715,0.5786,2.5941,23.3192,10.0808,10.87,0.4214
896,0.022,735,0.249,15.66,7.3,-5213,2.021,7.8852,84.9173,9.131,0.0765,1.9943,50.0942,64.3185,118.0202,1.4715,2.2819,2.3572,37.1906,11.6715,9.64,0.2706
897,0.0121,538,0.394,17.28,6.82,-5138.75,1.9565,7.7756,83.7179,8.7015,0.1214,1.7577,50.6219,64.4228,118.504,1.4506,1.2467,3.7129,33.6492,11.1628,10.8,0.3051
898,0.0066,180,0.223,16.15,4.74,-5406.75,1.9515,7.912,83.4448,8.5571,0.0598,1.3323,50.3923,64.7149,118.052,1.4506,0.6766,2.1321,23.0647,7.0703,8.49,0.3689
899,0.0097,580,0.3,13.85,8.35,-5300.5,2.0038,8.5325,85.188,8.9562,0.0933,2.1347,50.1992,63.901,118.0178,1.0612,0.9954,2.8573,64.4133,20.8754,11.15,0.1571
900,0.0085,593,0.229,19.27,2.83,-5497.5,2.0055,8.3336,83.4448,8.5571,0.0725,1.0079,50.3923,64.7149,118.052,1.19,0.8722,2.1654,15.2734,16.8363,9.6,0.2265
901,0.0179,225,0.192,11.82,4.08,-5398.75,2.018,8.4576,85.4487,8.6695,0.0548,1.3647,50.2081,63.7619,118.1258,0.8064,1.8649,1.8444,21.7071,13.9385,9.6,0.2265
902,0.004,352,0.911,10.4,4.72,-5217.25,1.9925,9.8203,83.4093,8.3663,0.2454,1.2551,50.4972,64.741,117.9414,1.19,0.4115,8.8972,19.8865,24.5446,10.33,0.264
903,0.0075,829,0.167,24.8,10.12,-5394.75,2.0075,8.1474,84.052,8.8581,0.0551,2.9912,50.137,64.6559,117.8936,1.19,0.7743,1.6029,49.6441,15.1328,10.93,0.2775
904,0.004,361,0.319,18.58,2.41,-5397.5,1.9965,8.7099,84.4905,8.7997,0.0948,0.7396,50.5147,64.3568,118.489,1.7007,0.4132,2.9846,18.4888,7.6509,10.87,0.4214
905,0.0097,294,0.446,21.92,5.54,-5543,1.98,9.7324,84.3441,8.9833,0.1335,1.5141,50.6379,64.7846,119.6042,1.7007,0.9984,4.2865,19.8804,18.7933,9.6,0.2265
906,0.0065,843,0.908,17.07,6.17,-5526,1.9962,9.687,85.4838,8.7401,0.2444,2.1981,50.0631,64.3756,118.0474,1.4506,0.6604,8.8014,23.9622,17.0483,438.87,2.1967
907,0.0114,1116,0.222,18.93,8.19,-5445.5,1.984,8.5917,85.4438,8.4278,0.0728,2.4037,50.286,64.332,117.8352,1.19,1.174,2.1028,34.378,15.7062,9.6,0.497
908,0.0087,2228,0.393,20.27,4.86,-4971.75,1.9888,8.2271,85.4838,8.7401,0.1156,1.6743,50.0631,64.3756,118.0474,1.19,0.8868,3.76,31.0773,10.4709,438.87,2.1967
909,0.0065,2602,0.732,11.5,7.94,-5001,2,10.2206,83.4093,8.3663,0.2019,2.1013,50.4972,64.741,117.9414,1.19,0.6614,7.0918,24.0068,22.9374,9.6,0.497
910,0.0078,666,0.172,16.82,6.55,-5368.75,1.9955,8.4197,85.7132,9.0606,0.0543,1.8876,50.5004,64.0248,117.9764,1.7007,0.7991,1.6475,21.3918,13.5062,10.27,0.4006
911,0.0045,479,0.996,19.97,5.75,-6471.25,1.8785,9.1965,86.0222,9.2016,0.2803,1.8876,50.5239,64.0447,118.1136,1.3824,0.4547,9.6287,19.2654,34.5633,9.94,0.2182
912,0.0088,961,0.563,23.84,5.97,-5335,1.991,8.34,85.5485,8.8548,0.1589,1.8836,50.1588,63.7216,117.9246,1.3824,0.9037,5.3532,58.1033,31.6006,10.87,0.4214
913,0.0049,461,0.253,14.8,2.79,-5613,1.9973,8.9656,84.0397,9.1287,0.0652,0.7281,50.5501,64.215,118.1158,1.3824,0.498,2.4189,14.0551,32.0514,11.76,0.2441
914,0.0144,533,0.477,25.54,6.5,-5459,1.9908,8.7436,84.4061,8.6772,0.1636,1.9368,50.4095,64.2376,118.542,1.4641,1.4921,4.5906,41.7914,26.636,8.64,0.2994
915,0.0106,649,0.29,22.48,12.64,-5398.5,1.9863,6.8312,85.3967,8.7635,0.0888,3.7688,50.5973,64.0427,117.9192,0.6343,1.0896,2.7967,53.8631,11.5614,10.04,0.3092
916,0.0142,410,0.261,20.77,8.79,-5012.75,1.974,7.3783,85.3967,8.7635,0.0829,2.9035,50.5973,64.0427,117.9192,0.6343,1.4588,2.5018,39.2581,13.0573,8.68,0.3804
917,0.0102,1292,0.39,21.31,3.91,-5248.25,2.036,9.6453,85.3967,8.7635,0.1106,1.1606,50.5973,64.0427,117.9192,0.6343,1.0448,3.733,22.2626,13.97,6.32,0.2679
918,0.0127,778,0.116,17.71,10.02,-5658.25,2.014,7.1902,85.3967,8.7635,0.0348,2.7574,50.5973,64.0427,117.9192,0.6343,1.3047,1.1119,47.6335,14.6788,6.32,0.2679
919,0.0095,403,0.267,19.89,3.34,-5604.5,1.985,8.3691,84.4061,8.6772,0.0801,0.9704,50.4095,64.2376,118.542,0.6343,0.9771,2.5047,33.121,13.0975,5.73,0.3258
920,0.0067,470,0.626,20.11,3.66,-5494.75,2.0035,9.6255,86.1155,8.5801,0.1756,1.2995,50.294,64.0748,119.2266,0.8713,0.6837,5.9019,120.6696,19.9339,6.66,0.3509
921,0.0107,541,1.273,23.21,8.64,-5549.25,2.0017,9.5394,86.238,8.287,0.3675,2.2865,50.7216,64.1468,116.1914,0.8713,1.0947,12.2301,25.2045,19.0523,8.0099,0.1878
922,0.0114,854,0.189,19.43,2.91,-5370.75,2.0045,8.2177,83.5182,8.6149,0.0497,0.9605,50.3917,64.2488,118.0712,0.8713,1.1684,1.7681,22.8708,7.7189,10.87,0.4214
923,0.0207,689,0.72,17.67,0,-5573.75,1.9693,20.0455,85.7059,8.2395,0.2004,0,50.344,64.1495,120.0346,0.8713,2.1645,7.1329,0,12.1469,7.5,0.2423
924,0.0036,886,0.2,17.44,4.3,-5370.25,1.9695,8.6991,85.1011,8.9475,0.0658,1.2693,50.2249,63.9471,118.0626,1.7007,0.3632,1.899,39.3813,6.7345,8.64,0.2994
925,0.0101,530,0.4,20.39,3.93,-5599.25,2.0132,10.363,84.3084,8.3591,0.1403,1.339,50.3996,64.5242,117.9356,1.3824,1.0355,3.8321,15.6734,14.5424,9.28,0.4372
926,0.0054,2774,0.299,24.53,6.08,-4994.25,1.9715,8.7901,84.4061,8.6772,0.0999,2.0043,50.4095,64.2376,118.542,1.4715,0.552,2.8437,41.7479,25.4465,8.64,0.2994
927,0.0083,863,0.276,17.15,7.07,-5515,1.966,8.52,85.4438,8.4278,0.0842,2.4301,50.286,64.332,117.8352,0.8713,0.853,2.6491,33.1002,7.2468,9.6,0.497
928,0.0164,485,0.23,11.48,4.62,-5738.75,2.0157,8.6503,83.7747,8.3436,0.0628,1.3247,50.394,64.3908,118.7374,0.8713,1.7093,2.1823,51.2112,6.0703,10.37,0.3107
929,0.0038,863,0.218,18.61,3.86,-5508.75,1.993,8.9172,84.4061,8.6772,0.0721,1.0675,50.4095,64.2376,118.542,1.3824,0.3917,2.0349,32.2342,9.3231,8.64,0.2994
930,0.0098,426,0.307,18.41,3.23,-5580.25,1.991,8.486,83.4093,8.3663,0.0969,0.974,50.4972,64.741,117.9414,1.6544,1.0045,2.9397,16.2555,16.0906,9.94,0.2182
931,0.0092,3951,1.001,16.33,15.96,-5554.5,2.0273,10.2841,93.8653,8.6611,0.2724,4.4077,57.8485,76.2508,125.9348,1.6544,0.9429,9.6495,50.5921,15.1105,11.76,0.2441
932,0.012,737,0.355,20.4,5.69,-5692.5,1.9792,8.4755,86.4883,8.6544,0.1056,1.5102,52.9114,94.2641,118.464,1.6544,1.2366,3.3586,31.4241,14.1449,10.93,0.2775
933,0.0066,1053,0.233,11.68,7.53,-5834.75,1.99,8.6031,93.8653,8.6611,0.078,2.1923,57.8485,76.2508,125.9348,1.3824,0.6707,2.226,29.638,10.7895,10.93,0.2775
934,0.0101,1173,0.608,15.43,3.97,-5612.25,2.0192,9.4339,85.3967,8.7635,0.1669,1.2758,50.5973,64.0427,117.9192,1.5095,1.0353,5.7905,16.6233,21.2704,6.32,0.2679
935,0.0096,466,0.224,17.95,10.33,-5588,2.0048,9.1576,86.238,8.287,0.059,2.6951,50.7216,64.1468,116.1914,1.5095,0.9833,2.1543,38.1838,15.0828,9.6,0.497
