,F153,F159,F198,F200,F201,F21,F252,F26,F319,F32,F33,F334,F34,F334.1,F35,F39,F407,F426,F470,F471,F474,F476,F524,F574
746,0.0044,378,0.569,19.87,15.77,-5458.75,2.9461,1.9968,6.4831,84.5303,8.2638,0.1415,50.4559,0.1415,64.3628,119.6408,1.8921,0.4517,5.5181,25.5035,86.4042,33.5206,5.0548,2.9955
747,0.0099,275,0.358,18.05,6.64,-5452.75,1.7859,2.007,9.9174,85.513,8.7932,0.1213,50.3159,0.1213,64.0127,118.9228,0.8433,1.0177,3.3579,9.4971,37.8343,13.7353,3.0512,2.9013
748,0.0095,1043,0.427,10,3.98,-5623,1.8975,1.9835,6.6198,85.0066,9.6938,0.1213,50.366,0.1213,64.2263,118.0446,0.8433,0.9716,4.0611,7.3416,19.6056,16.6968,3.2305,4.0422
749,0.0112,345,0.371,15.92,6.33,-5831.25,1.0002,1.9908,6.2097,84.2629,8.2823,0.0971,50.235,0.0971,64.2171,119.8028,0.8456,1.158,3.5445,4.2523,38.8381,13.1102,1.7316,3.2554
750,0.0047,1092,0.363,13.39,7.52,-5422.25,3.302,2.0063,4.2933,84.2629,8.2823,0.1039,50.235,0.1039,64.2171,119.8028,1.3697,0.4796,3.2105,9.709,55.1967,27.7082,5.518,2.3367
751,0.0088,966,0.613,21.19,5.5,-5618.75,4.6953,1.9672,9.806,83.8498,8.5889,0.1706,50.211,0.1706,64.1402,119.2162,1.3697,0.9017,5.7726,10.7327,22.8233,11.3403,7.9178,2.2433
752,0.0179,898.0720583,0.561,16.56,3.46,-5620.622149,2.6619,1.940019172,9.7985,85.6561,8.7144,0.1551,50.5124,0.1551,64.0638,117.78,1.3697,1.871,5.1902,8.8149,20.3164,13.0254,4.5348,2.0059
753,0.006,468,1.121,18.57,13.37,-6482.75,2.7858,1.873,6.8521,85.0513,9.1156,0.3094,50.5031,0.3094,63.9509,117.643,1.3697,0.6124,10.7761,27.0378,61.8302,17.0781,4.7753,4.0485
754,0.0175,549,0.384,7.45,3.42,-5789.75,2.9278,2.0105,6.6134,85.3825,9.7324,0.1181,50.3716,0.1181,64.2442,118.0668,1.3697,1.8238,3.6083,7.1736,21.7759,20.99,4.9728,2.2737
755,0.0053,385,0.41,11.31,3.08,-5273,1.7126,2.0045,6.6419,86.2857,8.5855,0.126,50.3174,0.126,63.9733,118.8308,1.3697,0.5445,3.879,8.0657,15.3514,9.77,2.9369,3.2322
756,0.0057,470,0.261,15.89,6.82,-6549.25,4.7231,1.8915,6.5591,85.7833,8.7696,0.0784,50.124,0.0784,63.7482,118.7706,0.8433,0.5838,2.4829,5.0826,34.1157,13.3074,7.818,3.3635
757,0.0049,684,0.373,22.91,2.53,-5469.5,1.9241,1.9703,9.745,83.8498,8.5889,0.1173,50.211,0.1173,64.1402,119.2162,0.8433,0.4996,3.5212,8.1554,18.8505,11.982,3.2738,2.8996
758,0.0054,1163,1.305,19.06,10.6,-5248.25,3.3622,1.972,6.9642,84.1896,8.8519,0.3671,50.1963,0.3671,64.6928,118.031,1.3697,0.5554,12.6922,22.7424,42.4433,18.6398,5.799,4.0468
759,0.0069,195,0.648,17.75,24.06,-6364.75,3.5718,1.8693,16.9271,85.4449,9.22,0.177,50.5573,0.177,64.0559,117.628,0.8433,0.7033,6.2117,25.7089,131.6493,15.619,6.1654,1.9771
760,0.0065,1367,0.344,15.61,16.77,-5410.75,1.76,1.9772,7.0269,83.6264,8.3006,0.0891,50.3196,0.0891,64.2059,119.8088,1.2844,0.6593,3.2644,29.4545,61.6611,13.0728,2.998,3.1887
761,0.0048,604,0.576,17.31,14.37,-5428.5,3.5479,1.9985,7.1994,85.0066,9.6938,0.1642,50.366,0.1642,64.2263,118.0446,1.2844,0.4919,5.5638,27.0526,68.6271,33.1053,6.1369,2.9955
762,0.0061,739,0.296,19.5,4.34,-5467.75,1.6776,1.9417,10.6622,83.6264,8.3006,0.075,50.3196,0.075,64.2059,119.8088,1.2844,0.6276,2.8594,9.0863,23.1496,10.0327,2.8606,2.1212
763,0.0052,2775,0.813,15.16,11.04,-6285,4.1451,2.035,7.2948,83.6264,8.3006,0.2321,50.3196,0.2321,64.2059,119.8088,1.2844,0.5342,7.8475,21.0201,39.0828,25.7507,7.2268,2.7097
764,0.0101,821,0.412,11.24,5.73,-5342.5,2.1083,2.023,11.0172,83.6264,8.3006,0.1102,50.3196,0.1102,64.2059,119.8088,1.2844,1.0392,3.9957,9.1618,27.1997,7.355,3.6497,3.027
765,0.0114,542,0.468,19.1,6.48,-6489.25,4.5587,1.8913,9.2417,84.7188,8.7073,0.1419,50.2823,0.1419,64.6813,118.294,1.3697,1.1737,4.3333,7.9054,33.9799,7.4737,7.5883,3.3635
766,0.0055,2737,0.571,15.46,11.67,-5098.25,2.6114,1.9892,6.964,85.4656,8.5407,0.1472,50.3651,0.1472,64.2771,119.5174,1.3999,0.5645,5.4922,22.5187,53.6157,13.4306,4.5584,4.0468
767,0.0117,1837,0.21,16.04,8.67,-6301.5,1.1245,2.0265,6.4248,84.5303,8.2638,0.0551,50.4559,0.0551,64.3628,119.6408,1.3999,1.2046,1.9581,4.8806,35.2619,10.6164,1.9222,2.3367
768,0.0058,690,0.222,13.07,6.52,-5570.25,2.2567,1.959,6.2969,83.779,8.3006,0.0689,50.3635,0.0689,64.3058,119.7496,1.2844,0.5882,2.0617,5.3942,32.5719,7.7982,3.8265,2.9357
769,0.0109,3477,0.413,17.78,2.16,-5636.75,3.3326,1.9775,10.0129,85.8807,9.754,0.1229,50.2775,0.1229,63.9959,118.0116,0.8433,1.1178,3.8195,8.4157,11.7501,6.72,5.7074,2.2791
770,0.0056,410,0.226,15.12,16.78,-5714.25,3.3807,1.974,7.1224,85.0449,8.5003,0.076,50.428,0.076,64.4113,118.2436,1.2844,0.5657,2.1884,24.7721,68.6247,20.6277,5.9707,4.0468
771,0.0103,425,0.215,18.2,7.46,-5801.25,3.0621,1.9623,6.6697,83.8498,8.5889,0.0689,50.211,0.0689,64.1402,119.2162,1.3697,1.0562,2.033,4.2886,32.5334,14.57,5.2038,2.5787
772,0.0059,634,0.246,11.6,6.92,-5183,2.1225,1.9922,6.1341,83.6264,8.3006,0.0815,50.3196,0.0815,64.2059,119.8088,1.3047,0.6009,2.3221,3.3629,41.61,19.2109,3.7003,2.1212
773,0.0085,2456,0.264,13.72,6.54,-4858.25,3.5308,1.97,6.108,83.6583,8.5596,0.0874,50.3882,0.0874,64.4017,119.4242,1.3047,0.871,2.5265,4.4575,51.824,50.8772,6.2482,3.9085
774,0.0067,655,0.324,20.2,3.68,-5218.25,1.8358,1.945,5.939,84.8937,8.6074,0.0885,50.3191,0.0885,64.2041,119.1106,1.3047,0.6856,3.0898,7.3755,28.4192,30.4239,3.1415,2.7384
775,0.0056,74,0.811,21.57,5.99,-5520.25,3.4979,2.0023,11.127,83.6264,8.3006,0.2271,50.3196,0.2271,64.2059,119.8088,0.6262,0.571,7.8462,8.6841,20.7721,17.8643,6.1941,3.5821
776,0.0079,249,0.09,12.04,5.51,-5408.25,1.1749,1.9758,5.9176,86.1155,8.5801,0.0282,50.294,0.0282,64.0748,119.2266,1.3047,0.808,0.8325,4.4555,27.4138,15.3125,2.005,3.806
777,0.0168,1357,0.339,10.91,4.69,-5160,1.9304,2.003,5.9782,85.3881,8.3179,0.1025,50.2928,0.1025,64.2195,120.1074,1.3047,1.7504,3.1336,8.6807,23.1866,12.6413,3.273,3.1199
778,0.0125,1465,1.195,27.38,20.49,-5116.5,1.7209,2.006,10.3704,83.8498,8.5889,0.3499,50.211,0.3499,64.1402,119.2162,1.3047,1.2793,11.479,31.8862,85.2271,29.0179,2.9381,3.1199
779,0.0153,736,0.215,10.33,5.02,-5400,4.4888,1.9848,6.0493,85.3881,8.3179,0.0715,50.2928,0.0715,64.2195,120.1074,0.6262,1.5839,2.016,3.9364,24.2857,7.0114,7.7527,2.1212
780,0.0092,775,0.267,11.21,5.28,-5763,1.7072,1.9367,6.3553,84.5303,8.2638,0.0829,50.4559,0.0829,64.3628,119.6408,1.6235,0.9418,2.4961,8.1057,21.7343,14.2688,2.929,3.5109
781,0.0057,103,0.254,18.4,10.79,-5646.5,1.0706,2.0248,6.4576,86.1155,8.5801,0.0846,50.294,0.0846,64.0748,119.2266,0.6262,0.581,2.4302,6.192,51.677,9.5467,1.8345,4.874
782,0.0054,587,0.342,14.95,16.22,-5544.25,3.1782,1.9905,6.957,83.6264,8.3006,0.0959,50.3196,0.0959,64.2059,119.8088,1.3047,0.5536,3.2976,22.853,65.4883,14.4386,5.4175,2.0663
783,0.0053,534,0.264,13.35,4.86,-5310.5,1.0394,1.9758,5.7846,85.7059,8.2395,0.0861,50.344,0.0861,64.1495,120.0346,0.6262,0.54,2.4714,7.221,24.0626,23.7372,1.7819,2.1212
784,0.0059,1029,0.252,22.15,5.04,-5377.25,1.8729,1.9395,6.5735,84.8937,8.6074,0.0849,50.3191,0.0849,64.2041,119.1106,0.6262,0.6012,2.43,5.0324,19.0231,21.8516,3.1915,3.0837
785,0.0089,1081,0.202,14.53,7.26,-5528.75,2.0313,1.9955,5.8949,85.3881,8.3179,0.0747,50.2928,0.0747,64.2195,120.1074,1.3047,0.9145,1.8956,2.9014,43.6395,6.7869,3.469,3.0971
786,0.0067,658,0.309,11.3,4.42,-5275,3.3438,1.9697,6.3096,83.779,8.3006,0.1018,50.3635,0.1018,64.3058,119.7496,1.6235,0.6803,2.877,4.5164,27.6178,8.6919,5.8149,2.9357
787,0.012,555,0.216,13.73,6.6,-5646,1.8481,1.996,5.9222,86.15,8.8424,0.0638,50.0752,0.0638,64.326,117.8416,1.6235,1.2414,2.009,3.4268,48.4328,15.4819,3.1553,3.0971
788,0.0098,439,0.623,19.14,7.1,-6468,4.2196,1.878,6.6856,85.0449,8.5003,0.1762,50.428,0.1762,64.4113,118.2436,2.4282,1.0044,6.1044,4.6959,31.669,45.5696,7.1316,3.9963
789,0.0104,349,0.385,22.89,5.07,-5645.75,4.2741,1.976,7.9092,84.5987,8.8836,0.1245,50.0944,0.1245,63.7488,117.878,2.4282,1.0704,3.6186,3.9607,38.0619,15.2248,7.202,3.7983
790,0.0086,2381,0.226,5.48,3.73,-4675.25,1.0559,1.991,5.967,85.3881,8.3179,0.0796,50.2928,0.0796,64.2195,120.1074,1.3047,0.883,2.1253,5.1349,39.821,6.9132,1.8138,3.7662
791,0.0131,534,0.274,11.76,2.6,-5335.5,2.2967,1.966,6.012,84.5303,8.2638,0.0853,50.4559,0.0853,64.3628,119.6408,1.6235,1.3515,2.5657,7.6197,15.9213,7.6745,3.9088,2.4142
792,0.0103,763,0.238,9.37,4.4,-5197.5,1.6248,2.0048,6.3283,83.6583,8.5596,0.0812,50.3882,0.0812,64.4017,119.4242,2.4282,1.0606,2.2392,6.8212,18.0032,12.7291,2.7792,2.4142
793,0.0122,835,0.353,11.36,4.83,-5892.25,1.5719,1.992,6.0841,83.779,8.3006,0.0994,50.3635,0.0994,64.3058,119.7496,1.6235,1.256,3.295,3.9167,27.5934,6.6625,2.6891,2.9357
794,0.0113,355,0.177,13.08,6.88,-5322.25,3.438,2.0217,6.0937,86.1155,8.5801,0.0619,50.294,0.0619,64.0748,119.2266,0.6262,1.1589,1.6389,4.9956,29.3971,12.1952,6.1213,2.3367
795,0.0091,312,0.612,19.98,22.46,-5536.5,1.7824,1.9648,10.1622,84.8937,8.6074,0.1862,50.3191,0.1862,64.2041,119.1106,1.3047,0.9338,5.7994,31.0456,97.248,18.5219,3.05,3.4173
796,0.0064,537,0.362,18.1,8.27,-5393.5,2.4871,1.9743,11.0498,85.8807,9.754,0.1102,50.2775,0.1102,63.9959,118.0116,2.4282,0.6533,3.5392,6.8461,26.1313,12.1537,4.2823,3.4972
797,0.0143,644,0.971,29.12,23.55,-5545.25,1.7657,1.9892,10.3188,84.7188,8.7073,0.2866,50.2823,0.2866,64.6813,118.294,0.6262,1.4776,9.1889,31.8442,101.9313,18.7123,2.9974,3.4173
798,0.0089,2446,0.749,24.29,22.04,-6002,4.6217,1.988,10.0551,84.7188,8.7073,0.2159,50.2823,0.2159,64.6813,118.294,1.3004,0.9105,7.0326,30.4733,97.8195,20.7221,7.7927,3.4173
799,0.0118,2371,0.24,15.97,6.18,-6313.5,3.5949,2.01,6.0872,84.7646,8.5862,0.0703,50.4865,0.0703,64.3404,118.3002,0.8649,1.2156,2.2345,3.7333,29.5623,12.493,6.1436,2.3387
800,0.0196,5054,0.273,16.06,3.73,-1263.5,3.2515,0.4138,6.369,84.9737,8.441,0.083,50.365,0.083,64.3579,118.4008,1.3004,2.0504,2.6137,5.9329,33.0194,20.2105,5.5349,2.7384
801,0.0071,1407,0.42,15.8,3.5,-5512,3.9187,2.0202,10.5805,85.513,8.7932,0.105,50.3159,0.105,64.0127,118.9228,0.8649,0.7272,3.9935,8.8256,17.7709,40.6686,6.6283,2.8315
802,0.0131,3193,1.12,19.56,7.64,-4386,4.0491,1.9633,8.6052,83.8148,8.572,0.3029,50.3314,0.3029,64.2616,119.2172,1.3004,1.3535,10.7648,6.6106,37.8746,9.3246,6.8775,3.7983
803,0.0189,159,0.272,18.14,5.92,-5371.25,4.5352,1.958,8.7815,84.969,8.3331,0.0954,50.3536,0.0954,64.2455,118.8616,0.9095,1.9706,2.5926,5.7203,29.55,12.9532,7.6564,3.7983
804,0.0182,1234,0.27,14.35,4.97,-5553,3.0466,1.956,6.1361,83.779,8.3006,0.088,50.3635,0.088,64.3058,119.7496,0.9095,1.8965,2.5883,3.828,28.5205,27.408,5.1466,2.1212
805,0.0089,773,0.421,18.44,6.76,-5352.25,1.5886,1.9775,10.7285,84.7646,8.5862,0.1224,50.4865,0.1224,64.3404,118.3002,1.3004,0.9147,4.1047,6.8991,23.1097,11.6439,2.7208,3.1569
806,0.0057,1086,0.143,10.01,6.89,-5472,2.9195,1.9912,8.8093,83.7568,8.2981,0.0508,50.628,0.0508,64.638,119.9514,1.3004,0.5844,1.3612,5.7293,61.8163,4.6368,4.9617,3.7983
807,0.0111,945,0.363,10.76,4.16,-5611.75,4.368,1.9665,6.2891,85.4656,8.5407,0.1183,50.3651,0.1183,64.2771,119.5174,0.9095,1.1443,3.3945,6.4223,18.1984,22.9592,7.3843,3.1199
808,0.012,681,0.612,16.38,15.56,-5456.75,3.8861,1.9937,10.6434,84.969,8.3331,0.201,50.3536,0.201,64.2455,118.8616,0.8649,1.2395,5.8499,25.4158,77.8232,21.1343,6.6341,3.1199
809,0.0103,2604,0.393,17.68,17.21,-5196.75,2.5565,2.019,10.4235,84.5303,8.2638,0.117,50.4559,0.117,64.3628,119.6408,0.9095,1.0551,3.9073,20.8718,80.5978,16.8748,4.4243,3.7983
810,0.0129,1174,0.515,20.96,20.99,-5612.5,1.9252,2.0057,10.5785,84.3947,8.897,0.1572,50.142,0.1572,64.5666,118.181,0.9095,1.3328,4.9036,30.7812,87.3818,18.2131,3.2544,3.4173
811,0.0073,1977,0.191,11.8,5.12,-5867,2.7669,1.968,6.3107,85.7059,8.2395,0.0629,50.344,0.0629,64.1495,120.0346,0.8649,0.7458,1.7811,2.592,33.7377,8.9856,4.6724,2.1212
812,0.0119,1401,0.246,11.64,6.35,-5143.5,1.7496,1.9642,6.1453,85.7059,8.2395,0.0732,50.344,0.0732,64.1495,120.0346,0.8649,1.2219,2.3411,4.5255,39.5341,8.6745,3.0334,3.0971
813,0.0118,1433,0.257,12.6,1.75,-5611.75,3.5707,2.014,6.3851,85.7059,8.2395,0.0786,50.344,0.0786,64.1495,120.0346,1.8643,1.2146,2.4084,6.4885,22.0208,14.2523,6.0664,3.5688
814,0.0127,322,0.554919691,18.11519349,7.510061932,-6616,2.5364,1.8923,8.669,84.7348,8.6706,0.168363869,49.9566,0.168363869,64.5635,118.1992,1.8643,1.3015,5.371865849,9.944340452,36.24628785,20.75772753,4.2968,4.4838
815,0.0145,546,0.313,19.61,3.85,-5495,4.0226,1.9932,10.6248,85.3881,8.3179,0.101,50.2928,0.101,64.2195,120.1074,0.8649,1.5019,3.0185,9.8345,14.2902,7.0592,6.979,3.4888
816,0.0101,288,0.176,12.39,5.46,-5370,2.7963,1.9463,6.2216,85.7059,8.2395,0.0627,50.344,0.0627,64.1495,120.0346,0.8649,1.033,1.6411,4.3663,28.732,10.23,4.753,2.1212
817,0.0178,516,0.28,17.18,4.64,-5549.5,4.465,1.9675,6.2908,83.779,8.3006,0.1013,50.3635,0.1013,64.3058,119.7496,0.9095,1.8588,2.6289,4.7407,36.6839,8.3808,7.6011,3.8734
818,0.0065,348,0.344,12.97,6.41,-6417.75,3.7685,1.8725,8.2623,85.0449,8.5003,0.1109,50.428,0.1109,64.4113,118.2436,0.9095,0.6667,3.3333,7.9562,28.3071,23.9592,6.4429,3.7983
819,0.011,811,0.312,21.8,4.35,-5440.25,3.8426,1.9525,8.1796,86.3826,8.3273,0.0948,50.3556,0.0948,64.2252,119.1824,1.8643,1.1259,2.9423,3.1244,29.682,6.0786,6.5884,3.7983
820,0.0089,2460,0.319,12.05,2.88,-5563.5,4.2292,1.9648,6.0307,85.7243,8.3542,0.096,50.2105,0.096,63.9862,119.8178,1.3004,0.9075,3.0049,6.3103,24.2698,7.534,7.1283,3.0971
821,0.0055,341,0.299,24.19,9.57,-5470.25,1.2313,1.986,8.0674,85.4438,8.4278,0.0844,50.286,0.0844,64.332,117.8352,1.4148,0.5571,2.7898,6.0874,48.1438,19.2168,2.135,3.4596
822,0.0137,543,0.401,17.68,6.21,-5411.75,2.4473,1.988,6.2425,87.1883,9.0145,0.1035,50.0471,0.1035,64.1861,118.2592,1.8643,1.4106,3.9087,4.4751,24.543,22.491,4.2071,3.0837
823,0.0093,1110,0.336,11.4,4,-5762.75,2.0928,1.9748,6.3835,85.7243,8.3542,0.0997,50.2105,0.0997,63.9862,119.8178,0.9095,0.9534,3.1887,4.6765,33.4115,34.2688,3.5409,3.9963
824,0.0058,587,0.204,22.34,4.9,-5585.25,1.7235,2.0025,8.5692,84.8949,8.3588,0.0621,50.3833,0.0621,64.4228,120.3726,1.4148,0.589,1.9298,7.2316,48.2063,13.5863,2.9493,3.514
825,0.0124,1663,0.449,19.92,7.01,-5753.5,2.6671,2.0227,6.2941,87.1883,9.0145,0.1303,50.0471,0.1303,64.1861,118.2592,1.4148,1.2782,4.274,7.1479,40.1204,10.8948,4.5159,2.7384
826,0.0056,3204,0.255,11.75,4.69,-4961.25,4.2733,1.9948,6.1545,83.5811,8.6068,0.0762,50.6355,0.0762,64.6913,118.2942,0.8649,0.5683,2.4251,7.0428,25.7454,8.7411,7.3169,2.2582
827,0.0108,816,0.317,24.95,6.68,-5505.5,1.7144,2.01,7.6934,83.8148,8.572,0.0935,50.3314,0.0935,64.2616,119.2172,1.4148,1.1092,2.9776,5.8447,51.3674,15.051,2.9452,3.7983
828,0.0134,385,0.6,17.79,4.25,-5592.75,1.972,2.0313,8.6784,84.5551,9.9964,0.1744,50.4757,0.1744,64.3827,118.022,1.4148,1.3867,5.9309,5.4828,18.9684,31.9021,3.323,2.6046
829,0.0135,903,0.307,14.6,4.47,-5578.75,4.3701,2.0383,6.0145,84.9173,9.131,0.1028,50.0942,0.1028,64.3185,118.0202,1.8643,1.3943,2.8877,4.9469,24.8129,8.3818,7.4239,3.0837
830,0.0134,461,0.377,22.17,4.48,-5349.75,2.3929,1.986,8.222,83.6583,8.5596,0.1372,50.3882,0.1372,64.4017,119.4242,1.4148,1.384,3.579,4.5473,31.1496,7.3233,4.0788,3.7983
831,0.0122,1049,0.269,19.29,4.84,-5714.25,3.1193,2.011,9.7021,86.1155,8.5801,0.0769,50.294,0.0769,64.0748,119.2266,1.3004,1.2535,2.4629,7.2209,14.8947,7.8031,5.3171,3.2966
832,0.009,526,0.133,19.07,7.85,-5538,2.6597,1.9743,8.5462,83.7568,8.2981,0.0383,50.628,0.0383,64.638,119.9514,1.6082,0.9215,1.2529,6.803,68.2893,6.1643,4.4839,3.7983
833,0.0122,390,0.33,22.12,5.74,-5466.75,2.6328,1.971,8.0433,83.8148,8.572,0.1045,50.3314,0.1045,64.2616,119.2172,1.6082,1.2483,3.0738,4.5454,32.8002,6.332,4.4912,3.7983
834,0.0166,282,0.227,24.36,9.34,-6397.75,2.2723,1.8798,8.8326,86.6785,9.0121,0.0726,50.5767,0.0726,64.0904,117.6884,1.6082,1.7231,2.1164,7.2289,59.359,19.4614,3.9199,3.894
835,0.0064,551,0.384,16.65,6.65,-5515.5,1.6236,1.9798,8.1636,84.361,8.8624,0.1211,50.8411,0.1211,64.6702,118.3086,1.6082,0.655,3.6429,6.0961,45.7231,12.3268,2.8032,2.4961
836,0.0096,284,0.387,22.58,6.21,-5617.5,2.1441,1.9943,8.9723,84.525,8.7932,0.1289,50.1146,0.1289,63.7758,118.023,1.2469,0.9824,3.6922,8.7594,28.1698,15.9478,3.6879,3.894
837,0.0075,483,0.221,14.72,11.76,-5517.75,2.7596,1.986,8.1343,85.3881,8.3179,0.0569,50.2928,0.0569,64.2195,120.1074,1.6082,0.7698,2.1021,8.702,72.6431,7.6248,4.6779,3.3175
838,0.0053,453,0.218,21.37,6.37,-5122.5,1.6717,1.9937,8.1451,84.361,8.8624,0.0764,50.8411,0.0764,64.6702,118.3086,1.2469,0.5418,2.0277,6.4761,48.5912,9.5007,2.9233,2.4961
839,0.011,420,0.597,16.68,11.24,-6469.5,4.0584,1.872,9.8764,85.0449,8.5003,0.1734,50.428,0.1734,64.4113,118.2436,1.2469,1.1304,5.6895,23.3533,79.5326,12.8395,6.8724,3.7983
840,0.0108,197,0.214,17.23,5.09,-5085.75,1.536,2.0017,9.0199,83.7568,8.2981,0.0684,50.628,0.0684,64.638,119.9514,1.2469,1.1074,2.0229,5.6738,27.6967,6.4972,2.6556,2.9485
841,0.0112,1985,0.185,13.13,9.49,-4764,1.5621,1.9905,8.4021,84.8949,8.3588,0.0613,50.3833,0.0613,64.4228,120.3726,1.2469,1.1482,1.7751,7.4248,77.8391,5.1662,2.6923,3.7983
842,0.0094,598,0.393,22.23,3.05,-5195.75,1.456,2.0032,8.5624,84.9173,9.131,0.1191,50.0942,0.1191,64.3185,118.0202,1.2469,0.9597,3.6823,5.0807,14.5046,22.7578,2.5148,4.6475
843,0.0089,959,0.26,16.9,7.57,-5569.75,1.7789,1.9875,8.3231,84.8949,8.3588,0.0825,50.3833,0.0825,64.4228,120.3726,1.2469,0.9103,2.4699,7.0397,52.9011,5.9574,3.0136,2.3039
844,0.0073,1042,0.337,13.8,3.28,-5644,3.8807,1.9913,6.2164,85.4656,8.5407,0.097,50.3651,0.097,64.2771,119.5174,1.6082,0.7498,3.1798,6.1455,24.4585,5.2175,6.6936,2.6771
845,0.006,732,0.506,21.8,20.17,-5250.75,3.1242,1.959,10.2987,85.7059,8.2395,0.1641,50.344,0.1641,64.1495,120.0346,1.0769,0.6101,4.8142,30.6162,87.569,12.4876,5.4484,3.4173
846,0.0057,960,0.552942904,17.96418379,7.582151781,-5334.75,4.2827,2.0232,8.7444,84.9173,9.131,0.168363869,50.0942,0.168363869,64.3185,118.0202,1.1415,0.5788,5.365220934,10.54155237,38.25921638,20.10248091,7.247,4.5361
847,0.0076,583,0.155,22.3,6.2,-5209,4.3054,2.0032,8.4411,83.7179,8.7015,0.0486,50.6219,0.0486,64.4228,118.504,2.2254,0.7847,1.4453,4.8896,37.0106,21.8506,7.2167,3.894
848,0.0169,626,0.49,15.9,6.34,-5392.5,5.8064,1.9955,7.9145,84.3084,8.3591,0.1311,50.3996,0.1311,64.5242,117.9356,0.6796,1.7646,4.6864,6.3996,41.3475,13.441,10.4816,3.894
849,0.0162,760,0.331,24.81,9.4,-5494.75,0.849,1.9995,8.3194,85.4438,8.4278,0.1023,50.286,0.1023,64.332,117.8352,0.6796,1.6864,3.1084,7.1881,45.6973,17.6266,1.4575,3.894
850,0.0104,261,0.234,18.66,5.2,-5436.25,4.3831,1.9892,8.4681,85.4438,8.4278,0.0787,50.286,0.0787,64.332,117.8352,1.5432,1.0654,2.1976,6.2231,26.0216,9.601,7.7421,3.4596
851,0.0118,364,0.31,14.9,5.55,-5472,2.3058,1.9957,9.2152,85.5246,8.2832,0.1073,50.4619,0.1073,64.482,118.0946,1.5432,1.2161,2.9392,5.9405,20.7704,37.199,3.9286,3.1112
852,0.0083,373,0.764,17.16,14.86,-5481.75,1.5727,2.009,9.9554,84.8949,8.3588,0.216,50.3833,0.216,64.4228,120.3726,1.1078,0.8488,7.3164,25.0875,72.6259,15.9217,2.6807,3.7983
853,0.006,474,0.224,16.9,4.36,-5261,2.7908,1.972,8.5071,84.5951,8.58,0.0741,50.6848,0.0741,64.4791,118.426,1.5432,0.6101,2.1064,5.3175,30.2317,26.7526,4.7708,2.8688
854,0.0188,161,0.35,17.12,5.72,-6465,4.2238,1.87,6.2725,85.0449,8.5003,0.1189,50.428,0.1189,64.4113,118.2436,1.2469,1.9681,3.3665,6.8429,38.0703,27.67,7.0979,2.7384
855,0.0107,2088,0.313,14.42,3.25,-5685,2.9013,2.025,7.8081,83.7568,8.2981,0.0826,50.628,0.0826,64.638,119.9514,1.1078,1.1055,2.8666,4.2793,25.6908,7.6266,4.9409,3.7983
856,0.0163,451,1.576,22,12.03,-6413.25,4.6681,1.8985,6.5239,103.1082,23.1583,0.4539,57.7421,0.4539,74.8511,127.3944,1.2469,1.694,14.8775,25.4789,52.7519,18.8327,7.8737,2.3352
857,0.0099,336,0.317,23.28,3.48,-6515.25,2.5672,1.866,8.7998,86.6785,9.0121,0.0927,50.5767,0.0927,64.0904,117.6884,2.2254,1.0165,2.9662,5.288,32.6438,14.906,4.4957,3.4596
858,0.0095,608,0.689,23.83,3.72,-5204,4.1175,1.976,9.4014,84.095,8.272,0.2177,50.3339,0.2177,64.5378,117.8192,1.2568,0.9775,6.5324,31.6289,113.124,19.6081,6.9403,3.21
859,0.0096,663,0.575,21.27,4.24,-5416.5,4.1623,1.9867,9.583,84.095,8.272,0.1704,50.3339,0.1704,64.5378,117.8192,1.2568,0.985,5.4476,32.7672,126.7858,20.1463,7.0057,4.6475
860,0.006,484,0.28,14.74,5.09,-5502,1.7818,2.0178,6.1992,84.9173,9.131,0.0746,50.0942,0.0746,64.3185,118.0202,1.2568,0.6087,2.7042,4.6469,29.1814,14.4882,3.0472,4.0301
861,0.0061,736,0.934,9.8,17.25,-5543,1.7835,1.981,6.5782,83.7747,8.3436,0.2608,50.394,0.2608,64.3908,118.7374,1.2568,0.6245,8.9364,29.6284,96.1581,46.1156,3.1185,1.7213
862,0.0129,391,0.599,16.51,19.07,-5529.25,1.8255,1.95,9.871,84.095,8.272,0.167,50.3339,0.167,64.5378,117.8192,1.2568,1.3276,5.7573,27.3668,122.2429,20.1701,3.0808,3.1648
863,0.0045,533,0.8,14.88,5.5,-5572.25,4.0904,2.0165,6.7958,85.0066,9.6938,0.2376,50.366,0.2376,64.2263,118.0446,0.8903,0.4588,7.8133,5.3,23.8271,23.8419,6.8482,4.0427
864,0.0111,571,0.292,17.96,7.87,-5257.75,1.9425,1.9695,6.6307,83.6583,8.5596,0.094,50.3882,0.094,64.4017,119.4242,1.2568,1.1396,2.8112,6.3317,39.3896,16.4212,3.3183,3.3335
865,0.0087,276,0.264,25.4,5.05,-5348.75,4.0167,1.965,8.0175,86.3826,8.3273,0.0936,50.3556,0.0936,64.2252,119.1824,1.3784,0.8903,2.549,4.7703,25.9707,11.7588,6.896,3.7983
866,0.0089,602,0.181,15.73,8.76,-5418.75,1.5123,2.0278,8.3849,86.6554,9.0061,0.0589,50.0114,0.0589,64.1901,118.162,0.8903,0.9166,1.7293,6.8296,85.0746,8.8626,2.6228,3.3175
