,F153,F159,F198,F200,F201,F21,F26,F273,F319,F32,F33,F334,F337,F34,F35,F39,F4,F407,F411,F426,F470,F474,F476,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573
714,0.0142,913,0.173,18.91,11.08,-5486.25,2.0093,22.8457,6.6562,85.513,8.7932,0.0557,3.0919,50.3159,64.0127,118.9228,1.2366,1.2836,2.54,1.4678,1.657,46.7333,10.7061,5.2588,19.72,1.2,8.7231,0.5536,4.8285,1.459,36.5169,7.02,0.1694
715,0.0088,1468,0.287,19.3,4.8,-5201.5,1.9472,22.8457,10.3395,86.3826,8.3273,0.0946,1.464,50.3556,64.2252,119.1824,1.2366,1.2836,2.54,0.906,2.6794,15.7395,17.7362,5.2425,6.11,1.37,3.2104,0.565,1.4967,1.8507,34.416,9.19,0.1814
716,0.0117,1333,1.592,23.07,14.86,-5553.5,1.9713,26.1,7.0383,84.2049,8.7662,0.4574,3.8406,50.2158,64.006,118.878,1.3844,0.8229,3.322,1.2056,15.2525,63.5005,63.6361,4.8853,15.09,1.87,6.3305,0.7215,3.7081,2.2785,31.7582,10.46,0.1822
717,0.0168,387,1.076,21.03,5.47,-6316.75,1.8912,17.6109,9.1641,86.931,8.8384,0.3296,1.6298,50.3353,64.0776,118.7636,1.4834,1.0427,2.2495,1.746,10.8884,21.4282,29.5736,6.462,20.28,1.46,9.9578,0.5902,4.9791,1.975,,7.58,0.271
718,0.0134,461,0.549,19.55,3.29,-6394.5,1.8847,21.1985,8.6878,85.2679,8.4896,0.1576,1.0523,50.3505,64.3145,118.3644,1.5123,1.2836,3.3867,1.3825,5.4383,20.0786,40.4213,6.0663,,,,,,,,9.93,0.2932
719,0.006,322,0.258,20.8,11.46,-6331.25,1.891,20.2972,6.8536,85.2679,8.4896,0.0776,3.0691,50.3505,64.3145,118.3644,1.3443,0.8229,2.4028,0.6141,2.4328,58.3659,34.3325,5.4027,12.66,1.02,5.5368,0.4015,3.1572,1.2691,15.4662,10.23,0.2964
720,0.0137,532,0.822,10.54,19.14,-6325,1.8662,19.3647,6.7827,83.7747,8.3436,0.2355,5.4862,50.394,64.3908,118.7374,0.948,1.0245,2.3527,1.4174,7.7069,75.9166,11.6071,3.1729,,,,,,,18.0268,4.94,0.2341
721,0.0105,1033,0.259,18.38,8.56,-5728.5,1.9572,22.0865,6.7978,86.3826,8.3273,0.0966,2.4481,50.3556,64.2252,119.1824,0.8652,1.3897,2.5884,1.0795,2.4355,42.9263,23.3514,5.496,,,,,,,4.5496,7.02,0.1694
722,0.018,203,0.852,11.03,14.74,-6410.75,1.8847,31.1228,6.9127,83.7747,8.3436,0.2434,4.0665,50.394,64.3908,118.7374,1.2742,1.2836,3.9795,1.8714,8.0428,62.1833,25.3387,3.9797,20.11,1.24,9.2429,0.5013,5.0358,1.7187,15.4662,7,0.3406
723,0.0046,745,0.555,12.03,8.83,-5487.25,1.957,19.1952,4.8156,86.3826,8.3273,0.1452,2.5851,50.3556,64.2252,119.1824,1.0204,1.3897,2.7544,0.4711,5.4082,41.3607,11.3197,3.9277,18.9,1.35,8.9404,0.5171,4.6127,1.7021,10.6746,9.19,0.1814
724,0.0084,383,0.543,12.97,5.15,-6627.25,1.853,19.1952,4.1087,85.4449,9.22,0.1614,1.9641,50.5573,64.0559,117.628,1.0204,1.3897,2.7544,0.8687,5.0554,31.6637,11.3848,3.8423,13.74,0.91,6.4602,0.4071,3.4162,1.2659,15.4662,9.5601,0.3986
725,0.0074,3183,0.769,12.7,8.99,-4685.25,1.9935,22.8457,4.7679,85.513,8.7932,0.223,2.4548,50.3159,64.0127,118.9228,1.2366,1.3897,2.54,0.7595,7.4225,42.614,28.6845,4.1248,22.11,2.07,9.2923,0.801,5.3851,2.7176,29.5405,6.62,0.3033
726,0.0079,463,0.235,8.91,9.45,-6424.5,1.8812,19.1952,5.0447,85.4449,9.22,0.0757,2.7392,50.5573,64.0559,117.628,1.0204,1.3682,2.7544,0.8083,2.1968,34.3344,12.956,2.3626,18.62,1.04,8.3866,0.4023,4.5921,1.35,15.4662,6,0.2947
727,0.0094,436,0.361,15.84,5.35,-5501,1.9992,24.7231,7.1521,84.7188,8.7073,0.118,1.7963,50.2823,64.6813,118.294,0.8572,1.3897,2.9501,0.9661,3.4949,30.1523,52.7819,3.947,17.45,1.75,7.4644,0.7297,4.3313,2.2237,33.1953,6,0.2947
728,0.0092,1286,0.783,14.13,13.38,-5314.75,1.9835,19.4891,6.9266,83.7263,8.7867,0.2159,3.0979,50.198,64.0159,118.6914,1.4994,1.3897,2.4036,0.9529,7.4735,58.1256,41.9984,15.0953,,,,,,,23.6668,13.35,1.138
729,0.01,714,0.936,16.02,11.18,-5519,2.0095,18.3927,4.9043,85.4449,9.22,0.2802,3.2782,50.5573,64.0559,117.628,1.3617,1.3897,2.6255,1.0294,8.9974,46.0553,27.6569,6.7028,17.44,2.14,8.3029,0.8552,4.3228,2.6166,15.4662,9.19,0.1814
730,0.0095,363,0.486,10.67,4.19,-6492.25,1.8887,24.7231,6.7453,84.7188,8.7073,0.1493,1.2128,50.2823,64.6813,118.294,0.8572,1.3897,2.9501,0.9714,4.6358,20.8591,10.0658,4.6558,,,,,,,8.3317,8.54,0.2972
731,0.006,2460,0.582,15.45,5.83,-5549.25,1.9692,19.1952,6.4291,86.3794,8.5615,0.1585,1.7282,50.4915,64.0756,118.7712,1.0204,0.9656,2.7544,0.6141,5.6102,19.0681,34.2089,5.722,22.35,1.6,9.6739,0.7145,5.5121,2.1466,35.687,8.54,0.2754
732,0.0061,2262,1.178,16.52,8.6,-6284.25,1.977,19.1952,5.0681,86.3826,8.3273,0.378,2.561,50.3556,64.2252,119.1824,1.0204,0.9656,2.7544,0.621,11.4954,33.1394,11.8163,2.9747,,,,,,,,9.19,0.1814
733,0.0091,468,0.355,14.74,6.88,-6338.25,1.9043,19.1952,6.7457,85.8807,9.754,0.1023,2.189,50.2775,63.9959,118.0116,1.0204,0.9656,2.7544,0.9385,3.3994,47.4702,41.2894,3.4067,,,,,,,15.5328,9.7,0.2482
734,0.0154,1841,0.277,20.16,9.82,-6190,1.9675,23.2007,6.8042,83.8498,8.5889,0.0709,2.8258,50.211,64.1402,119.2162,1.3084,0.9656,2.9523,1.5979,2.6291,48.1359,14.1612,2.1598,19.5,1.31,8.3064,0.4985,4.8624,1.7917,31.1809,7.02,0.1694
735,0.0041,1077,0.365,21.78,6.22,-5335,1.9835,20.9007,5.3249,85.0066,9.6938,0.1126,1.8729,50.366,64.2263,118.0446,1.3796,1.1358,2.7133,0.4214,3.5352,32.3083,28.8368,4.622,16.42,1.17,7.2766,0.5203,4.0386,1.4444,,8.71,0.1772
736,0.0042,1992,0.314,19.52,6.52,-5747.75,1.9765,21.6445,6.3,83.5589,8.8889,0.1043,1.9559,50.2246,63.9957,117.7428,0.7809,1.3506,2.3731,0.428,2.9624,32.9348,19.2937,5.0662,18.33,0.64,9.0289,0.2461,4.5127,0.8842,30.3709,8.42,0.3606
737,0.0053,233,0.231,15.31,6.24,-5617.75,1.985,21.6445,6.3135,83.5589,8.8889,0.0738,1.7485,50.2246,63.9957,117.7428,0.7809,1.3506,2.3731,0.5415,2.2042,27.8719,43.7214,3.197,,,,,,,15.4662,8.42,0.3606
738,0.0055,157,0.39,18.78,4.49,-5797,1.9648,16.2841,6.022,83.5589,8.8889,0.1405,1.12,50.2246,63.9957,117.7428,1.5291,1.3506,2.0184,0.5642,3.6732,26.4789,70.0774,4.4588,16.49,1.18,7.7444,0.5676,4.0998,1.4676,15.4662,8.42,0.3606
739,0.0093,651,1.198,14.75,13.29,-6351.25,1.8832,22.8225,6.9509,85.1099,8.4855,0.3234,3.5535,50.3507,64.3211,118.3248,1.5018,0.8433,2.8489,0.958,11.7676,56.9228,20.2672,5.853,20.17,1.41,8.3558,0.5719,5.1478,1.9532,15.4662,5.84,0.3617
740,0.0104,982,0.272,14.18,8.45,-5532.5,2.0198,21.6445,6.6444,84.5303,8.2638,0.0958,2.3854,50.4559,64.3628,119.6408,0.7809,1.8921,2.3731,1.0674,2.6044,33.5072,16.9441,6.3294,16.65,1.96,7.5412,0.9244,4.1453,2.4301,15.4662,8.55,0.4653
741,0.0094,524,0.307,16.47,2.68,-6375.75,1.8905,17.7471,6.8956,84.0746,9.3335,0.1096,0.8503,50.4357,64.3729,118.0092,1.4699,1.8921,2.6438,0.9649,2.9434,14.9985,5.4672,3.2795,13.47,0.55,5.8897,0.2479,3.3457,0.7212,17.512,9.11,0.2797
742,0.0111,481,0.551,14.27,16.34,-5428.75,1.9703,16.2841,7.0038,84.2629,8.2823,0.1572,4.4198,50.235,64.2171,119.8028,1.5291,1.8921,2.0184,1.143,5.3703,76.1881,24.7443,6.4106,18.9,0.58,9.0645,0.2206,4.7564,0.7419,15.4662,8.55,0.4653
743,0.01,920,0.239,14.33,5.89,-5685,2.0183,22.851,6.4903,85.2679,8.4896,0.0869,2.1022,50.3505,64.3145,118.3644,0.8479,0.8433,2.728,1.0263,2.2635,25.3405,13.751,5.596,,,,,,,12.2486,9.44,0.4671
744,0.0118,714,0.407,11.67,7.79,-5464.75,1.9865,20.0938,6.573,84.7188,8.7073,0.1163,2.1723,50.2823,64.6813,118.294,0.8264,1.8921,2.9272,1.2209,3.8543,20.8556,14.1657,4.2936,17.26,1.39,8.1379,0.5819,4.2638,1.7045,20.9593,6.55,0.4016
745,0.0125,775,1.257,16.67,17.5,-5539.5,2,21.6445,6.9748,84.2629,8.2823,0.3421,4.6529,50.235,64.2171,119.8028,0.7809,1.8921,2.3731,1.2856,12.2951,64.0474,24.1626,6.3931,17.38,1.96,8.0349,0.8678,4.2403,2.3872,18.2846,9.05,0.2385
746,0.0044,378,0.569,19.87,15.77,-5458.75,1.9968,16.2841,6.4831,84.5303,8.2638,0.1415,4.55,50.4559,64.3628,119.6408,1.5291,1.8921,2.0184,0.4517,5.5181,86.4042,33.5206,5.7956,16.77,1.25,8.2456,0.5112,4.1819,1.7082,36.0543,8.53,0.3616
747,0.0099,275,0.358,18.05,6.64,-5452.75,2.007,20.0938,9.9174,85.513,8.7932,0.1213,1.8854,50.3159,64.0127,118.9228,0.8264,0.8433,2.9272,1.0177,3.3579,37.8343,13.7353,3.2318,18.07,0.91,8.0013,0.4283,4.4367,1.2409,22.7505,9.1,0.5659
748,0.0095,1043,0.427,10,3.98,-5623,1.9835,20.0938,6.6198,85.0066,9.6938,0.1213,1.3782,50.366,64.2263,118.0446,0.8264,0.8433,2.9272,0.9716,4.0611,19.6056,16.6968,4.2779,12.98,1.64,6.1117,0.6774,3.1904,2.2123,15.7288,11.28,0.3327
749,0.0112,345,0.371,15.92,6.33,-5831.25,1.9908,14.3808,6.2097,84.2629,8.2823,0.0971,2.1396,50.235,64.2171,119.8028,0.98,0.8456,1.951,1.158,3.5445,38.8381,13.1102,4.8798,18.25,2.24,9.1625,0.838,4.6118,2.7492,10.8203,9.7,0.4698
750,0.0047,1092,0.363,13.39,7.52,-5422.25,2.0063,16.2841,4.2933,84.2629,8.2823,0.1039,2.1401,50.235,64.2171,119.8028,1.5291,1.3697,2.0184,0.4796,3.2105,55.1967,27.7082,4.4208,,,,,,,15.4662,6.58,0.2566
751,0.0088,966,0.613,21.19,5.5,-5618.75,1.9672,25.1291,9.806,83.8498,8.5889,0.1706,1.5797,50.211,64.1402,119.2162,0.8736,1.3697,3.3476,0.9017,5.7726,22.8233,11.3403,5.1077,,,,,,,8.8558,6.37,0.2291
752,0.0179,,0.561,16.56,3.46,,,20.2254,9.7985,85.6561,8.7144,0.1551,1.0564,50.5124,64.0638,117.78,1.3881,1.3697,3.1752,1.871,5.1902,20.3164,13.0254,5.8435,17.29,1.38,8.5185,0.6004,4.2064,1.6603,13.4948,5.55,0.3267
753,0.006,468,1.121,18.57,13.37,-6482.75,1.873,16.7711,6.8521,85.0513,9.1156,0.3094,3.3554,50.5031,63.9509,117.643,1.516,1.3697,2.0645,0.6124,10.7761,61.8302,17.0781,4.0998,17.64,0.89,8.1273,0.3392,4.4953,1.1541,15.4662,13.35,1.138
754,0.0175,549,0.384,7.45,3.42,-5789.75,2.0105,19.9175,6.6134,85.3825,9.7324,0.1181,0.9911,50.3716,64.2442,118.0668,1.5377,1.3697,2.4593,1.8238,3.6083,21.7759,20.99,5.4693,16.22,0.96,7.2023,0.4033,4.0055,1.2381,14.7656,6.34,0.184
755,0.0053,385,0.41,11.31,3.08,-5273,2.0045,20.0938,6.6419,86.2857,8.5855,0.126,1.1082,50.3174,63.9733,118.8308,0.8264,1.3697,2.9272,0.5445,3.879,15.3514,9.77,3.315,15.82,1.17,7.1892,0.4558,3.874,1.3983,10.6186,10.06,0.2833
756,0.0057,470,0.261,15.89,6.82,-6549.25,1.8915,19.1952,6.5591,85.7833,8.7696,0.0784,1.7062,50.124,63.7482,118.7706,1.0204,0.8433,2.7544,0.5838,2.4829,34.1157,13.3074,5.794,14.17,0.72,6.2976,0.2843,3.5066,0.9324,15.4662,9.5601,0.3986
757,0.0049,684,0.373,22.91,2.53,-5469.5,1.9703,19.1952,9.745,83.8498,8.5889,0.1173,0.7255,50.211,64.1402,119.2162,1.0204,0.8433,2.7544,0.4996,3.5212,18.8505,11.982,2.429,17.39,1.02,7.8488,0.4927,4.4252,1.2852,10.5826,9.19,0.1814
758,0.0054,1163,1.305,19.06,10.6,-5248.25,1.972,22.8225,6.9642,84.1896,8.8519,0.3671,3.0153,50.1963,64.6928,118.031,1.5018,1.3697,2.8489,0.5554,12.6922,42.4433,18.6398,3.7846,20.79,1.11,9.5751,0.4379,5.0597,1.4981,15.4662,11.93,0.261
759,0.0069,195,0.648,17.75,24.06,-6364.75,1.8693,25.1291,16.9271,85.4449,9.22,0.177,6.5949,50.5573,64.0559,117.628,0.8736,0.8433,3.3476,0.7033,6.2117,131.6493,15.619,7.1064,15.85,1.49,7.5504,0.7323,3.8814,1.81,19.9564,5.77,0.3722
760,0.0065,1367,0.344,15.61,16.77,-5410.75,1.9772,25.0761,7.0269,83.6264,8.3006,0.0891,4.6183,50.3196,64.2059,119.8088,1.2753,1.2844,3.1921,0.6593,3.2644,61.6611,13.0728,5.1746,18.27,1.48,9.219,0.6837,4.5893,1.8407,15.2447,9.02,0.1828
761,0.0048,604,0.576,17.31,14.37,-5428.5,1.9985,22.8225,7.1994,85.0066,9.6938,0.1642,4.0999,50.366,64.2263,118.0446,1.5018,1.2844,2.8489,0.4919,5.5638,68.6271,33.1053,6.3932,14.83,0.78,6.4278,0.3362,3.6351,1.0009,7.3699,8.53,0.3616
762,0.0061,739,0.296,19.5,4.34,-5467.75,1.9417,25.0761,10.6622,83.6264,8.3006,0.075,1.3145,50.3196,64.2059,119.8088,1.2753,1.2844,3.1921,0.6276,2.8594,23.1496,10.0327,4.1407,12.7,0.45,5.2407,0.182,3.2086,0.6277,15.4662,5.86,0.3071
763,0.0052,2775,0.813,15.16,11.04,-6285,2.035,36.4941,7.2948,83.6264,8.3006,0.2321,2.8704,50.3196,64.2059,119.8088,1.4534,1.2844,4.4792,0.5342,7.8475,39.0828,25.7507,5.7438,18.57,1.28,7.931,0.6114,4.6088,1.5383,15.4662,8.3,0.3541
764,0.0101,821,0.412,11.24,5.73,-5342.5,2.023,25.0761,11.0172,83.6264,8.3006,0.1102,1.4904,50.3196,64.2059,119.8088,1.2753,1.2844,3.1921,1.0392,3.9957,27.1997,7.355,5.4871,,,,,,,10.1735,8.91,0.3058
765,0.0114,542,0.468,19.1,6.48,-6489.25,1.8913,19.1952,9.2417,84.7188,8.7073,0.1419,1.7891,50.2823,64.6813,118.294,1.0204,1.3697,2.7544,1.1737,4.3333,33.9799,7.4737,5.0216,18.77,1.33,8.7336,0.5359,4.5867,1.6739,11.1348,9.5601,0.3986
766,0.0055,2737,0.571,15.46,11.67,-5098.25,1.9892,25.0761,6.964,85.4656,8.5407,0.1472,3.2734,50.3651,64.2771,119.5174,1.2753,1.3999,3.1921,0.5645,5.4922,53.6157,13.4306,6.1617,,,,,,,15.4662,11.93,0.261
767,0.0117,1837,0.21,16.04,8.67,-6301.5,2.0265,21.8805,6.4248,84.5303,8.2638,0.0551,2.7031,50.4559,64.3628,119.6408,1.433,1.3999,2.7579,1.2046,1.9581,35.2619,10.6164,3.9513,19.32,1.07,8.7342,0.4376,4.7643,1.3348,15.4662,6.58,0.2566
768,0.0058,690,0.222,13.07,6.52,-5570.25,1.959,25.0761,6.2969,83.779,8.3006,0.0689,2.0596,50.3635,64.3058,119.7496,1.2753,1.2844,3.1921,0.5882,2.0617,32.5719,7.7982,2.9972,,,,,,,11.1439,8.42,0.3606
769,0.0109,3477,0.413,17.78,2.16,-5636.75,1.9775,19.9175,10.0129,85.8807,9.754,0.1229,0.698,50.2775,63.9959,118.0116,1.5377,0.8433,2.4593,1.1178,3.8195,11.7501,6.72,6.5633,16.91,2.15,7.8705,1.0506,4.2622,2.6198,23.7558,7.0699,0.3747
770,0.0056,410,0.226,15.12,16.78,-5714.25,1.974,21.6445,7.1224,85.0449,8.5003,0.076,4.5906,50.428,64.4113,118.2436,0.7809,1.2844,2.3731,0.5657,2.1884,68.6247,20.6277,5.3028,15.89,0.94,7.7371,0.4005,3.9136,1.2969,10.632,11.93,0.261
771,0.0103,425,0.215,18.2,7.46,-5801.25,1.9623,15.5954,6.6697,83.8498,8.5889,0.0689,2.358,50.211,64.1402,119.2162,1.5424,1.3697,1.7814,1.0562,2.033,32.5334,14.57,3.7291,15.4,1.89,7.7207,0.7886,3.8862,2.3234,24.3542,7.02,0.1694
772,0.0059,634,0.246,11.6,6.92,-5183,1.9922,17.5607,6.1341,83.6264,8.3006,0.0815,2.0692,50.3196,64.2059,119.8088,1.3947,1.3047,2.4473,0.6009,2.3221,41.61,19.2109,5.0217,16.54,1.34,6.9422,0.631,4.1324,1.6681,22.2655,5.86,0.3071
773,0.0085,2456,0.264,13.72,6.54,-4858.25,1.97,20.9062,6.108,83.6583,8.5596,0.0874,2.2194,50.3882,64.4017,119.4242,1.0863,1.3047,2.5705,0.871,2.5265,51.824,50.8772,5.4411,19.08,0.7,8.9634,0.2797,4.6419,0.9646,27.4508,10.52,0.3321
774,0.0067,655,0.324,20.2,3.68,-5218.25,1.945,20.2182,5.939,84.8937,8.6074,0.0885,1.2146,50.3191,64.2041,119.1106,1.2545,1.3047,2.5117,0.6856,3.0898,28.4192,30.4239,3.6396,9.22,1.41,3.9898,0.5782,2.2901,1.712,23.4115,7.71,0.2835
775,0.0056,74,0.811,21.57,5.99,-5520.25,2.0023,19.0307,11.127,83.6264,8.3006,0.2271,1.6609,50.3196,64.2059,119.8088,1.3968,0.6262,2.3521,0.571,7.8462,20.7721,17.8643,3.6327,8.62,1.42,3.9759,0.7213,2.165,1.7512,15.4662,10.37,0.5308
776,0.0079,249,0.09,12.04,5.51,-5408.25,1.9758,20.9062,5.9176,86.1155,8.5801,0.0282,2.0807,50.294,64.0748,119.2266,1.0863,1.3047,2.5705,0.808,0.8325,27.4138,15.3125,4.3132,22.06,0.45,11.0219,0.1747,5.3649,0.6184,9.7528,10.58,0.3043
777,0.0168,1357,0.339,10.91,4.69,-5160,2.003,17.5607,5.9782,85.3881,8.3179,0.1025,1.6597,50.2928,64.2195,120.1074,1.3947,1.3047,2.4473,1.7504,3.1336,23.1866,12.6413,2.4131,16.65,1.63,7.7967,0.7983,4.2285,2.0042,30.7925,8.72,0.2363
778,0.0125,1465,1.195,27.38,20.49,-5116.5,2.006,14.3746,10.3704,83.8498,8.5889,0.3499,5.66,50.211,64.1402,119.2162,1.4202,1.3047,1.7105,1.2793,11.479,85.2271,29.0179,4.2842,19.62,0.86,8.8995,0.344,4.9351,1.1946,15.4662,8.72,0.2363
779,0.0153,736,0.215,10.33,5.02,-5400,1.9848,17.5607,6.0493,85.3881,8.3179,0.0715,1.4266,50.2928,64.2195,120.1074,1.3947,0.6262,2.4473,1.5839,2.016,24.2857,7.0114,4.1814,,,,,,,15.4662,5.86,0.3071
780,0.0092,775,0.267,11.21,5.28,-5763,1.9367,17.0119,6.3553,84.5303,8.2638,0.0829,1.9076,50.4559,64.3628,119.6408,1.3922,1.6235,1.9623,0.9418,2.4961,21.7343,14.2688,2.4773,15.99,0.84,7.5448,0.3358,3.937,1.1739,,9.81,0.4124
781,0.0057,103,0.254,18.4,10.79,-5646.5,2.0248,17.5607,6.4576,86.1155,8.5801,0.0846,3.0119,50.294,64.0748,119.2266,1.3947,0.6262,2.4473,0.581,2.4302,51.677,9.5467,3.7547,,,,,,,28.0797,13.35,0.2637
782,0.0054,587,0.342,14.95,16.22,-5544.25,1.9905,21.8805,6.957,83.6264,8.3006,0.0959,4.2474,50.3196,64.2059,119.8088,1.433,1.3047,2.7579,0.5536,3.2976,65.4883,14.4386,3.2894,16.99,0.84,7.6137,0.3235,4.22,1.074,15.4662,6.56,0.3269
783,0.0053,534,0.264,13.35,4.86,-5310.5,1.9758,17.5607,5.7846,85.7059,8.2395,0.0861,1.5469,50.344,64.1495,120.0346,1.3947,0.6262,2.4473,0.54,2.4714,24.0626,23.7372,3.2698,11.27,1.11,5.2042,0.424,2.7934,1.4453,15.4662,5.86,0.3071
784,0.0059,1029,0.252,22.15,5.04,-5377.25,1.9395,20.2182,6.5735,84.8937,8.6074,0.0849,1.446,50.3191,64.2041,119.1106,1.2545,0.6262,2.5117,0.6012,2.43,19.0231,21.8516,3.5769,18.31,1.55,8.8445,0.7913,4.5574,1.8614,15.4662,8.63,0.4327
785,0.0089,1081,0.202,14.53,7.26,-5528.75,1.9955,19.0307,5.8949,85.3881,8.3179,0.0747,2.1098,50.2928,64.2195,120.1074,1.3968,1.3047,2.3521,0.9145,1.8956,43.6395,6.7869,1.9613,,,,,,,19.1438,9.11,0.2426
786,0.0067,658,0.309,11.3,4.42,-5275,1.9697,19.0307,6.3096,83.779,8.3006,0.1018,1.5464,50.3635,64.3058,119.7496,1.3968,1.6235,2.3521,0.6803,2.877,27.6178,8.6919,5.2747,,,,,,,15.4662,8.42,0.3606
787,0.012,555,0.216,13.73,6.6,-5646,1.996,16.4241,5.9222,86.15,8.8424,0.0638,1.9219,50.0752,64.326,117.8416,1.0321,1.6235,2.3235,1.2414,2.009,48.4328,15.4819,5.9253,17.34,1.23,7.5338,0.5089,4.3062,1.5603,21.8212,9.11,0.2426
788,0.0098,439,0.623,19.14,7.1,-6468,1.878,16.5469,6.6856,85.0449,8.5003,0.1762,2.2422,50.428,64.4113,118.2436,1.4139,2.4282,2.2978,1.0044,6.1044,31.669,45.5696,2.0968,18.67,1.29,7.2106,0.4992,4.5928,1.6686,27.2139,11.81,0.1579
789,0.0104,349,0.385,22.89,5.07,-5645.75,1.976,16.5469,7.9092,84.5987,8.8836,0.1245,1.6386,50.0944,63.7488,117.878,1.4139,2.4282,2.2978,1.0704,3.6186,38.0619,15.2248,3.3265,17.03,0.68,8.2736,0.3189,4.1584,0.8598,16.657,10.92,0.2937
790,0.0086,2381,0.226,5.48,3.73,-4675.25,1.991,19.0307,5.967,85.3881,8.3179,0.0796,1.2794,50.2928,64.2195,120.1074,1.3968,1.3047,2.3521,0.883,2.1253,39.821,6.9132,16.3816,,,,,,,15.4662,10.44,0.1893
791,0.0131,534,0.274,11.76,2.6,-5335.5,1.966,14.8748,6.012,84.5303,8.2638,0.0853,0.8109,50.4559,64.3628,119.6408,1.1369,1.6235,1.7884,1.3515,2.5657,15.9213,7.6745,5.1566,,,,,,,21.3655,6.87,0.3055
792,0.0103,763,0.238,9.37,4.4,-5197.5,2.0048,14.8748,6.3283,83.6583,8.5596,0.0812,1.2314,50.3882,64.4017,119.4242,1.1369,2.4282,1.7884,1.0606,2.2392,18.0032,12.7291,10.4633,,,,,,,15.4662,6.87,0.3055
793,0.0122,835,0.353,11.36,4.83,-5892.25,1.992,14.8748,6.0841,83.779,8.3006,0.0994,1.672,50.3635,64.3058,119.7496,1.1369,1.6235,1.7884,1.256,3.295,27.5934,6.6625,8.3973,,,,,,,15.4662,8.42,0.3606
794,0.0113,355,0.177,13.08,6.88,-5322.25,2.0217,20.9062,6.0937,86.1155,8.5801,0.0619,2.1956,50.294,64.0748,119.2266,1.0863,0.6262,2.5705,1.1589,1.6389,29.3971,12.1952,4.5616,,,,,,,7.1115,6.58,0.2566
795,0.0091,312,0.612,19.98,22.46,-5536.5,1.9648,14.3746,10.1622,84.8937,8.6074,0.1862,6.2317,50.3191,64.2041,119.1106,1.4202,1.3047,1.7105,0.9338,5.7994,97.248,18.5219,2.9739,8.52,1.15,3.3647,0.4516,2.1044,1.5974,21.1654,9.43,0.5611
796,0.0064,537,0.362,18.1,8.27,-5393.5,1.9743,16.4241,11.0498,85.8807,9.754,0.1102,2.3691,50.2775,63.9959,118.0116,1.0321,2.4282,2.3235,0.6533,3.5392,26.1313,12.1537,2.103,18.36,0.85,8.9945,0.3422,4.5002,1.1512,18.1262,9.5,0.3875
797,0.0143,644,0.971,29.12,23.55,-5545.25,1.9892,17.5607,10.3188,84.7188,8.7073,0.2866,6.4526,50.2823,64.6813,118.294,1.3947,0.6262,2.4473,1.4776,9.1889,101.9313,18.7123,2.4212,17.72,1.4,8.3613,0.6921,4.4048,1.7082,15.4662,9.43,0.5611
798,0.0089,2446,0.749,24.29,22.04,-6002,1.988,18.2048,10.0551,84.7188,8.7073,0.2159,5.7882,50.2823,64.6813,118.294,1.2686,1.3004,2.1188,0.9105,7.0326,97.8195,20.7221,4.0358,17.23,1.9,8.006,0.8108,4.2036,2.3202,21.7849,9.43,0.5611
799,0.0118,2371,0.24,15.97,6.18,-6313.5,2.01,18.2048,6.0872,84.7646,8.5862,0.0703,1.8825,50.4865,64.3404,118.3002,1.2686,0.8649,2.1188,1.2156,2.2345,29.5623,12.493,2.7633,17.86,1.14,8.3895,0.4845,4.3829,1.5332,18.0392,6.86,0.2798
800,0.0196,5054,0.273,16.06,3.73,-1263.5,0.4138,28.0614,6.369,84.9737,8.441,0.083,1.3517,50.365,64.3579,118.4008,1.5447,1.3004,3.5575,2.0504,2.6137,33.0194,20.2105,8.0701,,,,,,,18.64,7.71,0.2835
801,0.0071,1407,0.42,15.8,3.5,-5512,2.0202,23.2007,10.5805,85.513,8.7932,0.105,1.1299,50.3159,64.0127,118.9228,1.3084,0.8649,2.9523,0.7272,3.9935,17.7709,40.6686,4.477,,,,,,,,7.6801,0.3167
802,0.0131,3193,1.12,19.56,7.64,-4386,1.9633,18.2048,8.6052,83.8148,8.572,0.3029,2.374,50.3314,64.2616,119.2172,1.2686,1.3004,2.1188,1.3535,10.7648,37.8746,9.3246,3.2228,17.31,0.72,8.2796,0.2858,4.3312,0.9923,15.4662,10.92,0.2937
803,0.0189,159,0.272,18.14,5.92,-5371.25,1.958,16.5469,8.7815,84.969,8.3331,0.0954,1.682,50.3536,64.2455,118.8616,1.4139,0.9095,2.2978,1.9706,2.5926,29.55,12.9532,5.6458,,,,,,,23.8785,10.92,0.2937
804,0.0182,1234,0.27,14.35,4.97,-5553,1.956,23.3246,6.1361,83.779,8.3006,0.088,1.4923,50.3635,64.3058,119.7496,1.0961,0.9095,3.1117,1.8965,2.5883,28.5205,27.408,6.92,,,,,,,15.4662,5.86,0.3071
805,0.0089,773,0.421,18.44,6.76,-5352.25,1.9775,15.8432,10.7285,84.7646,8.5862,0.1224,1.8518,50.4865,64.3404,118.3002,1.1721,1.3004,1.9463,0.9147,4.1047,23.1097,11.6439,2.97,13.54,0.52,6.4826,0.2116,3.3822,0.7095,15.377,9.03,0.3924
