,F153,F157,F159,F198,F200,F201,F21,F252,F26,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F407,F411,F426,F470,F471,F474,F476,F524,F525,F550,F551,F553,F554,F556,F557,F569,F574,F578,F72
840,0.0108,,197.0,0.214,17.23,5.09,-5085.75,1.536,2.0017,19.1199,,9.0199,83.7568,8.2981,0.0684,50.628,6.6601,64.638,119.9514,1.2469,2.4408,1.1074,2.0229,5.6738,27.6967,6.4972,2.6556,6.0713,,,,,,,20.1148,2.9485,,147.5855
841,0.0112,,1985.0,0.185,13.13,9.49,-4764.0,1.5621,1.9905,17.9486,,8.4021,84.8949,8.3588,0.0613,50.3833,5.9207,64.4228,120.3726,1.2469,1.998,1.1482,1.7751,7.4248,77.8391,5.1662,2.6923,6.0995,,,,,,,22.7632,3.7983,,161.9905
842,0.0094,,598.0,0.393,22.23,3.05,-5195.75,1.456,2.0032,19.3278,,8.5624,84.9173,9.131,0.1191,50.0942,,64.3185,118.0202,1.2469,2.3149,0.9597,3.6823,5.0807,14.5046,22.7578,2.5148,5.1226,21.51,1.08,10.7162,0.4347,5.2313,1.4676,16.7109,4.6475,,
843,0.0089,,959.0,0.26,16.9,7.57,-5569.75,1.7789,1.9875,16.6597,,8.3231,84.8949,8.3588,0.0825,50.3833,5.8602,64.4228,120.3726,1.2469,2.027,0.9103,2.4699,7.0397,52.9011,5.9574,3.0136,5.9107,22.31,1.05,9.9929,0.4145,5.628,1.4447,26.3287,2.3039,0.02,151.1373
844,0.0073,,1042.0,0.337,13.8,3.28,-5644.0,3.8807,1.9913,19.3278,,6.2164,85.4656,8.5407,0.097,50.3651,4.0576,64.2771,119.5174,1.6082,2.3149,0.7498,3.1798,6.1455,24.4585,5.2175,6.6936,5.6839,19.63,0.47,9.2216,0.1939,4.9635,0.6528,12.2878,2.6771,0.0278,138.3189
845,0.006,,732.0,0.506,21.8,20.17,-5250.75,3.1242,1.959,23.1842,,10.2987,85.7059,8.2395,0.1641,50.344,,64.1495,120.0346,1.0769,2.8532,0.6101,4.8142,30.6162,87.569,12.4876,5.4484,5.3032,13.3,1.91,5.8961,0.938,3.3034,2.5175,34.6306,3.4173,,
846,0.0057,,960.0,,,,-5334.75,4.2827,2.0232,18.2471,,8.7444,84.9173,9.131,,50.0942,,64.3185,118.0202,1.1415,2.0996,0.5788,,,,,7.247,8.9404,,,,,,,29.1351,4.5361,,
847,0.0076,,583.0,0.155,22.3,6.2,-5209.0,4.3054,2.0032,17.2035,,8.4411,83.7179,8.7015,0.0486,50.6219,,64.4228,118.504,2.2254,2.0311,0.7847,1.4453,4.8896,37.0106,21.8506,7.2167,4.5581,21.23,0.86,9.874,0.3806,5.3509,1.1654,23.0288,3.894,0.0503,
848,0.0169,,626.0,0.49,15.9,6.34,-5392.5,5.8064,1.9955,17.3969,,7.9145,84.3084,8.3591,0.1311,50.3996,,64.5242,117.9356,0.6796,2.3679,1.7646,4.6864,6.3996,41.3475,13.441,10.4816,4.9267,,,,,,,33.9043,3.894,0.0221,
849,0.0162,0.1311,760.0,0.331,24.81,9.4,-5494.75,0.849,1.9995,17.7946,0.0358,8.3194,85.4438,8.4278,0.1023,50.286,,64.332,117.8352,0.6796,2.0819,1.6864,3.1084,7.1881,45.6973,17.6266,1.4575,6.0278,10.32,1.0,4.1724,0.4269,2.5658,1.2341,15.4662,3.894,0.0364,
850,0.0104,,261.0,0.234,18.66,5.2,-5436.25,4.3831,1.9892,19.4715,,8.4681,85.4438,8.4278,0.0787,50.286,,64.332,117.8352,1.5432,2.7521,1.0654,2.1976,6.2231,26.0216,9.601,7.7421,3.2694,17.52,2.13,8.0618,0.9458,4.2777,2.8076,31.7289,3.4596,,
851,0.0118,,364.0,0.31,14.9,5.55,-5472.0,2.3058,1.9957,18.5809,,9.2152,85.5246,8.2832,0.1073,50.4619,8.2857,64.482,118.0946,1.5432,2.5307,1.2161,2.9392,5.9405,20.7704,37.199,3.9286,6.9216,15.63,1.33,7.7877,0.5999,3.9058,1.5988,46.2115,3.1112,,144.7121
852,0.0083,,373.0,0.764,17.16,14.86,-5481.75,1.5727,2.009,20.2271,,9.9554,84.8949,8.3588,0.216,50.3833,8.1107,64.4228,120.3726,1.1078,2.5779,0.8488,7.3164,25.0875,72.6259,15.9217,2.6807,4.2574,16.46,0.94,7.7103,0.4282,3.9899,1.2817,11.0154,3.7983,0.0429,152.5537
853,0.006,,474.0,0.224,16.9,4.36,-5261.0,2.7908,1.972,18.5809,,8.5071,84.5951,8.58,0.0741,50.6848,,64.4791,118.426,1.5432,2.5307,0.6101,2.1064,5.3175,30.2317,26.7526,4.7708,4.7879,18.59,1.14,7.9375,0.458,4.6115,1.5764,43.2784,2.8688,0.0281,
854,0.0188,,161.0,0.35,17.12,5.72,-6465.0,4.2238,1.87,19.1199,,6.2725,85.0449,8.5003,0.1189,50.428,5.5983,64.4113,118.2436,1.2469,2.4408,1.9681,3.3665,6.8429,38.0703,27.67,7.0979,4.37,,,,,,,10.1547,2.7384,,136.9183
855,0.0107,,2088.0,0.313,14.42,3.25,-5685.0,2.9013,2.025,18.8084,,7.8081,83.7568,8.2981,0.0826,50.628,3.566,64.638,119.9514,1.1078,2.2668,1.1055,2.8666,4.2793,25.6908,7.6266,4.9409,4.8651,,,,,,,14.7024,3.7983,,135.8652
856,0.0163,,451.0,1.576,22.0,12.03,-6413.25,4.6681,1.8985,17.5139,,6.5239,103.1082,23.1583,0.4539,57.7421,,74.8511,127.3944,1.2469,2.2835,1.694,14.8775,25.4789,52.7519,18.8327,7.8737,5.3362,,,,,,,16.9909,2.3352,0.0286,
857,0.0099,,336.0,0.317,23.28,3.48,-6515.25,2.5672,1.866,19.5549,,8.7998,86.6785,9.0121,0.0927,50.5767,,64.0904,117.6884,2.2254,2.4822,1.0165,2.9662,5.288,32.6438,14.906,4.4957,5.326,18.24,1.5,8.8464,0.7363,4.5372,1.8418,15.4662,3.4596,,
858,0.0095,,608.0,0.689,23.83,3.72,-5204.0,4.1175,1.976,25.5286,,9.4014,84.095,8.272,0.2177,50.3339,9.4058,64.5378,117.8192,1.2568,3.1494,0.9775,6.5324,31.6289,113.124,19.6081,6.9403,7.7433,,,,,,,23.2055,3.21,0.022,145.4417
859,0.0096,,663.0,0.575,21.27,4.24,-5416.5,4.1623,1.9867,30.2958,,9.583,84.095,8.272,0.1704,50.3339,6.7733,64.5378,117.8192,1.2568,3.9724,0.985,5.4476,32.7672,126.7858,20.1463,7.0057,3.7402,,,,,,,9.8548,4.6475,,146.904
860,0.006,,484.0,0.28,14.74,5.09,-5502.0,1.7818,2.0178,16.8499,,6.1992,84.9173,9.131,0.0746,50.0942,,64.3185,118.0202,1.2568,2.5835,0.6087,2.7042,4.6469,29.1814,14.4882,3.0472,5.4585,,,,,,,15.4662,4.0301,,
861,0.0061,,736.0,0.934,9.8,17.25,-5543.0,1.7835,1.981,20.9062,,6.5782,83.7747,8.3436,0.2608,50.394,,64.3908,118.7374,1.2568,2.5705,0.6245,8.9364,29.6284,96.1581,46.1156,3.1185,3.9308,,,,,,,17.188,1.7213,,
862,0.0129,0.1027,391.0,0.599,16.51,19.07,-5529.25,1.8255,1.95,25.5286,0.0363,9.871,84.095,8.272,0.167,50.3339,8.1603,64.5378,117.8192,1.2568,3.1494,1.3276,5.7573,27.3668,122.2429,20.1701,3.0808,6.5512,,,,,,,22.5993,3.1648,0.0241,150.7632
863,0.0045,,533.0,0.8,14.88,5.5,-5572.25,4.0904,2.0165,17.6901,,6.7958,85.0066,9.6938,0.2376,50.366,,64.2263,118.0446,0.8903,2.195,0.4588,7.8133,5.3,23.8271,23.8419,6.8482,5.0762,15.16,1.72,6.1096,0.7784,3.7082,2.2996,,4.0427,0.014,
864,0.0111,,571.0,0.292,17.96,7.87,-5257.75,1.9425,1.9695,18.4134,,6.6307,83.6583,8.5596,0.094,50.3882,4.2988,64.4017,119.4242,1.2568,2.1292,1.1396,2.8112,6.3317,39.3896,16.4212,3.3183,6.7759,18.49,1.81,8.2035,0.6937,4.6756,2.4548,17.1348,3.3335,,154.867
865,0.0087,,276.0,0.264,25.4,5.05,-5348.75,4.0167,1.965,23.1842,,8.0175,86.3826,8.3273,0.0936,50.3556,,64.2252,119.1824,1.3784,2.8532,0.8903,2.549,4.7703,25.9707,11.7588,6.896,5.4034,,,,,,,21.8686,3.7983,0.0473,
866,0.0089,,602.0,0.181,15.73,8.76,-5418.75,1.5123,2.0278,21.9217,,8.3849,86.6554,9.0061,0.0589,50.0114,,64.1901,118.162,0.8903,2.9656,0.9166,1.7293,6.8296,85.0746,8.8626,2.6228,3.6999,,,,,,,22.6564,3.3175,,
867,0.0109,,850.0,0.396,10.16,3.61,-5704.5,4.4775,1.9808,27.6399,,8.394,86.238,8.287,0.1111,50.7216,,64.1468,116.1914,1.665,3.38,1.126,3.8376,5.5231,25.5226,12.4941,7.5535,5.3597,18.19,2.0,8.0777,0.8348,4.4791,2.6464,10.514,3.1446,,
868,0.0169,,470.0,0.458,27.73,8.45,-5710.5,1.76,1.983,16.7877,,8.3544,84.525,8.7932,0.1341,50.1146,,63.7758,118.023,1.3784,2.1989,1.7661,4.2964,6.9115,57.5217,9.4983,2.9828,2.1022,13.48,1.16,6.3727,0.4405,3.3064,1.5665,54.4407,3.4596,,
869,0.0085,,1929.0,0.229,26.83,3.44,-5344.25,3.3153,1.9783,18.5809,,8.6795,85.5246,8.2832,0.0694,50.4619,7.9975,64.482,118.0946,0.8903,2.5307,0.8661,2.1847,5.4538,38.461,10.7398,5.6942,2.7928,14.9,0.81,7.6834,0.3028,3.6008,1.0909,12.4325,3.7567,0.0117,146.4557
870,0.0266,,596.0,1.227,25.91,17.15,-5451.75,2.0921,2.008,19.5549,,9.8336,87.1883,9.0145,0.3431,50.0471,10.0618,64.1861,118.2592,0.8903,2.4822,2.7748,11.6618,28.8225,93.6209,27.3764,3.5403,4.6045,21.81,0.71,8.9789,0.3001,5.379,0.9751,14.6553,3.1199,,145.1962
871,0.0047,,500.0,0.515,3.21,4.15,-5249.0,1.8923,1.9987,17.3969,,9.1356,85.188,8.9562,0.1532,50.1992,6.0599,63.901,118.0178,0.8903,2.3679,0.4843,5.0386,5.3805,69.7428,13.1362,3.2012,4.5405,17.35,1.46,7.9038,0.6233,4.2417,1.98,26.4122,3.4259,,162.8549
872,0.0083,,270.0,0.401,27.39,7.01,-5603.75,1.6026,1.9743,19.5549,,8.2688,85.7243,8.3542,0.1039,50.2105,,63.9862,119.8178,1.3784,2.4822,0.8567,3.7664,3.6558,33.7386,8.688,2.6522,5.7593,,,,,,,35.2913,2.8686,,
873,0.0058,,3362.0,0.445,22.2,7.62,-5662.0,1.7846,2.015,19.4715,,7.772,83.5811,8.6068,0.1294,50.6355,6.4281,64.6913,118.2942,0.8903,2.7521,0.5947,4.3164,6.8146,34.29,6.6791,3.0254,4.7753,,,,,,,27.1656,3.0979,,145.2105
874,0.0056,0.0259,674.0,0.368,15.66,4.71,-5477.5,4.0498,1.9535,22.7113,0.0079,9.3228,85.5246,8.2832,0.1086,50.4619,7.6577,64.482,118.0946,1.6942,2.7713,0.5734,3.492,5.4519,24.9566,30.7108,6.8634,2.2992,23.62,1.22,10.5956,0.492,5.7115,1.6205,63.4868,4.7519,,152.2141
875,0.0061,,195.0,0.25,13.41,6.29,-6521.5,1.1999,1.8592,20.6914,,7.4726,85.7204,9.0811,0.0839,50.6151,4.7505,64.1481,117.6492,1.3784,3.1534,0.6264,2.3861,5.5131,29.6407,11.1612,2.0388,8.1171,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,2.1846,,150.0117
876,0.0055,,657.0,0.317,22.44,4.51,-5632.75,1.9319,1.9897,27.6399,,8.9515,84.7176,8.7373,0.0929,50.5598,,64.3447,118.3632,1.6942,3.38,0.5589,2.9758,7.3624,37.6633,11.3946,3.3946,3.5429,23.28,1.24,10.1821,0.5038,5.702,1.5465,34.182,2.7668,,
877,0.0057,,878.0,0.296,16.08,6.44,-5619.25,3.4711,1.9705,18.3123,,7.7442,84.525,8.7932,0.1039,50.1146,,63.7758,118.023,1.7214,2.2359,0.5779,2.8684,6.215,40.8135,12.1301,5.8881,3.7207,,,,,,,17.9064,3.0979,0.0147,
878,0.0054,,677.0,0.19,15.0,7.98,-5619.0,3.213,1.9398,18.3123,,7.3274,84.3084,8.3591,0.0618,50.3996,,64.5242,117.9356,1.6942,2.2359,0.5468,1.8187,6.558,42.4044,21.6167,5.4364,4.2614,16.15,1.05,7.8291,0.4496,4.1693,1.4617,23.0236,3.3367,,
879,0.0107,,1552.0,0.312,20.96,9.08,-5525.25,1.6359,1.9738,27.6399,,7.3137,84.525,8.7932,0.106,50.1146,,63.7758,118.023,1.6942,3.38,1.1005,2.9889,6.3116,37.4398,12.6286,2.7789,4.3874,,,,,,,9.0865,3.0979,,
880,0.0052,,772.0,0.473,22.55,6.69,-5207.25,2.8398,1.9697,22.7113,,6.4963,83.5182,8.6149,0.1353,50.3917,,64.2488,118.0712,1.7214,2.7713,0.5285,4.599,3.2206,26.9114,7.9683,4.7912,4.2487,16.23,0.87,7.0941,0.3417,4.0671,1.1829,26.5206,2.0931,,
881,0.0053,0.0308,425.0,0.443,16.79,4.12,-5391.75,4.1972,1.9672,18.1126,0.011,9.6898,84.3084,8.3591,0.1306,50.3996,,64.5242,117.9356,1.6942,2.2081,0.5442,4.3178,11.3372,13.3468,16.8375,7.1076,4.3958,17.63,1.84,7.3242,0.8087,4.4495,2.2584,15.4662,2.7936,0.0262,
882,0.0055,,1112.0,0.204,16.68,7.24,-5621.0,3.9695,1.994,18.1126,,7.9677,83.4448,8.5571,0.0587,50.3923,,64.7149,118.052,1.6942,2.2081,0.557,1.9556,6.636,40.5379,14.0277,6.8437,2.7014,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,3.3367,,
883,0.0085,0.0469,908.0,1.078,12.65,7.34,-5561.0,3.5472,1.9905,18.3123,0.0143,9.9116,86.2967,8.7646,0.3106,50.5526,7.1041,64.2989,118.6604,1.0612,2.2359,0.8714,10.514,13.5994,25.6784,23.0859,6.1768,6.5619,16.23,0.87,7.0941,0.3417,4.0671,1.1829,19.2617,3.4623,0.0133,158.4495
884,0.0084,,545.0,0.301,12.16,6.25,-5652.5,4.2748,1.9818,18.656,,8.5409,83.5589,8.8889,0.0751,50.2246,4.4685,63.9957,117.7428,1.7214,2.0798,0.8581,2.8348,6.08,37.2651,9.0369,7.1807,4.606,,,,,,,14.0385,3.0979,,155.2499
885,0.0042,,398.0,0.228,15.77,5.34,-5627.5,3.0877,2.01,20.4826,,7.5842,86.238,8.287,0.0717,50.7216,,64.1468,116.1914,1.4506,2.9528,0.427,2.1622,6.2816,22.5813,9.9013,5.4861,4.9921,16.23,0.87,7.0941,0.3417,4.0671,1.1829,6.2018,3.577,,
886,0.01,,265.0,0.318,19.04,4.59,-5334.0,3.0026,1.9968,18.656,,8.715,84.7176,8.7373,0.0957,50.5598,,64.3447,118.3632,1.4715,2.0798,1.0252,3.0263,6.524,25.2539,7.3301,5.0503,2.9043,17.19,1.89,7.3054,0.8189,4.3275,2.3074,15.4662,3.4259,,
887,0.0091,,579.0,0.287,23.24,9.01,-5639.75,5.2181,2.0035,20.0096,,8.6604,86.238,8.287,0.0866,50.7216,,64.1468,116.1914,1.4506,2.7521,0.9287,2.7306,7.7616,44.2789,22.0201,9.4122,2.7236,18.91,1.43,8.466,0.5221,4.5839,1.9276,15.4662,3.7154,,
888,0.0051,,379.0,0.235,19.48,5.35,-5567.75,3.9144,1.9708,20.0096,,7.8931,83.5182,8.6149,0.0725,50.3917,,64.2488,118.0712,1.4506,2.7521,0.5151,2.1926,6.9804,39.5118,13.3131,6.8916,3.7204,16.27,0.76,7.7754,0.3031,4.0535,1.0219,17.556,3.7567,0.0309,
889,0.0179,,551.0,0.509,16.82,7.3,-5819.75,4.6071,2.0082,18.5231,,9.6045,84.3947,8.897,0.1577,50.142,4.6015,64.5666,118.181,0.8064,2.6288,1.8646,4.9373,13.1152,21.8835,18.9371,7.7103,4.0932,19.13,2.02,8.2665,0.9085,4.7382,2.4874,26.7404,131.4529,0.0122,150.2224
890,0.0075,,1030.0,0.537,23.5,5.17,-5767.25,4.8735,1.9727,18.7695,,10.0673,85.4838,8.7401,0.1491,50.0631,6.7186,64.3756,118.0474,0.8064,2.5761,0.7724,5.1638,10.542,20.12,15.4183,8.2171,3.9989,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,3.7154,,151.0586
891,0.0094,,856.0,0.328,17.44,4.57,-5476.5,4.1783,2.0005,32.6521,,7.8173,84.6838,9.0425,0.0989,50.7493,,64.4947,117.7228,1.4641,4.3969,0.963,3.0633,5.692,35.8063,9.9668,7.0555,4.5568,16.7,1.07,7.3215,0.4804,4.2544,1.3471,16.9043,2.5601,0.0226,
892,0.0175,,886.0,0.143,20.02,8.75,-5345.25,2.4001,2.0175,16.653,,6.8178,85.3967,8.7635,0.0471,50.5973,,64.0427,117.9192,1.7007,2.0604,1.8239,1.3684,6.1525,34.6498,12.4586,3.9656,5.5177,16.97,0.92,7.8166,0.3872,4.188,1.2129,15.4662,2.7589,0.0201,
893,0.0045,,293.0,0.156,20.39,7.0,-5250.75,2.1184,2.0015,18.8462,,7.1817,83.7179,8.7015,0.0468,50.6219,,64.4228,118.504,1.4641,2.74,0.4624,1.4803,4.1697,28.4972,12.667,3.7441,4.0361,15.22,0.75,6.4161,0.3535,3.7741,1.0135,47.6723,2.1846,0.0242,
894,0.011,,497.0,0.473,13.15,7.75,-5777.0,2.0168,1.9952,18.8462,,9.6266,83.4448,8.5571,0.1347,50.3923,,64.7149,118.052,1.4715,2.74,1.1257,4.5418,15.5005,29.363,18.1731,3.596,4.5987,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,3.3367,,
895,0.0057,,625.0,0.277,21.57,1.83,-5327.75,4.005,1.9755,18.1126,,8.0442,84.7176,8.7373,0.0821,50.5598,,64.3447,118.3632,1.4715,2.2081,0.5786,2.5941,5.6704,23.3192,10.0808,6.8395,2.5286,,,,,,,15.4662,3.7567,0.0338,
896,0.022,,735.0,0.249,15.66,7.3,-5213.0,4.8998,2.021,18.2471,,7.8852,84.9173,9.131,0.0765,50.0942,,64.3185,118.0202,1.4715,2.0996,2.2819,2.3572,5.5482,37.1906,11.6715,8.2217,4.0867,14.27,1.0,6.9896,0.3543,3.5038,1.3492,16.0876,3.2678,,
897,0.0121,,538.0,0.394,17.28,6.82,-5138.75,1.1713,1.9565,20.6914,,7.7756,83.7179,8.7015,0.1214,50.6219,,64.4228,118.504,1.4506,3.1534,1.2467,3.7129,6.4357,33.6492,11.1628,2.0005,5.5228,,,,,,,15.4662,3.894,,
898,0.0066,0.0257,180.0,0.223,16.15,4.74,-5406.75,3.357,1.9515,18.7695,0.0087,7.912,83.4448,8.5571,0.0598,50.3923,,64.7149,118.052,1.4506,2.5761,0.6766,2.1321,5.1901,23.0647,7.0703,5.7447,4.5095,11.61,0.96,4.7369,0.4696,2.9007,1.2159,15.4662,2.7936,,
899,0.0097,,580.0,0.3,13.85,8.35,-5300.5,4.3399,2.0038,19.0678,,8.5325,85.188,8.9562,0.0933,50.1992,5.6702,63.901,118.0178,1.0612,2.6273,0.9954,2.8573,5.5719,64.4133,20.8754,7.2995,9.1148,,,,,,,16.2297,4.1012,0.0218,144.2076
900,0.0085,0.0809,593.0,0.229,19.27,2.83,-5497.5,2.0441,2.0055,18.8462,0.0249,8.3336,83.4448,8.5571,0.0725,50.3923,,64.7149,118.052,1.19,2.74,0.8722,2.1654,4.7206,15.2734,16.8363,3.4585,5.2373,16.23,0.87,7.0941,0.3417,4.0671,1.1829,13.9927,3.1446,,
901,0.0179,,225.0,0.192,11.82,4.08,-5398.75,4.0684,2.018,19.0678,,8.4576,85.4487,8.6695,0.0548,50.2081,4.6386,63.7619,118.1258,0.8064,2.6273,1.8649,1.8444,6.0978,21.7071,13.9385,6.9308,3.9933,13.85,1.27,6.4734,0.5709,3.4632,1.7012,44.4711,3.1446,,153.8577
902,0.004,,352.0,0.911,10.4,4.72,-5217.25,3.7027,1.9925,18.0762,,9.8203,83.4093,8.3663,0.2454,50.4972,,64.741,117.9414,1.19,2.481,0.4115,8.8972,13.4275,19.8865,24.5446,6.43,6.4025,16.23,0.87,7.0941,0.3417,4.0671,1.1829,21.1253,3.4623,,
903,0.0075,,829.0,0.167,24.8,10.12,-5394.75,1.5156,2.0075,30.8411,,8.1474,84.052,8.8581,0.0551,50.137,,64.6559,117.8936,1.19,4.3569,0.7743,1.6029,7.5896,49.6441,15.1328,2.6076,4.2235,18.44,1.69,8.3522,0.627,4.4875,2.2733,32.9871,3.7154,,
904,0.004,,361.0,0.319,18.58,2.41,-5397.5,4.9296,1.9965,20.4826,,8.7099,84.4905,8.7997,0.0948,50.5147,,64.3568,118.489,1.7007,2.9528,0.4132,2.9846,4.5023,18.4888,7.6509,8.5321,3.1353,22.38,0.78,10.3087,0.3857,5.5089,1.0452,15.4662,3.7567,,
905,0.0097,,294.0,0.446,21.92,5.54,-5543.0,2.2305,1.98,20.0096,,9.7324,84.3441,8.9833,0.1335,50.6379,,64.7846,119.6042,1.7007,2.7521,0.9984,4.2865,12.9645,19.8804,18.7933,3.7693,3.3619,16.23,0.87,7.0941,0.3417,4.0671,1.1829,13.6246,3.1446,0.0211,
906,0.0065,,843.0,0.908,17.07,6.17,-5526.0,3.7456,1.9962,18.8462,,9.687,85.4838,8.7401,0.2444,50.0631,6.8255,64.3756,118.0474,1.4506,2.74,0.6604,8.8014,11.6157,23.9622,17.0483,6.3393,6.9105,22.21,1.13,10.6329,0.4537,5.4186,1.415,19.5106,131.4529,,151.166
907,0.0114,,1116.0,0.222,18.93,8.19,-5445.5,3.8886,1.984,20.0096,,8.5917,85.4438,8.4278,0.0728,50.286,,64.332,117.8352,1.19,2.7521,1.174,2.1028,4.572,34.378,15.7062,6.6564,3.0863,16.23,0.87,7.0941,0.3417,4.0671,1.1829,33.4635,3.3367,0.0187,
908,0.0087,,2228.0,0.393,20.27,4.86,-4971.75,1.4137,1.9888,18.0762,,8.2271,85.4838,8.7401,0.1156,50.0631,6.0857,64.3756,118.0474,1.19,2.481,0.8868,3.76,5.7512,31.0773,10.4709,2.4238,3.3411,16.23,0.87,7.0941,0.3417,4.0671,1.1829,24.8992,131.4529,,143.5034
909,0.0065,,2602.0,0.732,11.5,7.94,-5001.0,2.2475,2.0,18.8462,,10.2206,83.4093,8.3663,0.2019,50.4972,,64.741,117.9414,1.19,2.74,0.6614,7.0918,14.0714,24.0068,22.9374,4.0139,6.4895,15.43,0.76,6.7947,0.293,3.8367,1.0625,12.7811,3.3367,0.0118,
910,0.0078,0.0712,666.0,0.172,16.82,6.55,-5368.75,3.8453,1.9955,18.7695,0.0225,8.4197,85.7132,9.0606,0.0543,50.5004,3.1668,64.0248,117.9764,1.7007,2.5761,0.7991,1.6475,8.8315,21.3918,13.5062,6.7211,6.3745,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,3.5201,0.0368,147.9933
911,0.0045,,479.0,0.996,19.97,5.75,-6471.25,3.9912,1.8785,18.447,,9.1965,86.0222,9.2016,0.2803,50.5239,7.3121,64.0447,118.1136,1.3824,2.2841,0.4547,9.6287,14.0216,19.2654,34.5633,6.7481,6.3354,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,3.2617,0.0186,154.4854
912,0.0088,0.0205,961.0,0.563,23.84,5.97,-5335.0,3.4003,1.991,30.8411,0.0064,8.34,85.5485,8.8548,0.1589,50.1588,8.3015,63.7216,117.9246,1.3824,4.3569,0.9037,5.3532,7.9988,58.1033,31.6006,6.0948,5.0559,,,,,,,15.4662,3.7567,0.0134,149.5225
913,0.0049,,461.0,0.253,14.8,2.79,-5613.0,2.2767,1.9973,18.7695,,8.9656,84.0397,9.1287,0.0652,50.5501,4.1901,64.215,118.1158,1.3824,2.5761,0.498,2.4189,6.2576,14.0551,32.0514,4.0597,3.0054,16.77,1.02,8.4993,0.4438,4.0765,1.3805,26.1688,4.0477,,151.67
914,0.0144,,533.0,0.477,25.54,6.5,-5459.0,1.3792,1.9908,20.7968,,8.7436,84.4061,8.6772,0.1636,50.4095,,64.2376,118.542,1.4641,2.9393,1.4921,4.5906,7.5685,41.7914,26.636,2.3494,5.2813,17.28,1.0,8.4753,0.4638,4.2571,1.3425,11.6615,3.0979,,
915,0.0106,,649.0,0.29,22.48,12.64,-5398.5,3.1878,1.9863,19.3932,,6.8312,85.3967,8.7635,0.0888,50.5973,,64.0427,117.9192,0.6343,2.5343,1.0896,2.7967,6.4301,53.8631,11.5614,5.2709,5.1902,16.45,1.27,7.3531,0.6016,4.1932,1.757,15.4662,3.3601,0.028,
916,0.0142,,410.0,0.261,20.77,8.79,-5012.75,1.6098,1.974,19.3932,,7.3783,85.3967,8.7635,0.0829,50.5973,,64.0427,117.9192,0.6343,2.5343,1.4588,2.5018,6.3279,39.2581,13.0573,2.9091,2.4978,18.14,1.33,7.9287,0.5394,4.6136,1.8474,41.5443,2.9407,,
917,0.0102,,1292.0,0.39,21.31,3.91,-5248.25,1.6022,2.036,19.3932,,9.6453,85.3967,8.7635,0.1106,50.5973,,64.0427,117.9192,0.6343,2.5343,1.0448,3.733,12.4827,22.2626,13.97,2.913,3.4308,22.64,0.85,10.2767,0.39,5.5813,1.1744,15.4662,2.0635,,
918,0.0127,,778.0,0.116,17.71,10.02,-5658.25,4.2339,2.014,19.3932,,7.1902,85.3967,8.7635,0.0348,50.5973,,64.0427,117.9192,0.6343,2.5343,1.3047,1.1119,4.6081,47.6335,14.6788,6.9087,4.6312,20.34,1.49,8.9745,0.5633,5.1911,2.0481,15.4662,2.0635,,
919,0.0095,,403.0,0.267,19.89,3.34,-5604.5,4.7377,1.985,20.4826,,8.3691,84.4061,8.6772,0.0801,50.4095,,64.2376,118.542,0.6343,2.9528,0.9771,2.5047,5.7679,33.121,13.0975,7.987,5.4405,20.71,1.17,9.3713,0.4964,5.2501,1.6035,65.6295,2.0931,,
920,0.0067,,470.0,0.626,20.11,3.66,-5494.75,1.6795,2.0035,,,9.6255,86.1155,8.5801,0.1756,50.294,8.7981,64.0748,119.2266,0.8713,,0.6837,5.9019,34.5703,120.6696,19.9339,2.8894,6.2556,,,,,,,34.8743,2.3039,,143.403
921,0.0107,,541.0,1.273,23.21,8.64,-5549.25,1.5975,2.0017,21.6104,,9.5394,86.238,8.287,0.3675,50.7216,,64.1468,116.1914,0.8713,2.9576,1.0947,12.2301,16.567,25.2045,19.0523,2.89,2.8097,14.05,1.15,6.8487,0.4891,3.4809,1.4946,11.5668,2.6198,0.0195,
922,0.0114,,854.0,0.189,19.43,2.91,-5370.75,3.8327,2.0045,16.653,,8.2177,83.5182,8.6149,0.0497,50.3917,,64.2488,118.0712,0.8713,2.0604,1.1684,1.7681,4.3443,22.8708,7.7189,6.5578,5.6967,16.23,0.87,7.0941,0.3417,4.0671,1.1829,31.9353,3.7567,,
923,0.0207,,689.0,0.72,17.67,0.0,-5573.75,2.1368,1.9693,,,20.0455,85.7059,8.2395,0.2004,50.344,,64.1495,120.0346,0.8713,,2.1645,7.1329,6.4326,0.0,12.1469,3.7102,4.0793,15.05,1.63,6.1182,0.6423,3.706,2.2455,4.8338,2.6046,,
924,0.0036,,886.0,0.2,17.44,4.3,-5370.25,3.7267,1.9695,32.6521,,8.6991,85.1011,8.9475,0.0658,50.2249,6.7157,63.9471,118.0626,1.7007,4.3969,0.3632,1.899,6.0613,39.3813,6.7345,6.2921,4.2843,,,,,,,15.4662,3.0979,0.0153,152.0595
